codigo_municipio,moe_risk_2007,moe_high_risk_2007,moe_risk_2010,moe_high_risk_2010,moe_risk_2011,moe_high_risk_2011,moe_risk_2014,moe_high_risk_2014,moe_risk_2015,moe_high_risk_2015,moe_risk_2016,moe_high_risk_2016,moe_risk_2018,moe_high_risk_2018,moe_risk_2019,moe_high_risk_2019,moe_risk_2022,moe_high_risk_2022,moe_risk_2023,moe_high_risk_2023,armed_group_presence,is_pdet,coca_hectares,risk_level,high_risk_flag
76246,medium,0,low,0,low,0,low,0,low,0,low,0,extreme,1,low,0,low,0,low,0,0,0,0.0,low,0
50245,high,1,low,0,low,0,low,0,high,1,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
27135,low,0,low,0,low,0,low,0,low,0,high,1,low,0,low,0,low,0,low,0,0,0,0.0,low,0
54245,high,1,extreme,1,medium,0,high,1,low,0,high,1,extreme,1,low,0,extreme,1,low,0,0,0,0.0,low,0
27245,low,0,medium,0,low,0,low,0,low,0,medium,0,low,0,high,1,low,0,high,1,0,0,0.0,high,1
13244,high,1,low,0,medium,0,low,0,medium,0,high,1,low,0,extreme,1,low,0,extreme,1,0,0,0.0,extreme,1
68235,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
05148,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
50251,extreme,1,extreme,1,low,0,low,0,low,0,medium,0,medium,0,low,0,low,0,low,0,0,0,0.0,low,0
76248,medium,0,low,0,medium,0,low,0,low,0,low,0,low,0,medium,0,low,0,low,0,0,0,0.0,low,0
52250,high,1,extreme,1,low,0,extreme,1,high,1,high,1,high,1,high,1,high,1,extreme,1,0,0,0.0,extreme,1
15244,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
25245,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
20238,medium,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
18247,extreme,1,low,0,high,1,low,0,extreme,1,high,1,high,1,low,0,low,0,low,0,0,0,0.0,low,0
50270,medium,0,low,0,low,0,low,0,high,1,low,0,low,0,low,0,medium,0,low,0,0,0,0.0,low,0
76250,medium,0,medium,0,extreme,1,medium,0,high,1,low,0,extreme,1,medium,0,low,0,low,0,0,0,0.0,low,0
91263,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
15248,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
68245,low,0,low,0,low,0,high,1,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
13248,medium,0,low,0,low,0,high,1,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
27250,low,0,low,0,low,0,low,0,low,0,high,1,extreme,1,extreme,1,low,0,extreme,1,0,0,0.0,extreme,1
44110,low,0,low,0,low,0,high,1,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
20250,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
18256,medium,0,medium,0,high,1,extreme,1,high,1,low,0,high,1,low,0,low,0,low,0,0,0,0.0,low,0
52254,low,0,low,0,low,0,high,1,low,0,low,0,low,0,low,0,high,1,low,0,0,0,0.0,low,0
13268,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
25258,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
68250,low,0,extreme,1,medium,0,high,1,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
47258,medium,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
68255,medium,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
47268,low,0,low,0,low,0,low,0,low,0,low,0,low,0,medium,0,low,0,low,0,0,0,0.0,low,0
95025,extreme,1,high,1,extreme,1,low,0,medium,0,extreme,1,extreme,1,low,0,high,1,low,0,0,0,0.0,low,0
70233,high,1,medium,0,high,1,low,0,low,0,medium,0,low,0,low,0,low,0,medium,0,0,0,0.0,medium,0
25260,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
52256,medium,0,medium,0,low,0,low,0,high,1,medium,0,high,1,extreme,1,medium,0,extreme,1,0,0,0.0,extreme,1
05697,low,0,low,0,medium,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
52258,medium,0,low,0,low,0,low,0,medium,0,medium,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
19256,high,1,low,0,extreme,1,low,0,extreme,1,extreme,1,low,0,high,1,extreme,1,extreme,1,0,0,0.0,extreme,1
52260,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
54250,medium,0,medium,0,extreme,1,extreme,1,extreme,1,high,1,extreme,1,extreme,1,extreme,1,low,0,0,0,0.0,low,0
54261,high,1,low,0,low,0,low,0,medium,0,high,1,low,0,low,0,low,0,low,0,0,0,0.0,low,0
41244,medium,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
68264,low,0,low,0,low,0,high,1,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
68266,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
05264,low,0,low,0,low,0,low,0,low,0,low,0,high,1,low,0,low,0,low,0,0,0,0.0,low,0
05266,low,0,low,0,medium,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
73268,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
25269,low,0,low,0,low,0,low,0,low,0,low,0,low,0,high,1,low,0,low,0,0,0,0.0,low,0
73270,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
17272,medium,0,low,0,low,0,low,0,medium,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
63272,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
15272,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
73275,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
18001,high,1,low,0,high,1,low,0,low,0,high,1,low,0,high,1,low,0,extreme,1,0,0,0.0,extreme,1
19290,medium,0,high,1,medium,0,low,0,medium,0,medium,0,low,0,medium,0,low,0,low,0,0,0,0.0,low,0
15276,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
68271,medium,0,low,0,low,0,medium,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
76275,low,0,low,0,low,0,low,0,low,0,low,0,low,0,high,1,low,0,medium,0,0,0,0.0,medium,0
68276,medium,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
25279,high,1,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
44279,medium,0,high,1,low,0,low,0,low,0,extreme,1,low,0,medium,0,low,0,low,0,0,0,0.0,low,0
81300,extreme,1,extreme,1,extreme,1,extreme,1,extreme,1,medium,0,extreme,1,low,0,extreme,1,high,1,0,0,0.0,high,1
25281,high,1,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
52520,medium,0,low,0,low,0,low,0,extreme,1,low,0,low,0,high,1,extreme,1,high,1,0,0,0.0,high,1
05282,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
73283,medium,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
05284,low,0,high,1,high,1,low,0,low,0,low,0,medium,0,medium,0,extreme,1,low,0,0,0,0.0,low,0
50287,high,1,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
47288,medium,0,low,0,medium,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
52287,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
25286,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
25288,medium,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
25290,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
25293,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
25295,low,0,low,0,low,0,medium,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
15293,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
25297,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
68296,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
08296,medium,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
70235,extreme,1,low,0,low,0,high,1,low,0,low,0,low,0,low,0,extreme,1,low,0,0,0,0.0,low,0
25299,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
20295,extreme,1,high,1,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
68298,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
15296,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
15299,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
41298,high,1,medium,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
63302,low,0,low,0,medium,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
41306,high,1,low,0,high,1,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
76306,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
05306,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
25307,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
05308,low,0,low,0,low,0,medium,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
68307,low,0,low,0,low,0,low,0,low,0,medium,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
05310,low,0,low,0,low,0,medium,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
20310,high,1,low,0,low,0,extreme,1,low,0,low,0,medium,0,low,0,low,0,high,1,0,0,0.0,high,1
54313,low,0,low,0,low,0,medium,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
05313,high,1,extreme,1,extreme,1,extreme,1,low,0,high,1,low,0,low,0,low,0,low,0,0,0,0.0,low,0
25312,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
50313,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,high,1,0,0,0.0,high,1
68318,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
15317,medium,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
76318,low,0,medium,0,low,0,high,1,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
19300,low,0,low,0,low,0,medium,0,low,0,low,0,high,1,low,0,low,0,medium,0,0,0,0.0,medium,0
25317,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
52317,low,0,high,1,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
76111,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,high,1,low,0,0,0,0.0,low,0
05315,low,0,low,0,medium,0,high,1,medium,0,medium,0,low,0,low,0,high,1,high,1,0,0,0.0,high,1
41319,medium,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
68320,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
25320,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
52320,low,0,low,0,low,0,high,1,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
52323,medium,0,low,0,low,0,medium,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
47318,low,0,low,0,low,0,low,0,low,0,low,0,low,0,medium,0,low,0,low,0,0,0,0.0,low,0
50318,high,1,low,0,low,0,low,0,high,1,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
73319,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
19318,low,0,extreme,1,low,0,low,0,extreme,1,medium,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
68322,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
70265,low,0,low,0,low,0,low,0,low,0,low,0,medium,0,low,0,low,0,low,0,0,0,0.0,low,0
05318,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
25322,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
05321,low,0,low,0,low,0,high,1,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
25324,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
25326,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
15322,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
66318,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
68324,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
25328,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
25335,high,1,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
15325,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
68327,medium,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
15332,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
25339,medium,0,high,1,high,1,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
54344,medium,0,low,0,high,1,high,1,extreme,1,medium,0,extreme,1,extreme,1,extreme,1,extreme,1,0,0,0.0,extreme,1
13300,low,0,low,0,low,0,high,1,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
68344,low,0,low,0,low,0,high,1,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
85125,high,1,medium,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,high,1,0,0,0.0,high,1
44378,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
05347,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
54347,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
73347,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
05353,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
41349,low,0,low,0,medium,0,low,0,medium,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
73349,low,0,low,0,low,0,low,0,low,0,low,0,low,0,medium,0,low,0,low,0,0,0,0.0,low,0
73001,high,1,low,0,medium,0,low,0,high,1,high,1,extreme,1,high,1,low,0,high,1,0,0,0.0,high,1
73352,medium,0,medium,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
52352,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
52354,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
94001,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
19355,low,0,low,0,low,0,low,0,low,0,low,0,low,0,high,1,low,0,extreme,1,0,0,0.0,extreme,1
52356,high,1,low,0,low,0,low,0,low,0,high,1,low,0,low,0,low,0,low,0,0,0,0.0,low,0
41357,high,1,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
41359,low,0,medium,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
27361,medium,0,low,0,extreme,1,low,0,extreme,1,extreme,1,low,0,high,1,low,0,extreme,1,0,0,0.0,extreme,1
05360,high,1,low,0,medium,0,high,1,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
05361,extreme,1,extreme,1,extreme,1,extreme,1,extreme,1,extreme,1,extreme,1,extreme,1,extreme,1,extreme,1,0,0,0.0,extreme,1
15362,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
19364,extreme,1,extreme,1,high,1,extreme,1,extreme,1,low,0,low,0,low,0,low,0,extreme,1,0,0,0.0,extreme,1
76364,medium,0,low,0,medium,0,low,0,low,0,medium,0,low,0,high,1,low,0,low,0,0,0,0.0,low,0
05364,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
15367,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
05368,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
15368,low,0,low,0,low,0,high,1,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
25368,high,1,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
68368,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
68370,extreme,1,low,0,low,0,high,1,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
08372,low,0,high,1,low,0,high,1,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
25372,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
27372,low,0,high,1,medium,0,high,1,low,0,low,0,low,0,extreme,1,high,1,high,1,0,0,0.0,high,1
23350,extreme,1,medium,0,low,0,low,0,low,0,low,0,low,0,low,0,high,1,low,0,0,0,0.0,low,0
41378,medium,0,low,0,high,1,low,0,high,1,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
68377,medium,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
25377,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
15380,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
05376,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
66383,medium,0,low,0,extreme,1,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
91405,low,0,low,0,low,0,high,1,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
52378,medium,0,low,0,low,0,high,1,high,1,medium,0,high,1,low,0,low,0,low,0,0,0,0.0,low,0
76377,medium,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
17380,medium,0,medium,0,low,0,low,0,high,1,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
54385,medium,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
05380,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
52381,medium,0,low,0,medium,0,high,1,low,0,medium,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
20383,low,0,medium,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
94885,low,0,low,0,low,0,high,1,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
20400,extreme,1,medium,0,medium,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
44420,extreme,1,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
52385,extreme,1,low,0,medium,0,low,0,high,1,high,1,high,1,medium,0,low,0,high,1,0,0,0.0,high,1
50350,high,1,medium,0,high,1,high,1,high,1,extreme,1,low,0,low,0,extreme,1,low,0,0,0,0.0,low,0
17388,low,0,low,0,low,0,high,1,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
25386,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
18410,extreme,1,extreme,1,extreme,1,extreme,1,extreme,1,extreme,1,high,1,high,1,high,1,low,0,0,0,0.0,low,0
25394,low,0,low,0,low,0,high,1,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
20621,medium,0,high,1,low,0,low,0,low,0,extreme,1,low,0,low,0,low,0,low,0,0,0,0.0,low,0
68397,extreme,1,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
91407,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,medium,0,0,0,0.0,medium,0
25398,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
05390,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
41396,medium,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
54398,extreme,1,high,1,low,0,high,1,medium,0,low,0,extreme,1,extreme,1,high,1,extreme,1,0,0,0.0,extreme,1
99524,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
85136,medium,0,low,0,medium,0,high,1,high,1,low,0,high,1,low,0,low,0,low,0,0,0,0.0,low,0
19392,high,1,low,0,low,0,low,0,low,0,medium,0,low,0,medium,0,low,0,low,0,0,0,0.0,low,0
63401,medium,0,low,0,low,0,low,0,low,0,low,0,medium,0,low,0,low,0,low,0,0,0,0.0,low,0
52390,low,0,low,0,low,0,low,0,low,0,medium,0,high,1,low,0,high,1,extreme,1,0,0,0.0,extreme,1
05400,low,0,low,0,low,0,low,0,low,0,high,1,low,0,low,0,low,0,low,0,0,0,0.0,low,0
52399,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
70400,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
76400,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
15403,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
19397,low,0,low,0,low,0,low,0,low,0,medium,0,low,0,low,0,low,0,high,1,0,0,0.0,high,1
25402,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
15401,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
76403,low,0,low,0,low,0,low,0,medium,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
91430,low,0,low,0,low,0,extreme,1,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
66400,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
54377,low,0,low,0,low,0,low,0,low,0,low,0,medium,0,low,0,low,0,low,0,0,0,0.0,low,0
15377,medium,0,low,0,low,0,high,1,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
68385,high,1,extreme,1,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
68406,medium,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
86573,extreme,1,medium,0,high,1,low,0,high,1,medium,0,low,0,medium,0,extreme,1,high,1,0,0,0.0,high,1
52405,low,0,low,0,extreme,1,low,0,low,0,low,0,low,0,high,1,high,1,extreme,1,0,0,0.0,extreme,1
50400,high,1,high,1,high,1,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
25407,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
73408,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
91001,low,0,low,0,low,0,low,0,medium,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
73411,high,1,low,0,high,1,low,0,extreme,1,low,0,low,0,medium,0,low,0,high,1,0,0,0.0,high,1
05411,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
52411,low,0,high,1,medium,0,low,0,high,1,high,1,high,1,high,1,low,0,low,0,0,0,0.0,low,0
27413,low,0,low,0,low,0,low,0,high,1,high,1,extreme,1,extreme,1,extreme,1,extreme,1,0,0,0.0,extreme,1
19418,low,0,extreme,1,low,0,medium,0,low,0,extreme,1,low,0,low,0,medium,0,extreme,1,0,0,0.0,extreme,1
23417,low,0,low,0,low,0,low,0,low,0,low,0,high,1,low,0,low,0,low,0,0,0,0.0,low,0
52418,high,1,low,0,low,0,low,0,high,1,medium,0,low,0,low,0,low,0,extreme,1,0,0,0.0,extreme,1
23419,low,0,low,0,medium,0,low,0,low,0,medium,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
70418,medium,0,high,1,low,0,high,1,low,0,medium,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
54405,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,high,1,0,0,0.0,high,1
68418,low,0,low,0,low,0,medium,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
54418,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
08421,low,0,low,0,low,0,high,1,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
15425,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
68425,medium,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
05425,low,0,low,0,low,0,low,0,low,0,medium,0,low,0,medium,0,low,0,low,0,0,0,0.0,low,0
