codigo_municipio,moe_risk_2007,moe_high_risk_2007,moe_risk_2010,moe_high_risk_2010,moe_risk_2011,moe_high_risk_2011,moe_risk_2014,moe_high_risk_2014,moe_risk_2015,moe_high_risk_2015,moe_risk_2016,moe_high_risk_2016,moe_risk_2018,moe_high_risk_2018,moe_risk_2019,moe_high_risk_2019,moe_risk_2022,moe_high_risk_2022,moe_risk_2023,moe_high_risk_2023,armed_group_presence,is_pdet,coca_hectares,risk_level,high_risk_flag
25426,medium,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
25430,low,0,low,0,low,0,low,0,medium,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
13430,low,0,high,1,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
52427,high,1,extreme,1,high,1,extreme,1,high,1,high,1,extreme,1,high,1,low,0,extreme,1,0,0,0.0,extreme,1
13433,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
44430,low,0,low,0,high,1,low,0,high,1,medium,0,low,0,low,0,low,0,extreme,1,0,0,0.0,extreme,1
70429,high,1,medium,0,low,0,high,1,low,0,low,0,low,0,low,0,high,1,low,0,0,0,0.0,low,0
68432,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
08433,low,0,low,0,medium,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
52435,medium,0,low,0,low,0,low,0,medium,0,low,0,extreme,1,extreme,1,medium,0,extreme,1,0,0,0.0,extreme,1
08436,low,0,low,0,low,0,low,0,medium,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
20443,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,medium,0,low,0,0,0,0.0,low,0
44560,high,1,low,0,low,0,low,0,extreme,1,low,0,low,0,low,0,low,0,extreme,1,0,0,0.0,extreme,1
85139,medium,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
17001,low,0,low,0,low,0,low,0,extreme,1,high,1,low,0,extreme,1,low,0,low,0,0,0,0.0,low,0
25436,medium,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
17433,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
50325,extreme,1,high,1,extreme,1,extreme,1,high,1,high,1,extreme,1,low,0,high,1,high,1,0,0,0.0,high,1
94663,low,0,low,0,low,0,extreme,1,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
13440,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,medium,0,0,0,0.0,medium,0
13442,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
05440,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
15442,medium,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
73443,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
17442,low,0,low,0,low,0,low,0,high,1,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
17444,low,0,medium,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
66440,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
17446,medium,0,low,0,low,0,high,1,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
68444,high,1,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
05001,high,1,low,0,extreme,1,low,0,extreme,1,low,0,low,0,high,1,low,0,extreme,1,0,0,0.0,extreme,1
25438,low,0,low,0,low,0,low,0,medium,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
27425,low,0,low,0,extreme,1,high,1,extreme,1,medium,0,medium,0,medium,0,high,1,medium,0,0,0,0.0,medium,0
27430,low,0,low,0,low,0,high,1,low,0,high,1,extreme,1,low,0,high,1,extreme,1,0,0,0.0,extreme,1
27450,medium,0,low,0,medium,0,low,0,high,1,high,1,low,0,medium,0,low,0,extreme,1,0,0,0.0,extreme,1
73449,low,0,high,1,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
19450,medium,0,high,1,low,0,low,0,low,0,high,1,low,0,low,0,low,0,low,0,0,0,0.0,low,0
50330,high,1,medium,0,high,1,high,1,extreme,1,extreme,1,high,1,low,0,high,1,low,0,0,0,0.0,low,0
18460,extreme,1,medium,0,high,1,extreme,1,extreme,1,low,0,high,1,low,0,high,1,low,0,0,0,0.0,low,0
15455,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
95200,extreme,1,high,1,high,1,high,1,extreme,1,high,1,extreme,1,low,0,high,1,high,1,0,0,0.0,high,1
19455,low,0,low,0,low,0,low,0,low,0,high,1,low,0,low,0,low,0,low,0,0,0,0.0,low,0
91460,low,0,low,0,low,0,high,1,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
66456,low,0,low,0,low,0,medium,0,high,1,medium,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
97001,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
86001,medium,0,low,0,low,0,low,0,low,0,low,0,medium,0,low,0,low,0,low,0,0,0,0.0,low,0
68464,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
68468,high,1,low,0,low,0,high,1,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
23464,low,0,low,0,low,0,high,1,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
13468,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
15464,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
15466,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
15469,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
05467,low,0,high,1,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
13458,high,1,low,0,low,0,low,0,low,0,high,1,low,0,low,0,extreme,1,extreme,1,0,0,0.0,extreme,1
23466,high,1,extreme,1,low,0,low,0,low,0,high,1,high,1,low,0,low,0,low,0,0,0,0.0,low,0
63470,medium,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
23001,medium,0,low,0,low,0,low,0,low,0,high,1,low,0,low,0,low,0,low,0,0,0,0.0,low,0
85162,medium,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
23500,low,0,high,1,low,0,high,1,low,0,low,0,high,1,low,0,low,0,low,0,0,0,0.0,low,0
13473,low,0,extreme,1,medium,0,low,0,low,0,medium,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
19473,medium,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,extreme,1,low,0,0,0,0.0,low,0
18479,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
94888,low,0,low,0,low,0,extreme,1,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
70473,low,0,low,0,low,0,medium,0,low,0,medium,0,low,0,low,0,medium,0,medium,0,0,0,0.0,medium,0
25473,low,0,low,0,low,0,medium,0,medium,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
52473,low,0,low,0,low,0,low,0,low,0,low,0,low,0,extreme,1,low,0,medium,0,0,0,0.0,medium,0
15476,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
73461,low,0,low,0,high,1,high,1,low,0,low,0,medium,0,low,0,low,0,low,0,0,0,0.0,low,0
05475,extreme,1,low,0,high,1,extreme,1,low,0,low,0,extreme,1,high,1,extreme,1,high,1,0,0,0.0,high,1
05480,high,1,extreme,1,high,1,high,1,high,1,extreme,1,low,0,low,0,high,1,medium,0,0,0,0.0,medium,0
54480,low,0,low,0,low,0,extreme,1,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
15480,medium,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
05483,medium,0,medium,0,high,1,high,1,high,1,medium,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
25483,medium,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
52480,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,extreme,1,low,0,0,0,0.0,low,0
41483,low,0,low,0,medium,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
73483,high,1,low,0,low,0,low,0,low,0,medium,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
05495,extreme,1,low,0,low,0,low,0,low,0,medium,0,low,0,high,1,low,0,high,1,0,0,0.0,high,1
05490,medium,0,medium,0,medium,0,medium,0,low,0,medium,0,medium,0,high,1,high,1,medium,0,0,0,0.0,medium,0
17486,medium,0,high,1,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
41001,medium,0,low,0,extreme,1,low,0,high,1,high,1,low,0,low,0,low,0,extreme,1,0,0,0.0,extreme,1
25486,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
25488,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
25489,low,0,low,0,low,0,high,1,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
15491,low,0,low,0,medium,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
25491,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
17495,extreme,1,low,0,low,0,high,1,medium,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
13490,low,0,low,0,low,0,high,1,high,1,medium,0,low,0,medium,0,low,0,high,1,0,0,0.0,high,1
27491,low,0,low,0,low,0,low,0,extreme,1,high,1,low,0,high,1,low,0,extreme,1,0,0,0.0,extreme,1
47460,extreme,1,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
15494,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
85225,medium,0,low,0,medium,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
27495,low,0,low,0,low,0,low,0,low,0,low,0,low,0,medium,0,low,0,extreme,1,0,0,0.0,extreme,1
76497,low,0,low,0,low,0,low,0,low,0,low,0,low,0,medium,0,low,0,low,0,0,0,0.0,low,0
68498,medium,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
54498,high,1,low,0,low,0,low,0,low,0,high,1,low,0,low,0,low,0,extreme,1,0,0,0.0,extreme,1
68500,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
15500,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
05501,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
52490,low,0,low,0,low,0,high,1,high,1,medium,0,medium,0,extreme,1,low,0,extreme,1,0,0,0.0,extreme,1
68502,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
41503,low,0,low,0,low,0,high,1,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
86320,high,1,low,0,low,0,low,0,low,0,high,1,low,0,low,0,low,0,low,0,0,0,0.0,low,0
85230,high,1,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
73504,low,0,low,0,low,0,low,0,low,0,low,0,high,1,low,0,low,0,low,0,0,0,0.0,low,0
52506,low,0,low,0,low,0,high,1,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
15507,medium,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
70508,high,1,low,0,low,0,low,0,low,0,low,0,low,0,low,0,high,1,high,1,0,0,0.0,high,1
15511,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
25513,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
97511,low,0,low,0,low,0,medium,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
17513,medium,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
19513,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,high,1,low,0,0,0,0.0,low,0
15514,medium,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
19517,low,0,high,1,low,0,low,0,medium,0,low,0,high,1,medium,0,low,0,high,1,0,0,0.0,high,1
41518,low,0,low,0,low,0,high,1,low,0,low,0,high,1,low,0,low,0,low,0,0,0,0.0,low,0
20517,medium,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
25518,low,0,low,0,low,0,high,1,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
15516,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
15518,medium,0,medium,0,low,0,low,0,high,1,low,0,low,0,high,1,low,0,low,0,0,0,0.0,low,0
41524,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
17524,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
41530,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
68522,low,0,low,0,low,0,high,1,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
08520,low,0,low,0,low,0,medium,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
68524,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
76520,high,1,low,0,high,1,low,0,medium,0,low,0,low,0,high,1,low,0,low,0,0,0,0.0,low,0
70523,medium,0,low,0,high,1,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
73520,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
54518,low,0,low,0,low,0,low,0,low,0,low,0,medium,0,low,0,low,0,low,0,0,0,0.0,low,0
54520,high,1,low,0,low,0,high,1,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
94887,medium,0,low,0,low,0,extreme,1,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
25524,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
15522,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
97777,low,0,low,0,low,0,extreme,1,low,0,low,0,medium,0,low,0,low,0,low,0,0,0,0.0,low,0
68533,medium,0,low,0,low,0,high,1,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
25530,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
25535,medium,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
52001,medium,0,low,0,low,0,low,0,low,0,medium,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
19532,medium,0,low,0,extreme,1,low,0,extreme,1,high,1,high,1,low,0,low,0,low,0,0,0,0.0,low,0
15531,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
15533,low,0,high,1,low,0,low,0,high,1,low,0,high,1,high,1,low,0,low,0,0,0,0.0,low,0
85250,extreme,1,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
15537,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
47541,medium,0,low,0,low,0,high,1,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
20550,high,1,extreme,1,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
17541,extreme,1,extreme,1,low,0,high,1,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
05541,low,0,low,0,medium,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
05543,high,1,low,0,low,0,low,0,high,1,medium,0,high,1,medium,0,extreme,1,high,1,0,0,0.0,high,1
66001,high,1,low,0,high,1,low,0,medium,0,extreme,1,high,1,high,1,low,0,high,1,0,0,0.0,high,1
15542,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
19533,high,1,high,1,extreme,1,extreme,1,high,1,high,1,high,1,low,0,high,1,low,0,0,0,0.0,low,0
68547,medium,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
73547,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
19548,low,0,low,0,low,0,low,0,low,0,medium,0,low,0,medium,0,low,0,low,0,0,0,0.0,low,0
63548,medium,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
47545,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
68549,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
13549,medium,0,low,0,low,0,extreme,1,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
08549,low,0,low,0,low,0,high,1,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
15550,medium,0,low,0,low,0,extreme,1,high,1,low,0,high,1,medium,0,low,0,low,0,0,0,0.0,low,0
41548,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
41551,low,0,low,0,high,1,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
47551,low,0,low,0,low,0,high,1,low,0,low,0,extreme,1,low,0,low,0,low,0,0,0,0.0,low,0
73555,low,0,extreme,1,low,0,low,0,low,0,extreme,1,low,0,low,0,medium,0,low,0,0,0,0.0,low,0
23555,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
47555,low,0,low,0,low,0,low,0,low,0,low,0,low,0,high,1,low,0,high,1,0,0,0.0,high,1
52540,extreme,1,extreme,1,low,0,high,1,extreme,1,extreme,1,high,1,high,1,low,0,extreme,1,0,0,0.0,extreme,1
08558,low,0,low,0,low,0,medium,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
08560,low,0,low,0,low,0,medium,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
19001,low,0,low,0,high,1,low,0,extreme,1,high,1,extreme,1,high,1,low,0,high,1,0,0,0.0,high,1
85263,medium,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
52560,low,0,low,0,medium,0,high,1,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
76563,high,1,low,0,low,0,low,0,low,0,medium,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
73563,high,1,low,0,medium,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
52565,low,0,low,0,medium,0,high,1,low,0,medium,0,medium,0,low,0,low,0,low,0,0,0,0.0,low,0
88564,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
20570,medium,0,low,0,medium,0,low,0,medium,0,low,0,low,0,medium,0,low,0,low,0,0,0,0.0,low,0
23570,low,0,low,0,low,0,high,1,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
66572,high,1,extreme,1,low,0,extreme,1,low,0,high,1,extreme,1,high,1,low,0,high,1,0,0,0.0,high,1
47570,low,0,low,0,high,1,high,1,low,0,low,0,low,0,medium,0,low,0,low,0,0,0,0.0,low,0
05576,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
68572,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
52573,low,0,extreme,1,medium,0,low,0,high,1,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
91530,low,0,low,0,low,0,extreme,1,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
91536,low,0,low,0,low,0,extreme,1,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
86568,high,1,low,0,extreme,1,low,0,extreme,1,extreme,1,high,1,low,0,extreme,1,high,1,0,0,0.0,high,1
05579,low,0,extreme,1,high,1,high,1,low,0,high,1,high,1,low,0,low,0,medium,0,0,0,0.0,medium,0
15572,medium,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,high,1,low,0,0,0,0.0,low,0
86569,high,1,low,0,low,0,low,0,low,0,medium,0,low,0,low,0,high,1,low,0,0,0,0.0,low,0
99001,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
08573,high,1,low,0,low,0,low,0,low,0,low,0,low,0,low,0,medium,0,low,0,0,0,0.0,low,0
94884,high,1,low,0,low,0,extreme,1,low,0,high,1,low,0,low,0,low,0,medium,0,0,0,0.0,medium,0
50450,extreme,1,low,0,medium,0,extreme,1,low,0,medium,0,high,1,low,0,high,1,low,0,0,0,0.0,low,0
23574,high,1,medium,0,low,0,low,0,low,0,low,0,high,1,medium,0,low,0,low,0,0,0,0.0,low,0
50568,high,1,medium,0,high,1,medium,0,low,0,medium,0,medium,0,low,0,extreme,1,extreme,1,0,0,0.0,extreme,1
86571,extreme,1,extreme,1,extreme,1,high,1,high,1,medium,0,high,1,low,0,low,0,extreme,1,0,0,0.0,extreme,1
23580,high,1,extreme,1,low,0,medium,0,low,0,extreme,1,high,1,low,0,extreme,1,low,0,0,0,0.0,low,0
50577,extreme,1,medium,0,high,1,medium,0,high,1,medium,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
50573,high,1,low,0,low,0,low,0,low,0,medium,0,high,1,low,0,low,0,low,0,0,0,0.0,low,0
05585,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
91540,low,0,low,0,low,0,high,1,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
68573,medium,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
18592,high,1,extreme,1,extreme,1,high,1,high,1,high,1,high,1,low,0,low,0,low,0,0,0,0.0,low,0
50590,extreme,1,medium,0,extreme,1,low,0,low,0,medium,0,medium,0,low,0,extreme,1,low,0,0,0,0.0,low,0
81591,medium,0,medium,0,low,0,high,1,medium,0,low,0,high,1,low,0,high,1,extreme,1,0,0,0.0,extreme,1
25572,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
54553,low,0,low,0,low,0,low,0,low,0,low,0,high,1,high,1,high,1,extreme,1,0,0,0.0,extreme,1
91669,low,0,low,0,low,0,high,1,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
19573,low,0,low,0,low,0,low,0,medium,0,low,0,high,1,low,0,high,1,high,1,0,0,0.0,high,1
05591,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
68575,high,1,low,0,low,0,low,0,low,0,medium,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
25580,low,0,low,0,medium,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
52585,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
19585,medium,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
73585,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
23586,low,0,low,0,low,0,high,1,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
25592,medium,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
25594,low,0,low,0,low,0,extreme,1,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
27001,medium,0,low,0,high,1,low,0,extreme,1,extreme,1,low,0,extreme,1,extreme,1,extreme,1,0,0,0.0,extreme,1
63594,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
66594,medium,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
15580,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
25596,medium,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
54599,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
15599,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
15600,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
85279,medium,0,low,0,low,0,medium,0,high,1,medium,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
13580,extreme,1,low,0,low,0,high,1,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
05604,low,0,extreme,1,low,0,high,1,low,0,extreme,1,extreme,1,high,1,extreme,1,extreme,1,0,0,0.0,extreme,1
47605,extreme,1,low,0,low,0,high,1,high,1,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
08606,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
50606,extreme,1,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
76606,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
05607,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
25612,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
52612,high,1,high,1,high,1,extreme,1,extreme,1,medium,0,extreme,1,extreme,1,high,1,extreme,1,0,0,0.0,extreme,1
73616,high,1,medium,0,medium,0,high,1,medium,0,medium,0,low,0,high,1,low,0,low,0,0,0,0.0,low,0
20614,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
27580,low,0,extreme,1,extreme,1,low,0,high,1,high,1,low,0,low,0,low,0,extreme,1,0,0,0.0,extreme,1
27600,low,0,low,0,low,0,low,0,high,1,high,1,low,0,medium,0,medium,0,high,1,0,0,0.0,high,1
