codigo_municipio,year,round,left_share,right_share,abstention_rate,delta_left,delta_right,delta_abstention
05101,2010,1,0.015881649080822364,0.5822908734906994,,-0.06896408594640087,-0.23327173993942762,
05101,2010,2,,0.8490952543530215,,,,
05101,2014,1,,0.47637997432605905,,,-0.10591089916464036,
05101,2014,2,,0.7344603649108339,,,-0.11463488944218758,
05101,2018,1,0.04791589132861928,0.7206922218087086,,,0.24431224748264957,
05101,2018,2,0.09954557146531767,0.8611849438394924,,,0.12672457892865852,
05101,2022,1,0.11927165011326014,0.603589475518383,,0.07135575878464087,-0.11710274629032558,
05101,2022,2,0.17958907584340913,0.788365604126152,,0.08004350437809146,-0.07281933971334043,
05107,2002,1,0.1737891737891738,0.3091168091168091,,,,
05107,2006,1,0.0960735171261487,0.6524644945697577,,-0.0777156566630251,0.34334768545294864,
05107,2010,1,0.010682004930156122,0.21281840591618734,,-0.08539151219599257,-0.4396460886535704,
05107,2010,2,,0.614240170031881,,,,
05107,2014,1,,0.29447236180904524,,,0.0816539558928579,
05107,2014,2,,0.6159813809154383,,,0.001741210883557276,
05107,2018,1,0.08235294117647059,0.3171764705882353,,,0.022704108779190046,
05107,2018,2,0.27248079530049707,0.6145503840939901,,,-0.001430996821448205,
05107,2022,1,0.22657580919931858,0.13884156729131175,,0.144222868022848,-0.17833490329692353,
05107,2022,2,0.3465346534653465,0.6234087694483734,,0.07405385816484944,0.008858385354383325,
05113,2002,1,0.3800829875518672,0.3925311203319502,,,,
05113,2006,1,0.07380520266182698,0.6140350877192983,,-0.3062777848900402,0.22150396738734807,
05113,2010,1,0.007034632034632035,0.4518398268398268,,-0.06677057062719495,-0.16219526087947145,
05113,2010,2,,0.8517130620985011,,,,
05113,2014,1,,0.39316770186335404,,,-0.058672124976472784,
05113,2014,2,,0.5799544419134396,,,-0.2717586201850615,
05113,2018,1,0.06776685393258428,0.5435393258426966,,,0.15037162397934256,
05113,2018,2,0.17679180887372015,0.7546075085324232,,,0.1746530666189836,
05113,2022,1,0.2508361204013378,0.362876254180602,,0.18306926646875352,-0.1806630716620946,
05113,2022,2,0.33674911660777385,0.6088339222614841,,0.1599573077340537,-0.14577358627093906,
05120,2002,1,0.6005597760895641,0.27508996401439423,,,,
05120,2006,1,0.09786317112587538,0.4539414616627761,,-0.5026966049636887,0.17885149764838187,
05120,2010,1,0.05033018026057469,0.3044797429948242,,-0.04753299086530069,-0.14946171866795188,
05120,2010,2,,0.5441283734500365,,,,
05120,2014,1,,0.21169315283500098,,,-0.09278659015982324,
05120,2014,2,,0.3156817600409312,,,-0.22844661340910533,
05120,2018,1,0.30039883973894127,0.38868745467730237,,,0.1769943018423014,
05120,2018,2,0.44336394741581125,0.513776337115073,,,0.1980945770741418,
05120,2022,1,0.45004329004329,0.22493506493506493,,0.14964445030434875,-0.16375238974223744,
05120,2022,2,0.5671620256817198,0.39965372962054535,,0.12379807826590855,-0.11412260749452763,
05125,2002,1,0.4022813688212928,0.37718631178707224,,,,
05125,2006,1,0.06377130291368883,0.7421660252886201,,-0.33851006590760396,0.36497971350154784,
05125,2010,1,0.004403346543372964,0.6560986349625716,,-0.059367956370315875,-0.08606739032604849,
05125,2010,2,,0.8855447223399746,,,,
05125,2014,1,,0.6208572691117985,,,-0.03524136585077309,
05125,2014,2,,0.796321998612075,,,-0.08922272372789963,
05125,2018,1,0.05097894347986701,0.6671592168452161,,,0.04630194773341756,
05125,2018,2,0.104,0.85088,,,0.05455800138792499,
05125,2022,1,0.14691780821917808,0.48527397260273974,,0.09593886473931107,-0.18188524424247632,
05125,2022,2,0.18371670702179177,0.7742130750605327,,0.07971670702179177,-0.07666692493946725,
05129,2002,1,0.10942776307383408,0.6079675093547504,,,,
05129,2006,1,0.2690131184086427,0.6124496270256367,,0.15958535533480867,0.004482117670886243,
05129,2010,1,0.039425762879671866,0.3276758247586719,,-0.22958735552897086,-0.28477380226696475,
05129,2010,2,,0.5959908991056018,,,,
05129,2014,1,,0.24409564864964445,,,-0.08358017610902746,
05129,2014,2,,0.40105540897097625,,,-0.19493549013462552,
05129,2018,1,0.061181216383947044,0.40786615639222173,,,0.1637705077425773,
05129,2018,2,0.22937937670390762,0.6599401293633399,,,0.25888472039236365,
05129,2022,1,0.2532930202034407,0.43706932920826885,,0.19211180381949364,0.029203172816047118,
05129,2022,2,0.3548871106030294,0.5813565780699247,,0.1255077338991218,-0.07858355129341521,
05134,2002,1,0.06708268330733229,0.641185647425897,,,,
