codigo_municipio,pct_ingresos_propios,gastos_totales_per_capita,transferencias_per_capita,ingresos_tributarios_per_capita
13268,0.2846042923548811,1358329.4457142856,175687.51285714286,71899.25857142858
13300,0.43790787942518067,1166720.3214285714,116480.49714285714,57570.44571428571
13430,0.8652299188377218,1377351.172857143,19935.454285714284,103385.24571428572
13433,0.5995350168507126,819210.0157142857,34810.612857142856,44344.97285714286
13440,0.2670553357874267,1186104.5857142857,145987.08714285714,54570.875714285714
13442,0.6968110181421429,668935.35,25056.18142857143,65028.270000000004
13458,0.2795539373127854,729690.4814285714,104346.43000000001,37642.53142857143
13468,0.7599567833207276,891817.9928571429,28978.135714285716,83309.25714285714
13473,0.5116146647370495,2204858.7185714287,98635.81142857143,89508.68999999999
13490,0.1192579365162361,865118.5314285714,203498.04857142855,24171.428571428572
13549,0.23929885595934297,954028.53,57190.92571428571,22262.90428571429
13580,0.2942873792019519,1154356.317142857,139494.81142857144,63325.10571428571
13600,0.2976357444903549,1177965.347142857,144009.4657142857,53841.41714285714
13620,0.33145081662266723,1308408.0885714288,121001.79857142856,41003.224285714285
13647,0.4429109756694466,1049997.167142857,77082.80857142857,56939.607142857145
13650,0.30173878041383445,1077924.4042857143,119101.51,36613.840000000004
13654,0.3735896767654055,1060178.0642857144,108898.37857142858,50549.90142857143
13655,0.17103757986414167,1260389.5414285713,198973.8114285714,34722.20857142857
13657,0.7303728670735893,974878.8357142856,31862.787142857145,78477.34857142858
13667,0.31398651836649727,1042829.8828571428,104217.67571428571,38537.69571428571
13670,0.6824096295122125,820033.5499999999,42123.14,85270.95142857144
13673,0.4313951560830728,987798.78,105587.87571428572,75836.45428571428
13683,0.5890489195220882,1007671.6242857144,104200.58142857142,145914.83000000002
13688,0.7743095819803919,863574.4171428571,33248.09,110883.11571428573
13744,0.5802018359230343,1116156.82,95137.20857142856,109405.83571428571
13760,0.35112255767677675,860958.6642857142,104236.99,32747.148571428574
13780,0.48674992651755516,1217516.177142857,107045.35571428572,88599.35857142857
13810,0.11177063659156562,1107044.0428571429,105047.90857142858,13586.707142857142
13836,0.9484574620104128,645486.217142857,17279.564285714285,228628.66714285713
13838,0.6585321618810401,1221074.4628571428,93331.77714285713,138591.22857142857
13873,0.42434031875516043,888744.2585714285,56733.56,41326.362857142856
13894,0.5169568271452107,1241682.5671428572,129609.4,101105.54428571429
15001,0.9866902693774472,1181235.3314285714,7465.17,538191.5071428571
15022,0.3805168886168505,2752309.7814285713,405617.07,196254.85285714286
15047,0.7095026756586398,1157528.6542857143,68302.46857142857,122977.50714285714
15051,0.6479311266321088,1169744.7557142857,119897.08285714286,193430.93571428573
15087,0.6503919015573411,1225240.6585714284,111315.71571428572,167605.75
15090,0.3600145813797324,2305721.1585714286,457867.17285714287,147219.88571428572
15092,0.29085096463618987,2492858.5585714285,632331.4199999999,157502.72285714286
15097,0.4155464768023437,1590195.767142857,198848.31714285715,97404.52857142857
15104,0.5909075964643387,1740746.847142857,194929.16714285713,256532.57571428572
15106,0.3763277194395312,2253059.452857143,347734.21571428573,154130.16571428571
15109,0.4246821445888842,1739502.81,203102.19,120833.82142857143
15114,0.3185558179414029,3906926.652857143,983555.1485714286,269981.67714285717
15131,0.4685550590986977,1587970.5957142857,257168.91,180272.60285714286
