codigo_municipio,year,round,candidate,votes,total_votes,registered_voters,vote_share
25151,2018,1,DE LA CALLE,66,8872,14476.0,0.007439134355275
25151,2018,1,MORALES,16,8872,14476.0,0.0018034265103697
25151,2018,1,TARJETAS NO MARCADAS,17,8872,14476.0,0.0019161406672678
25151,2018,1,TRUJILLO,13,8872,14476.0,0.0014652840396753
25151,2018,1,VARGAS,644,8872,14476.0,0.0725879170423805
25151,2018,1,VOTOS EN BLANCO,156,8872,14476.0,0.0175834084761046
25151,2018,1,VOTOS NULOS,143,8872,14476.0,0.0161181244364292
25151,2018,1,gustavo_petro,1579,8872,14476.0,0.17797565374211
25151,2018,1,ivan_duque,4550,8872,14476.0,0.5128494138863842
25151,2018,1,,20,8872,14476.0,0.0022542831379621
25151,2018,1,sergio_fajardo,1668,8872,14476.0,0.1880072137060414
25154,2018,1,DE LA CALLE,30,3093,6090.0,0.0096993210475266
25154,2018,1,MORALES,4,3093,6090.0,0.0012932428063368
25154,2018,1,TARJETAS NO MARCADAS,14,3093,6090.0,0.0045263498221791
25154,2018,1,TRUJILLO,6,3093,6090.0,0.0019398642095053
25154,2018,1,VARGAS,317,3093,6090.0,0.1024894924021985
25154,2018,1,VOTOS EN BLANCO,105,3093,6090.0,0.0339476236663433
25154,2018,1,VOTOS NULOS,58,3093,6090.0,0.0187520206918849
25154,2018,1,gustavo_petro,310,3093,6090.0,0.1002263174911089
25154,2018,1,ivan_duque,1577,3093,6090.0,0.5098609763983187
25154,2018,1,,8,3093,6090.0,0.0025864856126737
25154,2018,1,sergio_fajardo,664,3093,6090.0,0.2146783058519237
25168,2018,1,DE LA CALLE,14,1864,3687.0,0.0075107296137339
25168,2018,1,MORALES,6,1864,3687.0,0.0032188841201716
25168,2018,1,TARJETAS NO MARCADAS,4,1864,3687.0,0.0021459227467811
25168,2018,1,TRUJILLO,6,1864,3687.0,0.0032188841201716
25168,2018,1,VARGAS,343,1864,3687.0,0.1840128755364806
25168,2018,1,VOTOS EN BLANCO,19,1864,3687.0,0.0101931330472103
25168,2018,1,VOTOS NULOS,8,1864,3687.0,0.0042918454935622
25168,2018,1,gustavo_petro,167,1864,3687.0,0.0895922746781116
25168,2018,1,ivan_duque,1162,1864,3687.0,0.6233905579399142
25168,2018,1,sergio_fajardo,135,1864,3687.0,0.0724248927038626
25175,2018,1,DE LA CALLE,1490,66474,91865.0,0.0224147787104732
25175,2018,1,MORALES,112,66474,91865.0,0.0016848692721966
25175,2018,1,TARJETAS NO MARCADAS,45,66474,91865.0,0.0006769564040075
25175,2018,1,TRUJILLO,413,66474,91865.0,0.0062129554412251
25175,2018,1,VARGAS,3079,66474,91865.0,0.0463188615097632
25175,2018,1,VOTOS EN BLANCO,1074,66474,91865.0,0.0161566928423142
25175,2018,1,VOTOS NULOS,548,66474,91865.0,0.0082438246532478
25175,2018,1,gustavo_petro,9077,66474,91865.0,0.1365496284261515
25175,2018,1,ivan_duque,23450,66474,91865.0,0.3527695038661732
25175,2018,1,,79,66474,91865.0,0.0011884345759244
25175,2018,1,sergio_fajardo,27107,66474,91865.0,0.4077834942985227
25178,2018,1,DE LA CALLE,63,4784,7570.0,0.0131688963210702
25178,2018,1,MORALES,5,4784,7570.0,0.0010451505016722
25178,2018,1,TARJETAS NO MARCADAS,8,4784,7570.0,0.0016722408026755
25178,2018,1,TRUJILLO,9,4784,7570.0,0.00188127090301
25178,2018,1,VARGAS,206,4784,7570.0,0.0430602006688963
25178,2018,1,VOTOS EN BLANCO,75,4784,7570.0,0.0156772575250836
25178,2018,1,VOTOS NULOS,57,4784,7570.0,0.0119147157190635
25178,2018,1,gustavo_petro,866,4784,7570.0,0.1810200668896321
25178,2018,1,ivan_duque,2595,4784,7570.0,0.542433110367893
25178,2018,1,,8,4784,7570.0,0.0016722408026755
25178,2018,1,sergio_fajardo,892,4784,7570.0,0.1864548494983277
25181,2018,1,DE LA CALLE,62,7129,11475.0,0.0086968719315472
25181,2018,1,MORALES,8,7129,11475.0,0.0011221770234254
25181,2018,1,TARJETAS NO MARCADAS,10,7129,11475.0,0.0014027212792818
25181,2018,1,TRUJILLO,7,7129,11475.0,0.0009819048954972
25181,2018,1,VARGAS,358,7129,11475.0,0.0502174217982886
25181,2018,1,VOTOS EN BLANCO,126,7129,11475.0,0.0176742881189507
25181,2018,1,VOTOS NULOS,83,7129,11475.0,0.0116425866180389
25181,2018,1,gustavo_petro,712,7129,11475.0,0.0998737550848646
25181,2018,1,ivan_duque,4142,7129,11475.0,0.5810071538785243
25181,2018,1,,6,7129,11475.0,0.000841632767569
25181,2018,1,sergio_fajardo,1615,7129,11475.0,0.2265394866040117
25183,2018,1,DE LA CALLE,164,8962,14834.0,0.0182994867217139
25183,2018,1,MORALES,21,8962,14834.0,0.0023432269582682
25183,2018,1,TARJETAS NO MARCADAS,31,8962,14834.0,0.0034590493193483
25183,2018,1,TRUJILLO,18,8962,14834.0,0.0020084802499442
25183,2018,1,VARGAS,449,8962,14834.0,0.0501004240124972
25183,2018,1,VOTOS EN BLANCO,180,8962,14834.0,0.020084802499442
25183,2018,1,VOTOS NULOS,217,8962,14834.0,0.0242133452354385
25183,2018,1,gustavo_petro,1007,8962,14834.0,0.1123633117607676
25183,2018,1,ivan_duque,4268,8962,14834.0,0.4762329837089935
25183,2018,1,,15,8962,14834.0,0.0016737335416201
25183,2018,1,sergio_fajardo,2592,8962,14834.0,0.2892211559919661
25200,2018,1,DE LA CALLE,139,9877,14054.0,0.0140730991191657
25200,2018,1,MORALES,17,9877,14054.0,0.0017211703958691
25200,2018,1,TARJETAS NO MARCADAS,16,9877,14054.0,0.0016199250784651
25200,2018,1,TRUJILLO,17,9877,14054.0,0.0017211703958691
25200,2018,1,VARGAS,376,9877,14054.0,0.0380682393439303
25200,2018,1,VOTOS EN BLANCO,248,9877,14054.0,0.0251088387162093
25200,2018,1,VOTOS NULOS,189,9877,14054.0,0.0191353649893692
25200,2018,1,gustavo_petro,2278,9877,14054.0,0.2306368330464716
25200,2018,1,ivan_duque,3310,9877,14054.0,0.3351220006074719
25200,2018,1,,20,9877,14054.0,0.0020249063480814
25200,2018,1,sergio_fajardo,3267,9877,14054.0,0.3307684519590969
25214,2018,1,DE LA CALLE,273,16711,25452.0,0.0163365447908563
25214,2018,1,MORALES,23,16711,25452.0,0.0013763389384237
25214,2018,1,TARJETAS NO MARCADAS,18,16711,25452.0,0.0010771348213751
25214,2018,1,TRUJILLO,44,16711,25452.0,0.0026329962300281
25214,2018,1,VARGAS,932,16711,25452.0,0.0557716474178684
25214,2018,1,VOTOS EN BLANCO,275,16711,25452.0,0.0164562264376757
25214,2018,1,VOTOS NULOS,152,16711,25452.0,0.0090958051582789
25214,2018,1,gustavo_petro,2655,16711,25452.0,0.1588773861528334
25214,2018,1,ivan_duque,6309,16711,25452.0,0.3775357548919873
25214,2018,1,,25,16711,25452.0,0.0014960205852432
25214,2018,1,sergio_fajardo,6005,16711,25452.0,0.3593441445754293
25224,2018,1,DE LA CALLE,69,2983,4704.0,0.023131076097888
25224,2018,1,MORALES,10,2983,4704.0,0.0033523298692591
25224,2018,1,TARJETAS NO MARCADAS,7,2983,4704.0,0.0023466309084813
25224,2018,1,TRUJILLO,4,2983,4704.0,0.0013409319477036
25224,2018,1,VARGAS,190,2983,4704.0,0.0636942675159235
25224,2018,1,VOTOS EN BLANCO,101,2983,4704.0,0.0338585316795172
25224,2018,1,VOTOS NULOS,92,2983,4704.0,0.030841434797184
25224,2018,1,gustavo_petro,246,2983,4704.0,0.0824673147837747
25224,2018,1,ivan_duque,1634,2983,4704.0,0.5477707006369427
25224,2018,1,,4,2983,4704.0,0.0013409319477036
25224,2018,1,sergio_fajardo,626,2983,4704.0,0.2098558498156218
25245,2018,1,DE LA CALLE,197,12535,20978.0,0.0157159952134024
25245,2018,1,MORALES,16,12535,20978.0,0.0012764260071798
25245,2018,1,TARJETAS NO MARCADAS,26,12535,20978.0,0.0020741922616673
25245,2018,1,TRUJILLO,21,12535,20978.0,0.0016753091344236
25245,2018,1,VARGAS,2108,12535,20978.0,0.1681691264459513
25245,2018,1,VOTOS EN BLANCO,155,12535,20978.0,0.0123653769445552
25245,2018,1,VOTOS NULOS,132,12535,20978.0,0.0105305145592341
25245,2018,1,gustavo_petro,2163,12535,20978.0,0.1725568408456322
25245,2018,1,ivan_duque,5699,12535,20978.0,0.4546469884323893
25245,2018,1,,15,12535,20978.0,0.0011966493817311
25245,2018,1,sergio_fajardo,2003,12535,20978.0,0.1597925807738332
25258,2018,1,DE LA CALLE,15,2252,4344.0,0.0066607460035523
25258,2018,1,MORALES,8,2252,4344.0,0.0035523978685612
25258,2018,1,TARJETAS NO MARCADAS,12,2252,4344.0,0.0053285968028419
25258,2018,1,TRUJILLO,10,2252,4344.0,0.0044404973357015
25258,2018,1,VARGAS,210,2252,4344.0,0.0932504440497335
25258,2018,1,VOTOS EN BLANCO,22,2252,4344.0,0.0097690941385435
25258,2018,1,VOTOS NULOS,16,2252,4344.0,0.0071047957371225
25258,2018,1,gustavo_petro,123,2252,4344.0,0.0546181172291296
25258,2018,1,ivan_duque,1666,2252,4344.0,0.7397868561278863
25258,2018,1,,3,2252,4344.0,0.0013321492007104
25258,2018,1,sergio_fajardo,167,2252,4344.0,0.0741563055062167
25260,2018,1,DE LA CALLE,145,11930,15842.0,0.0121542330259849
25260,2018,1,MORALES,23,11930,15842.0,0.0019279128248114
25260,2018,1,TARJETAS NO MARCADAS,30,11930,15842.0,0.0025146689019279
25260,2018,1,TRUJILLO,29,11930,15842.0,0.0024308466051969
25260,2018,1,VARGAS,673,11930,15842.0,0.0564124056999161
25260,2018,1,VOTOS EN BLANCO,286,11930,15842.0,0.0239731768650461
25260,2018,1,VOTOS NULOS,394,11930,15842.0,0.0330259849119865
25260,2018,1,gustavo_petro,1251,11930,15842.0,0.1048616932103939
25260,2018,1,ivan_duque,6021,11930,15842.0,0.5046940486169321
25260,2018,1,,13,11930,15842.0,0.001089689857502
25260,2018,1,sergio_fajardo,3065,11930,15842.0,0.2569153394803017
25269,2018,1,DE LA CALLE,1297,63969,91630.0,0.020275445919117
25269,2018,1,MORALES,195,63969,91630.0,0.0030483515452797
25269,2018,1,TARJETAS NO MARCADAS,61,63969,91630.0,0.0009535868936516
25269,2018,1,TRUJILLO,255,63969,91630.0,0.0039863058669042
25269,2018,1,VARGAS,3007,63969,91630.0,0.0470071440854163
25269,2018,1,VOTOS EN BLANCO,1533,63969,91630.0,0.0239647329175069
25269,2018,1,VOTOS NULOS,1878,63969,91630.0,0.029357970266848
25269,2018,1,gustavo_petro,13368,63969,91630.0,0.2089762228579468
25269,2018,1,ivan_duque,20694,63969,91630.0,0.3235004455283027
25269,2018,1,,128,63969,91630.0,0.0020009692194656
25269,2018,1,sergio_fajardo,21553,63969,91630.0,0.3369288248995607
25279,2018,1,DE LA CALLE,35,5908,9526.0,0.0059241706161137
25279,2018,1,MORALES,6,5908,9526.0,0.0010155721056194
25279,2018,1,TARJETAS NO MARCADAS,10,5908,9526.0,0.0016926201760324
25279,2018,1,TRUJILLO,8,5908,9526.0,0.0013540961408259
25279,2018,1,VARGAS,367,5908,9526.0,0.0621191604603926
25279,2018,1,VOTOS EN BLANCO,70,5908,9526.0,0.0118483412322274
25279,2018,1,VOTOS NULOS,56,5908,9526.0,0.0094786729857819
25279,2018,1,gustavo_petro,522,5908,9526.0,0.0883547731888964
25279,2018,1,ivan_duque,3889,5908,9526.0,0.6582599864590386
25279,2018,1,,3,5908,9526.0,0.0005077860528097
25279,2018,1,sergio_fajardo,942,5908,9526.0,0.1594448205822613
25281,2018,1,DE LA CALLE,10,3069,5388.0,0.0032583903551645
25281,2018,1,MORALES,3,3069,5388.0,0.0009775171065493
25281,2018,1,TARJETAS NO MARCADAS,4,3069,5388.0,0.0013033561420658
25281,2018,1,TRUJILLO,3,3069,5388.0,0.0009775171065493
25281,2018,1,VARGAS,160,3069,5388.0,0.0521342456826327
25281,2018,1,VOTOS EN BLANCO,28,3069,5388.0,0.0091234929944607
25281,2018,1,VOTOS NULOS,21,3069,5388.0,0.0068426197458455
25281,2018,1,gustavo_petro,303,3069,5388.0,0.0987292277614858
25281,2018,1,ivan_duque,2236,3069,5388.0,0.7285760834147931
25281,2018,1,,1,3069,5388.0,0.0003258390355164
25281,2018,1,sergio_fajardo,300,3069,5388.0,0.0977517106549364
25286,2018,1,DE LA CALLE,822,47063,66679.0,0.0174659498969466
25286,2018,1,MORALES,107,47063,66679.0,0.0022735482225952
25286,2018,1,TARJETAS NO MARCADAS,47,47063,66679.0,0.0009986613688035
25286,2018,1,TRUJILLO,159,47063,66679.0,0.003378450162548
25286,2018,1,VARGAS,3947,47063,66679.0,0.0838663068652657
25286,2018,1,VOTOS EN BLANCO,1079,47063,66679.0,0.0229267152540212
25286,2018,1,VOTOS NULOS,988,47063,66679.0,0.0209931368591037
25286,2018,1,gustavo_petro,10239,47063,66679.0,0.217559441599558
25286,2018,1,ivan_duque,12906,47063,66679.0,0.2742281622506002
25286,2018,1,,73,47063,66679.0,0.0015511123387799
25286,2018,1,sergio_fajardo,16696,47063,66679.0,0.3547585151817776
25288,2018,1,DE LA CALLE,51,2289,3934.0,0.0222804718217562
25288,2018,1,MORALES,1,2289,3934.0,0.000436871996505
25288,2018,1,TARJETAS NO MARCADAS,8,2289,3934.0,0.0034949759720401
25288,2018,1,TRUJILLO,9,2289,3934.0,0.0039318479685452
25288,2018,1,VARGAS,178,2289,3934.0,0.0777632153778942
25288,2018,1,VOTOS EN BLANCO,55,2289,3934.0,0.0240279598077763
25288,2018,1,VOTOS NULOS,40,2289,3934.0,0.0174748798602009
25288,2018,1,gustavo_petro,528,2289,3934.0,0.2306684141546527
25288,2018,1,ivan_duque,796,2289,3934.0,0.3477501092179991
25288,2018,1,,7,2289,3934.0,0.0030581039755351
25288,2018,1,sergio_fajardo,616,2289,3934.0,0.2691131498470948
25290,2018,1,DE LA CALLE,1051,63732,103565.0,0.0164909307726103
25290,2018,1,MORALES,89,63732,103565.0,0.001396472729555
25290,2018,1,TARJETAS NO MARCADAS,68,63732,103565.0,0.0010669679281993
25290,2018,1,TRUJILLO,150,63732,103565.0,0.0023536057239691
25290,2018,1,VARGAS,3525,63732,103565.0,0.0553097345132743
25290,2018,1,VOTOS EN BLANCO,1206,63732,103565.0,0.0189229900207117
25290,2018,1,VOTOS NULOS,809,63732,103565.0,0.0126937802046067
25290,2018,1,gustavo_petro,11906,63732,103565.0,0.1868135316638423
25290,2018,1,ivan_duque,29171,63732,103565.0,0.4577135504926881
25290,2018,1,,74,63732,103565.0,0.001161112157158
25290,2018,1,sergio_fajardo,15683,63732,103565.0,0.2460773237933848
25293,2018,1,DE LA CALLE,22,2440,5148.0,0.0090163934426229
25293,2018,1,MORALES,4,2440,5148.0,0.001639344262295
25293,2018,1,TARJETAS NO MARCADAS,14,2440,5148.0,0.0057377049180327
25293,2018,1,TRUJILLO,5,2440,5148.0,0.0020491803278688
25293,2018,1,VARGAS,300,2440,5148.0,0.1229508196721311
25293,2018,1,VOTOS EN BLANCO,33,2440,5148.0,0.0135245901639344
25293,2018,1,VOTOS NULOS,25,2440,5148.0,0.0102459016393442
25293,2018,1,gustavo_petro,408,2440,5148.0,0.1672131147540983
25293,2018,1,ivan_duque,1364,2440,5148.0,0.559016393442623
25293,2018,1,,5,2440,5148.0,0.0020491803278688
25293,2018,1,sergio_fajardo,260,2440,5148.0,0.1065573770491803
25295,2018,1,DE LA CALLE,125,7220,10090.0,0.0173130193905817
25295,2018,1,MORALES,23,7220,10090.0,0.003185595567867
25295,2018,1,TARJETAS NO MARCADAS,17,7220,10090.0,0.0023545706371191
25295,2018,1,TRUJILLO,17,7220,10090.0,0.0023545706371191
25295,2018,1,VARGAS,613,7220,10090.0,0.0849030470914127
25295,2018,1,VOTOS EN BLANCO,197,7220,10090.0,0.0272853185595567
25295,2018,1,VOTOS NULOS,269,7220,10090.0,0.0372576177285318
25295,2018,1,gustavo_petro,1544,7220,10090.0,0.2138504155124653
25295,2018,1,ivan_duque,2101,7220,10090.0,0.2909972299168975
25295,2018,1,,13,7220,10090.0,0.0018005540166204
25295,2018,1,sergio_fajardo,2301,7220,10090.0,0.3186980609418282
25297,2018,1,DE LA CALLE,12,4968,9080.0,0.002415458937198
25297,2018,1,MORALES,34,4968,9080.0,0.0068438003220611
25297,2018,1,TARJETAS NO MARCADAS,17,4968,9080.0,0.0034219001610305
25297,2018,1,TRUJILLO,10,4968,9080.0,0.002012882447665
25297,2018,1,VARGAS,200,4968,9080.0,0.0402576489533011
25297,2018,1,VOTOS EN BLANCO,78,4968,9080.0,0.0157004830917874
25297,2018,1,VOTOS NULOS,55,4968,9080.0,0.0110708534621578
25297,2018,1,gustavo_petro,495,4968,9080.0,0.0996376811594202
25297,2018,1,ivan_duque,3245,4968,9080.0,0.6531803542673108
25297,2018,1,,7,4968,9080.0,0.0014090177133655
25297,2018,1,sergio_fajardo,815,4968,9080.0,0.1640499194847021
25299,2018,1,DE LA CALLE,7,1722,3014.0,0.0040650406504065
25299,2018,1,MORALES,2,1722,3014.0,0.0011614401858304
25299,2018,1,TARJETAS NO MARCADAS,8,1722,3014.0,0.0046457607433217
25299,2018,1,TRUJILLO,3,1722,3014.0,0.0017421602787456
25299,2018,1,VARGAS,212,1722,3014.0,0.1231126596980255
25299,2018,1,VOTOS EN BLANCO,21,1722,3014.0,0.0121951219512195
25299,2018,1,VOTOS NULOS,20,1722,3014.0,0.0116144018583042
25299,2018,1,gustavo_petro,134,1722,3014.0,0.0778164924506387
25299,2018,1,ivan_duque,1130,1722,3014.0,0.6562137049941928
25299,2018,1,,1,1722,3014.0,0.0005807200929152
25299,2018,1,sergio_fajardo,184,1722,3014.0,0.1068524970963995
25307,2018,1,DE LA CALLE,723,48377,82360.0,0.0149451185480703
25307,2018,1,MORALES,106,48377,82360.0,0.0021911238811832
25307,2018,1,TARJETAS NO MARCADAS,60,48377,82360.0,0.0012402588006697
25307,2018,1,TRUJILLO,312,48377,82360.0,0.0064493457634826
25307,2018,1,VARGAS,5308,48377,82360.0,0.1097215618992496
25307,2018,1,VOTOS EN BLANCO,849,48377,82360.0,0.0175496620294768
25307,2018,1,VOTOS NULOS,786,48377,82360.0,0.0162473902887735
25307,2018,1,gustavo_petro,8298,48377,82360.0,0.171527792132625
25307,2018,1,ivan_duque,20387,48377,82360.0,0.4214192694875664
25307,2018,1,,58,48377,82360.0,0.0011989168406474
25307,2018,1,sergio_fajardo,11490,48377,82360.0,0.2375095603282551
25312,2018,1,DE LA CALLE,35,3596,5873.0,0.0097330367074527
25312,2018,1,MORALES,1,3596,5873.0,0.00027808676307
25312,2018,1,TARJETAS NO MARCADAS,5,3596,5873.0,0.0013904338153503
25312,2018,1,TRUJILLO,8,3596,5873.0,0.0022246941045606
25312,2018,1,VARGAS,236,3596,5873.0,0.0656284760845383
25312,2018,1,VOTOS EN BLANCO,69,3596,5873.0,0.0191879866518353
25312,2018,1,VOTOS NULOS,51,3596,5873.0,0.0141824249165739
25312,2018,1,gustavo_petro,1025,3596,5873.0,0.2850389321468298
25312,2018,1,ivan_duque,1491,3596,5873.0,0.4146273637374861
25312,2018,1,,3,3596,5873.0,0.0008342602892102
25312,2018,1,sergio_fajardo,672,3596,5873.0,0.1868743047830923
25317,2018,1,DE LA CALLE,96,4833,8598.0,0.0198634388578522
25317,2018,1,MORALES,11,4833,8598.0,0.0022760190357955
25317,2018,1,TARJETAS NO MARCADAS,23,4833,8598.0,0.0047589488930271
25317,2018,1,TRUJILLO,17,4833,8598.0,0.0035174839644113
25317,2018,1,VARGAS,721,4833,8598.0,0.1491827022553279
25317,2018,1,VOTOS EN BLANCO,171,4833,8598.0,0.0353817504655493
25317,2018,1,VOTOS NULOS,144,4833,8598.0,0.0297951582867784
25317,2018,1,gustavo_petro,377,4833,8598.0,0.0780053796813573
25317,2018,1,ivan_duque,1852,4833,8598.0,0.3831988412993999
25317,2018,1,,13,4833,8598.0,0.0026898406786674
25317,2018,1,sergio_fajardo,1408,4833,8598.0,0.2913304365818332
25320,2018,1,DE LA CALLE,185,12463,22198.0,0.0148439380566476
25320,2018,1,MORALES,22,12463,22198.0,0.0017652250661959
25320,2018,1,TARJETAS NO MARCADAS,66,12463,22198.0,0.0052956751985878
25320,2018,1,TRUJILLO,37,12463,22198.0,0.0029687876113295
25320,2018,1,VARGAS,1409,12463,22198.0,0.113054641739549
25320,2018,1,VOTOS EN BLANCO,260,12463,22198.0,0.0208617507823156
25320,2018,1,VOTOS NULOS,218,12463,22198.0,0.0174917756559415
25320,2018,1,gustavo_petro,1595,12463,22198.0,0.1279788172992056
25320,2018,1,ivan_duque,6227,12463,22198.0,0.4996389312364599
25320,2018,1,,13,12463,22198.0,0.0010430875391157
25320,2018,1,sergio_fajardo,2431,12463,22198.0,0.1950573698146513
25322,2018,1,DE LA CALLE,125,7223,10855.0,0.0173058286030735
25322,2018,1,MORALES,18,7223,10855.0,0.0024920393188425
25322,2018,1,TARJETAS NO MARCADAS,23,7223,10855.0,0.0031842724629655
25322,2018,1,TRUJILLO,8,7223,10855.0,0.0011075730305967
25322,2018,1,VARGAS,330,7223,10855.0,0.045687387512114
25322,2018,1,VOTOS EN BLANCO,290,7223,10855.0,0.0401495223591305
25322,2018,1,VOTOS NULOS,163,7223,10855.0,0.0225668004984078
25322,2018,1,gustavo_petro,1043,7223,10855.0,0.1443998338640454
25322,2018,1,ivan_duque,3132,7223,10855.0,0.43361484147861
25322,2018,1,,14,7223,10855.0,0.0019382528035442
25322,2018,1,sergio_fajardo,2077,7223,10855.0,0.2875536480686695
25324,2018,1,DE LA CALLE,17,1041,2311.0,0.0163304514889529
25324,2018,1,MORALES,3,1041,2311.0,0.0028818443804034
25324,2018,1,TARJETAS NO MARCADAS,7,1041,2311.0,0.0067243035542747
25324,2018,1,TRUJILLO,3,1041,2311.0,0.0028818443804034
25324,2018,1,VARGAS,154,1041,2311.0,0.1479346781940441
25324,2018,1,VOTOS EN BLANCO,27,1041,2311.0,0.0259365994236311
25324,2018,1,VOTOS NULOS,12,1041,2311.0,0.0115273775216138
25324,2018,1,gustavo_petro,234,1041,2311.0,0.2247838616714697
25324,2018,1,ivan_duque,491,1041,2311.0,0.4716618635926993
25324,2018,1,,4,1041,2311.0,0.0038424591738712
25324,2018,1,sergio_fajardo,89,1041,2311.0,0.0854947166186359
25326,2018,1,DE LA CALLE,41,3462,5088.0,0.011842865395725
25326,2018,1,MORALES,5,3462,5088.0,0.0014442518775274
25326,2018,1,TARJETAS NO MARCADAS,12,3462,5088.0,0.0034662045060658
25326,2018,1,TRUJILLO,4,3462,5088.0,0.0011554015020219
25326,2018,1,VARGAS,132,3462,5088.0,0.0381282495667244
25326,2018,1,VOTOS EN BLANCO,76,3462,5088.0,0.0219526285384171
25326,2018,1,VOTOS NULOS,35,3462,5088.0,0.010109763142692
25326,2018,1,gustavo_petro,269,3462,5088.0,0.0777007510109763
25326,2018,1,ivan_duque,1786,3462,5088.0,0.5158867706528019
25326,2018,1,,9,3462,5088.0,0.0025996533795493
25326,2018,1,sergio_fajardo,1093,3462,5088.0,0.3157134604274985
25328,2018,1,DE LA CALLE,25,2458,3855.0,0.0101708706265256
25328,2018,1,MORALES,6,2458,3855.0,0.0024410089503661
25328,2018,1,TARJETAS NO MARCADAS,5,2458,3855.0,0.0020341741253051
25328,2018,1,TRUJILLO,6,2458,3855.0,0.0024410089503661
25328,2018,1,VARGAS,148,2458,3855.0,0.0602115541090317
25328,2018,1,VOTOS EN BLANCO,47,2458,3855.0,0.0191212367778681
25328,2018,1,VOTOS NULOS,28,2458,3855.0,0.0113913751017087
25328,2018,1,gustavo_petro,305,2458,3855.0,0.1240846216436127
25328,2018,1,ivan_duque,1452,2458,3855.0,0.5907241659886087
25328,2018,1,,4,2458,3855.0,0.0016273393002441
25328,2018,1,sergio_fajardo,432,2458,3855.0,0.1757526444263629
25335,2018,1,DE LA CALLE,15,2903,4526.0,0.005167068549776
25335,2018,1,MORALES,8,2903,4526.0,0.0027557698932139
25335,2018,1,TARJETAS NO MARCADAS,7,2903,4526.0,0.0024112986565621
25335,2018,1,TRUJILLO,2,2903,4526.0,0.0006889424733034
25335,2018,1,VARGAS,141,2903,4526.0,0.0485704443678952
25335,2018,1,VOTOS EN BLANCO,38,2903,4526.0,0.0130899069927661
25335,2018,1,VOTOS NULOS,38,2903,4526.0,0.0130899069927661
25335,2018,1,gustavo_petro,337,2903,4526.0,0.1160868067516362
25335,2018,1,ivan_duque,1955,2903,4526.0,0.6734412676541509
25335,2018,1,sergio_fajardo,362,2903,4526.0,0.1246985876679297
25339,2018,1,DE LA CALLE,6,1766,2633.0,0.0033975084937712
25339,2018,1,MORALES,2,1766,2633.0,0.001132502831257
25339,2018,1,TARJETAS NO MARCADAS,3,1766,2633.0,0.0016987542468856
25339,2018,1,TRUJILLO,4,1766,2633.0,0.0022650056625141
25339,2018,1,VARGAS,150,1766,2633.0,0.0849377123442808
25339,2018,1,VOTOS EN BLANCO,11,1766,2633.0,0.0062287655719139
25339,2018,1,VOTOS NULOS,8,1766,2633.0,0.0045300113250283
25339,2018,1,gustavo_petro,137,1766,2633.0,0.0775764439411098
25339,2018,1,ivan_duque,1303,1766,2633.0,0.7378255945639864
25339,2018,1,,1,1766,2633.0,0.0005662514156285
25339,2018,1,sergio_fajardo,141,1766,2633.0,0.079841449603624
25368,2018,1,DE LA CALLE,12,1209,2594.0,0.009925558312655
25368,2018,1,MORALES,4,1209,2594.0,0.0033085194375516
25368,2018,1,TARJETAS NO MARCADAS,6,1209,2594.0,0.0049627791563275
25368,2018,1,TRUJILLO,5,1209,2594.0,0.0041356492969396
25368,2018,1,VARGAS,204,1209,2594.0,0.1687344913151365
25368,2018,1,VOTOS EN BLANCO,15,1209,2594.0,0.0124069478908188
25368,2018,1,VOTOS NULOS,14,1209,2594.0,0.0115798180314309
25368,2018,1,gustavo_petro,147,1209,2594.0,0.1215880893300248
25368,2018,1,ivan_duque,744,1209,2594.0,0.6153846153846154
25368,2018,1,,4,1209,2594.0,0.0033085194375516
25368,2018,1,sergio_fajardo,54,1209,2594.0,0.0446650124069478
25372,2018,1,DE LA CALLE,37,2789,5370.0,0.0132664037289351
25372,2018,1,MORALES,8,2789,5370.0,0.002868411617067
25372,2018,1,TARJETAS NO MARCADAS,18,2789,5370.0,0.0064539261384008
25372,2018,1,TRUJILLO,12,2789,5370.0,0.0043026174256005
25372,2018,1,VARGAS,236,2789,5370.0,0.0846181427034779
25372,2018,1,VOTOS EN BLANCO,47,2789,5370.0,0.0168519182502689
25372,2018,1,VOTOS NULOS,49,2789,5370.0,0.0175690211545356
25372,2018,1,gustavo_petro,322,2789,5370.0,0.1154535675869487
25372,2018,1,ivan_duque,1724,2789,5370.0,0.6181427034779491
25372,2018,1,,2,2789,5370.0,0.0007171029042667
25372,2018,1,sergio_fajardo,334,2789,5370.0,0.1197561850125493
25377,2018,1,DE LA CALLE,298,14441,21862.0,0.0206356900491655
25377,2018,1,MORALES,12,14441,21862.0,0.0008309673845301
25377,2018,1,TARJETAS NO MARCADAS,17,14441,21862.0,0.001177203794751
25377,2018,1,TRUJILLO,41,14441,21862.0,0.0028391385638113
25377,2018,1,VARGAS,697,14441,21862.0,0.0482653555847933
25377,2018,1,VOTOS EN BLANCO,292,14441,21862.0,0.0202202063569004
25377,2018,1,VOTOS NULOS,156,14441,21862.0,0.010802575998892
25377,2018,1,gustavo_petro,2951,14441,21862.0,0.2043487293123745
25377,2018,1,ivan_duque,4604,14441,21862.0,0.3188144865314036
25377,2018,1,,20,14441,21862.0,0.0013849456408835
25377,2018,1,sergio_fajardo,5353,14441,21862.0,0.3706807007824942
