codigo_municipio,year,round,candidate,votes,total_votes,registered_voters,vote_share
54261,2002,1,TOVAR,14,5493,,0.002548698343346
54261,2002,1,VOTOS EN BLANCO,90,5493,,0.0163844893500819
54261,2002,1,VOTOS NULOS,132,5493,,0.0240305843801201
54261,2002,1,alvaro_uribe,2538,5493,,0.4620425996723102
54261,2002,1,horacio_serpa,1949,5493,,0.3548152193701074
54261,2002,1,ingrid_betancourt,17,5493,,0.0030948479883488
54261,2002,1,luis_eduardo_garzon,198,5493,,0.0360458765701802
54261,2002,1,noemi_sanin,442,5493,,0.080466047697069
54313,2002,1,BEDOYA,21,2473,,0.0084917104731095
54313,2002,1,CARDONA,12,2473,,0.004852405984634
54313,2002,1,CRISTANCHO,4,2473,,0.0016174686615446
54313,2002,1,LORA,2,2473,,0.0008087343307723
54313,2002,1,RINCON,3,2473,,0.0012131014961585
54313,2002,1,TARJETAS NO MARCADAS,39,2473,,0.0157703194500606
54313,2002,1,TOVAR,13,2473,,0.0052567731500202
54313,2002,1,VOTOS EN BLANCO,78,2473,,0.0315406389001213
54313,2002,1,VOTOS NULOS,77,2473,,0.0311362717347351
54313,2002,1,alvaro_uribe,1380,2473,,0.5580266882329155
54313,2002,1,horacio_serpa,214,2473,,0.0865345733926405
54313,2002,1,ingrid_betancourt,21,2473,,0.0084917104731095
54313,2002,1,luis_eduardo_garzon,185,2473,,0.0748079255964415
54313,2002,1,noemi_sanin,424,2473,,0.1714516781237363
54344,2002,1,BEDOYA,16,881,,0.0181611804767309
54344,2002,1,CARDONA,17,881,,0.0192962542565266
54344,2002,1,CRISTANCHO,5,881,,0.0056753688989784
54344,2002,1,LORA,7,881,,0.0079455164585698
54344,2002,1,RINCON,3,881,,0.003405221339387
54344,2002,1,TARJETAS NO MARCADAS,44,881,,0.0499432463110102
54344,2002,1,TOVAR,18,881,,0.0204313280363223
54344,2002,1,VOTOS EN BLANCO,33,881,,0.0374574347332576
54344,2002,1,VOTOS NULOS,84,881,,0.0953461975028376
54344,2002,1,alvaro_uribe,191,881,,0.2167990919409761
54344,2002,1,horacio_serpa,144,881,,0.1634506242905788
54344,2002,1,ingrid_betancourt,17,881,,0.0192962542565266
54344,2002,1,luis_eduardo_garzon,99,881,,0.1123723041997729
54344,2002,1,noemi_sanin,203,881,,0.2304199772985244
54347,2002,1,BEDOYA,3,1167,,0.0025706940874035
54347,2002,1,CARDONA,3,1167,,0.0025706940874035
54347,2002,1,CRISTANCHO,2,1167,,0.001713796058269
54347,2002,1,LORA,3,1167,,0.0025706940874035
54347,2002,1,RINCON,3,1167,,0.0025706940874035
54347,2002,1,TARJETAS NO MARCADAS,18,1167,,0.0154241645244215
54347,2002,1,TOVAR,6,1167,,0.0051413881748071
54347,2002,1,VOTOS EN BLANCO,39,1167,,0.0334190231362467
54347,2002,1,VOTOS NULOS,35,1167,,0.0299914310197086
54347,2002,1,alvaro_uribe,808,1167,,0.6923736075407027
54347,2002,1,horacio_serpa,83,1167,,0.0711225364181662
54347,2002,1,ingrid_betancourt,6,1167,,0.0051413881748071
54347,2002,1,luis_eduardo_garzon,88,1167,,0.0754070265638389
54347,2002,1,noemi_sanin,70,1167,,0.0599828620394173
54377,2002,1,BEDOYA,15,1848,,0.0081168831168831
54377,2002,1,CARDONA,1,1848,,0.0005411255411255
54377,2002,1,CRISTANCHO,8,1848,,0.0043290043290043
54377,2002,1,LORA,2,1848,,0.001082251082251
54377,2002,1,TARJETAS NO MARCADAS,19,1848,,0.0102813852813852
54377,2002,1,TOVAR,6,1848,,0.0032467532467532
54377,2002,1,VOTOS EN BLANCO,26,1848,,0.014069264069264
54377,2002,1,VOTOS NULOS,33,1848,,0.0178571428571428
54377,2002,1,alvaro_uribe,796,1848,,0.4307359307359307
54377,2002,1,horacio_serpa,844,1848,,0.4567099567099567
54377,2002,1,ingrid_betancourt,5,1848,,0.0027056277056277
54377,2002,1,luis_eduardo_garzon,52,1848,,0.0281385281385281
54377,2002,1,noemi_sanin,41,1848,,0.0221861471861471
54385,2002,1,BEDOYA,21,2622,,0.0080091533180778
54385,2002,1,CARDONA,10,2622,,0.003813882532418
54385,2002,1,CRISTANCHO,7,2622,,0.0026697177726926
54385,2002,1,LORA,9,2622,,0.0034324942791762
54385,2002,1,RINCON,3,2622,,0.0011441647597254
54385,2002,1,TARJETAS NO MARCADAS,38,2622,,0.0144927536231884
54385,2002,1,TOVAR,32,2622,,0.0122044241037376
54385,2002,1,VOTOS EN BLANCO,51,2622,,0.0194508009153318
54385,2002,1,VOTOS NULOS,89,2622,,0.0339435545385202
54385,2002,1,alvaro_uribe,1514,2622,,0.5774218154080855
54385,2002,1,horacio_serpa,367,2622,,0.1399694889397406
54385,2002,1,ingrid_betancourt,20,2622,,0.007627765064836
54385,2002,1,luis_eduardo_garzon,80,2622,,0.030511060259344
54385,2002,1,noemi_sanin,381,2622,,0.1453089244851258
54398,2002,1,BEDOYA,5,1106,,0.0045207956600361
54398,2002,1,CARDONA,7,1106,,0.0063291139240506
54398,2002,1,CRISTANCHO,1,1106,,0.0009041591320072
54398,2002,1,LORA,7,1106,,0.0063291139240506
54398,2002,1,TARJETAS NO MARCADAS,6,1106,,0.0054249547920434
54398,2002,1,TOVAR,9,1106,,0.0081374321880651
54398,2002,1,VOTOS EN BLANCO,18,1106,,0.0162748643761302
54398,2002,1,VOTOS NULOS,30,1106,,0.0271247739602169
54398,2002,1,alvaro_uribe,708,1106,,0.6401446654611211
54398,2002,1,horacio_serpa,100,1106,,0.0904159132007233
54398,2002,1,ingrid_betancourt,11,1106,,0.0099457504520795
54398,2002,1,luis_eduardo_garzon,60,1106,,0.0542495479204339
54398,2002,1,noemi_sanin,144,1106,,0.1301989150090416
54405,2002,1,BEDOYA,85,19737,,0.0043066322136089
54405,2002,1,CARDONA,7,19737,,0.000354663829356
54405,2002,1,CRISTANCHO,50,19737,,0.0025333130668287
54405,2002,1,LORA,13,19737,,0.0006586613973754
54405,2002,1,RINCON,9,19737,,0.0004559963520291
54405,2002,1,TARJETAS NO MARCADAS,39,19737,,0.0019759841921264
54405,2002,1,TOVAR,25,19737,,0.0012666565334143
54405,2002,1,VOTOS EN BLANCO,312,19737,,0.0158078735370117
54405,2002,1,VOTOS NULOS,323,19737,,0.016365202411714
54405,2002,1,alvaro_uribe,11404,19737,,0.5777980442823124
54405,2002,1,horacio_serpa,5461,19737,,0.2766884531590414
54405,2002,1,ingrid_betancourt,89,19737,,0.0045092972589552
54405,2002,1,luis_eduardo_garzon,789,19737,,0.0399756801945584
54405,2002,1,noemi_sanin,1131,19737,,0.0573035415716674
54418,2002,1,BEDOYA,16,1296,,0.0123456790123456
54418,2002,1,CARDONA,9,1296,,0.0069444444444444
54418,2002,1,CRISTANCHO,6,1296,,0.0046296296296296
54418,2002,1,LORA,8,1296,,0.0061728395061728
54418,2002,1,RINCON,5,1296,,0.003858024691358
54418,2002,1,TARJETAS NO MARCADAS,32,1296,,0.0246913580246913
54418,2002,1,TOVAR,11,1296,,0.0084876543209876
54418,2002,1,VOTOS EN BLANCO,35,1296,,0.0270061728395061
54418,2002,1,VOTOS NULOS,81,1296,,0.0625
54418,2002,1,alvaro_uribe,865,1296,,0.6674382716049383
54418,2002,1,horacio_serpa,59,1296,,0.0455246913580246
54418,2002,1,ingrid_betancourt,8,1296,,0.0061728395061728
54418,2002,1,luis_eduardo_garzon,34,1296,,0.0262345679012345
54418,2002,1,noemi_sanin,127,1296,,0.0979938271604938
54480,2002,1,BEDOYA,6,1103,,0.0054397098821396
54480,2002,1,CARDONA,8,1103,,0.0072529465095194
54480,2002,1,CRISTANCHO,3,1103,,0.0027198549410698
54480,2002,1,LORA,5,1103,,0.0045330915684496
54480,2002,1,TARJETAS NO MARCADAS,19,1103,,0.0172257479601087
54480,2002,1,TOVAR,4,1103,,0.0036264732547597
54480,2002,1,VOTOS EN BLANCO,8,1103,,0.0072529465095194
54480,2002,1,VOTOS NULOS,15,1103,,0.013599274705349
54480,2002,1,alvaro_uribe,542,1103,,0.4913871260199456
54480,2002,1,horacio_serpa,265,1103,,0.2402538531278331
54480,2002,1,ingrid_betancourt,5,1103,,0.0045330915684496
54480,2002,1,luis_eduardo_garzon,56,1103,,0.0507706255666364
54480,2002,1,noemi_sanin,167,1103,,0.1514052583862194
54498,2002,1,BEDOYA,81,24073,,0.0033647655049225
54498,2002,1,CARDONA,13,24073,,0.0005400240933826
54498,2002,1,CRISTANCHO,24,24073,,0.000996967557014
54498,2002,1,LORA,23,24073,,0.0009554272421384
54498,2002,1,RINCON,18,24073,,0.0007477256677605
54498,2002,1,TARJETAS NO MARCADAS,66,24073,,0.0027416607817887
54498,2002,1,TOVAR,26,24073,,0.0010800481867652
54498,2002,1,VOTOS EN BLANCO,426,24073,,0.0176961741369999
54498,2002,1,VOTOS NULOS,382,24073,,0.0158684002824741
54498,2002,1,alvaro_uribe,11595,24073,,0.4816599509824284
54498,2002,1,horacio_serpa,8302,24073,,0.3448676940971212
54498,2002,1,ingrid_betancourt,118,24073,,0.0049017571553192
54498,2002,1,luis_eduardo_garzon,1077,24073,,0.0447389191210069
54498,2002,1,noemi_sanin,1922,24073,,0.0798404851908777
54518,2002,1,BEDOYA,88,16394,,0.0053678174942051
54518,2002,1,CARDONA,15,16394,,0.0009149688910577
54518,2002,1,CRISTANCHO,11,16394,,0.0006709771867756
54518,2002,1,LORA,21,16394,,0.0012809564474807
54518,2002,1,RINCON,14,16394,,0.0008539709649871
54518,2002,1,TARJETAS NO MARCADAS,81,16394,,0.0049408320117116
54518,2002,1,TOVAR,27,16394,,0.0016469440039038
54518,2002,1,VOTOS EN BLANCO,338,16394,,0.0206172990118336
54518,2002,1,VOTOS NULOS,369,16394,,0.0225082347200195
54518,2002,1,alvaro_uribe,8521,16394,,0.5197633280468464
54518,2002,1,horacio_serpa,4492,16394,,0.2740026839087471
54518,2002,1,ingrid_betancourt,112,16394,,0.0068317677198975
54518,2002,1,luis_eduardo_garzon,1277,16394,,0.0778943515920458
54518,2002,1,noemi_sanin,1028,16394,,0.0627058680004879
54520,2002,1,BEDOYA,12,1732,,0.0069284064665127
54520,2002,1,CARDONA,4,1732,,0.0023094688221709
54520,2002,1,CRISTANCHO,2,1732,,0.0011547344110854
54520,2002,1,LORA,6,1732,,0.0034642032332563
54520,2002,1,RINCON,2,1732,,0.0011547344110854
54520,2002,1,TARJETAS NO MARCADAS,28,1732,,0.0161662817551963
54520,2002,1,TOVAR,8,1732,,0.0046189376443418
54520,2002,1,VOTOS EN BLANCO,29,1732,,0.016743648960739
54520,2002,1,VOTOS NULOS,48,1732,,0.0277136258660508
54520,2002,1,alvaro_uribe,1286,1732,,0.7424942263279446
54520,2002,1,horacio_serpa,110,1732,,0.0635103926096997
54520,2002,1,ingrid_betancourt,10,1732,,0.0057736720554272
54520,2002,1,luis_eduardo_garzon,55,1732,,0.0317551963048498
54520,2002,1,noemi_sanin,132,1732,,0.0762124711316397
54553,2002,1,BEDOYA,18,1676,,0.0107398568019093
54553,2002,1,CARDONA,1,1676,,0.0005966587112171
54553,2002,1,CRISTANCHO,2,1676,,0.0011933174224343
54553,2002,1,LORA,5,1676,,0.0029832935560859
54553,2002,1,RINCON,1,1676,,0.0005966587112171
54553,2002,1,TARJETAS NO MARCADAS,9,1676,,0.0053699284009546
54553,2002,1,VOTOS EN BLANCO,27,1676,,0.0161097852028639
54553,2002,1,VOTOS NULOS,36,1676,,0.0214797136038186
54553,2002,1,alvaro_uribe,1188,1676,,0.7088305489260143
54553,2002,1,horacio_serpa,233,1676,,0.1390214797136038
54553,2002,1,ingrid_betancourt,5,1676,,0.0029832935560859
54553,2002,1,luis_eduardo_garzon,56,1676,,0.0334128878281622
54553,2002,1,noemi_sanin,95,1676,,0.0566825775656324
54599,2002,1,BEDOYA,12,1593,,0.007532956685499
54599,2002,1,CARDONA,5,1593,,0.0031387319522912
54599,2002,1,CRISTANCHO,4,1593,,0.002510985561833
54599,2002,1,LORA,8,1593,,0.005021971123666
54599,2002,1,RINCON,1,1593,,0.0006277463904582
54599,2002,1,TARJETAS NO MARCADAS,27,1593,,0.0169491525423728
54599,2002,1,TOVAR,9,1593,,0.0056497175141242
54599,2002,1,VOTOS EN BLANCO,29,1593,,0.0182046453232893
54599,2002,1,VOTOS NULOS,37,1593,,0.0232266164469554
54599,2002,1,alvaro_uribe,1066,1593,,0.6691776522284997
54599,2002,1,horacio_serpa,183,1593,,0.1148775894538606
54599,2002,1,ingrid_betancourt,6,1593,,0.0037664783427495
54599,2002,1,luis_eduardo_garzon,78,1593,,0.0489642184557438
54599,2002,1,noemi_sanin,128,1593,,0.0803515379786566
54660,2002,1,BEDOYA,26,2946,,0.008825526137135
54660,2002,1,CARDONA,34,2946,,0.0115410726408689
54660,2002,1,CRISTANCHO,4,2946,,0.0013577732518669
54660,2002,1,LORA,10,2946,,0.0033944331296673
54660,2002,1,RINCON,5,2946,,0.0016972165648336
54660,2002,1,TARJETAS NO MARCADAS,0,2946,,0.0
54660,2002,1,TOVAR,28,2946,,0.0095044127630685
54660,2002,1,VOTOS EN BLANCO,81,2946,,0.0274949083503055
54660,2002,1,VOTOS NULOS,169,2946,,0.0573659198913781
54660,2002,1,alvaro_uribe,1766,2946,,0.5994568906992532
54660,2002,1,horacio_serpa,246,2946,,0.0835030549898167
54660,2002,1,ingrid_betancourt,21,2946,,0.0071283095723014
54660,2002,1,luis_eduardo_garzon,186,2946,,0.0631364562118126
54660,2002,1,noemi_sanin,370,2946,,0.1255940257976917
54670,2002,1,BEDOYA,9,738,,0.0121951219512195
54670,2002,1,CARDONA,18,738,,0.024390243902439
54670,2002,1,LORA,3,738,,0.0040650406504065
54670,2002,1,RINCON,3,738,,0.0040650406504065
54670,2002,1,TARJETAS NO MARCADAS,20,738,,0.02710027100271
54670,2002,1,TOVAR,9,738,,0.0121951219512195
54670,2002,1,VOTOS EN BLANCO,49,738,,0.0663956639566395
54670,2002,1,VOTOS NULOS,30,738,,0.040650406504065
54670,2002,1,alvaro_uribe,81,738,,0.1097560975609756
54670,2002,1,horacio_serpa,218,738,,0.2953929539295393
54670,2002,1,ingrid_betancourt,10,738,,0.013550135501355
54670,2002,1,luis_eduardo_garzon,108,738,,0.1463414634146341
54670,2002,1,noemi_sanin,180,738,,0.2439024390243902
54673,2002,1,BEDOYA,22,1577,,0.0139505389980976
54673,2002,1,CARDONA,3,1577,,0.0019023462270133
54673,2002,1,CRISTANCHO,9,1577,,0.0057070386810399
54673,2002,1,LORA,1,1577,,0.0006341154090044
54673,2002,1,RINCON,2,1577,,0.0012682308180088
54673,2002,1,TARJETAS NO MARCADAS,12,1577,,0.0076093849080532
54673,2002,1,TOVAR,10,1577,,0.0063411540900443
54673,2002,1,VOTOS EN BLANCO,24,1577,,0.0152187698161065
54673,2002,1,VOTOS NULOS,30,1577,,0.0190234622701331
54673,2002,1,alvaro_uribe,718,1577,,0.455294863665187
54673,2002,1,horacio_serpa,569,1577,,0.3608116677235257
54673,2002,1,ingrid_betancourt,4,1577,,0.0025364616360177
54673,2002,1,luis_eduardo_garzon,77,1577,,0.0488268864933417
54673,2002,1,noemi_sanin,96,1577,,0.0608750792644261
54680,2002,1,BEDOYA,10,963,,0.0103842159916926
54680,2002,1,CARDONA,1,963,,0.0010384215991692
54680,2002,1,CRISTANCHO,2,963,,0.0020768431983385
54680,2002,1,LORA,1,963,,0.0010384215991692
54680,2002,1,RINCON,3,963,,0.0031152647975077
54680,2002,1,TARJETAS NO MARCADAS,10,963,,0.0103842159916926
54680,2002,1,TOVAR,5,963,,0.0051921079958463
54680,2002,1,VOTOS EN BLANCO,20,963,,0.0207684319833852
54680,2002,1,VOTOS NULOS,19,963,,0.0197300103842159
54680,2002,1,alvaro_uribe,495,963,,0.514018691588785
54680,2002,1,horacio_serpa,195,963,,0.2024922118380062
54680,2002,1,ingrid_betancourt,10,963,,0.0103842159916926
54680,2002,1,luis_eduardo_garzon,61,963,,0.063343717549325
54680,2002,1,noemi_sanin,131,963,,0.1360332294911734
54720,2002,1,BEDOYA,32,4869,,0.0065721914150749
54720,2002,1,CARDONA,19,4869,,0.0039022386527007
54720,2002,1,CRISTANCHO,9,4869,,0.0018484288354898
54720,2002,1,LORA,19,4869,,0.0039022386527007
54720,2002,1,RINCON,10,4869,,0.0020538098172109
54720,2002,1,TARJETAS NO MARCADAS,72,4869,,0.0147874306839186
54720,2002,1,TOVAR,21,4869,,0.0043130006161429
54720,2002,1,VOTOS EN BLANCO,147,4869,,0.0301910043130006
54720,2002,1,VOTOS NULOS,188,4869,,0.0386116245635654
54720,2002,1,alvaro_uribe,3159,4869,,0.6487985212569316
54720,2002,1,horacio_serpa,381,4869,,0.0782501540357362
54720,2002,1,ingrid_betancourt,30,4869,,0.0061614294516327
54720,2002,1,luis_eduardo_garzon,227,4869,,0.046621482850688
54720,2002,1,noemi_sanin,555,4869,,0.1139864448552064
54743,2002,1,BEDOYA,23,1744,,0.0131880733944954
54743,2002,1,CARDONA,3,1744,,0.0017201834862385
54743,2002,1,CRISTANCHO,1,1744,,0.0005733944954128
54743,2002,1,LORA,13,1744,,0.0074541284403669
54743,2002,1,RINCON,1,1744,,0.0005733944954128
54743,2002,1,TARJETAS NO MARCADAS,15,1744,,0.0086009174311926
54743,2002,1,TOVAR,7,1744,,0.0040137614678899
54743,2002,1,VOTOS EN BLANCO,14,1744,,0.0080275229357798
54743,2002,1,VOTOS NULOS,46,1744,,0.0263761467889908
54743,2002,1,alvaro_uribe,351,1744,,0.2012614678899082
54743,2002,1,horacio_serpa,1231,1744,,0.705848623853211
54743,2002,1,ingrid_betancourt,4,1744,,0.0022935779816513
54743,2002,1,luis_eduardo_garzon,14,1744,,0.0080275229357798
54743,2002,1,noemi_sanin,21,1744,,0.0120412844036697
54800,2002,1,BEDOYA,11,1491,,0.0073775989268947
54800,2002,1,CARDONA,9,1491,,0.0060362173038229
54800,2002,1,CRISTANCHO,7,1491,,0.0046948356807511
54800,2002,1,LORA,5,1491,,0.0033534540576794
54800,2002,1,RINCON,4,1491,,0.0026827632461435
54800,2002,1,TARJETAS NO MARCADAS,27,1491,,0.0181086519114688
54800,2002,1,TOVAR,14,1491,,0.0093896713615023
54800,2002,1,VOTOS EN BLANCO,58,1491,,0.0389000670690811
54800,2002,1,VOTOS NULOS,98,1491,,0.0657276995305164
54800,2002,1,alvaro_uribe,330,1491,,0.221327967806841
54800,2002,1,horacio_serpa,378,1491,,0.2535211267605634
54800,2002,1,ingrid_betancourt,24,1491,,0.0160965794768611
54800,2002,1,luis_eduardo_garzon,148,1491,,0.0992622401073105
54800,2002,1,noemi_sanin,378,1491,,0.2535211267605634
54810,2002,1,BEDOYA,44,5697,,0.0077233631736001
54810,2002,1,CARDONA,32,5697,,0.0056169913989819
54810,2002,1,CRISTANCHO,9,5697,,0.0015797788309636
54810,2002,1,LORA,18,5697,,0.0031595576619273
54810,2002,1,RINCON,10,5697,,0.0017553098121818
54810,2002,1,TARJETAS NO MARCADAS,104,5697,,0.0182552220466912
54810,2002,1,TOVAR,23,5697,,0.0040372125680182
54810,2002,1,VOTOS EN BLANCO,153,5697,,0.0268562401263823
54810,2002,1,VOTOS NULOS,168,5697,,0.029489204844655
54810,2002,1,alvaro_uribe,3721,5697,,0.6531507811128664
54810,2002,1,horacio_serpa,594,5697,,0.1042654028436018
54810,2002,1,ingrid_betancourt,34,5697,,0.0059680533614182
54810,2002,1,luis_eduardo_garzon,276,5697,,0.048446550816219
54810,2002,1,noemi_sanin,511,5697,,0.0896963314024925
54820,2002,1,BEDOYA,39,4703,,0.0082925792047629
54820,2002,1,CARDONA,12,4703,,0.0025515628322347
54820,2002,1,CRISTANCHO,13,4703,,0.0027641930682543
54820,2002,1,LORA,10,4703,,0.0021263023601956
54820,2002,1,RINCON,8,4703,,0.0017010418881564
54820,2002,1,TARJETAS NO MARCADAS,59,4703,,0.0125451839251541
54820,2002,1,TOVAR,19,4703,,0.0040399744843716
54820,2002,1,VOTOS EN BLANCO,86,4703,,0.0182862002976823
54820,2002,1,VOTOS NULOS,140,4703,,0.0297682330427386
54820,2002,1,alvaro_uribe,2894,4703,,0.6153519030406124
54820,2002,1,horacio_serpa,905,4703,,0.1924303635977036
54820,2002,1,ingrid_betancourt,16,4703,,0.0034020837763129
54820,2002,1,luis_eduardo_garzon,225,4703,,0.0478418031044014
54820,2002,1,noemi_sanin,277,4703,,0.0588985753774186
54871,2002,1,BEDOYA,11,1551,,0.0070921985815602
54871,2002,1,CARDONA,8,1551,,0.0051579626047711
54871,2002,1,CRISTANCHO,3,1551,,0.0019342359767891
54871,2002,1,LORA,5,1551,,0.0032237266279819
54871,2002,1,TARJETAS NO MARCADAS,37,1551,,0.0238555770470664
54871,2002,1,TOVAR,10,1551,,0.0064474532559638
54871,2002,1,VOTOS EN BLANCO,42,1551,,0.0270793036750483
54871,2002,1,VOTOS NULOS,71,1551,,0.0457769181173436
54871,2002,1,alvaro_uribe,1002,1551,,0.6460348162475822
54871,2002,1,horacio_serpa,64,1551,,0.0412637008381689
54871,2002,1,ingrid_betancourt,11,1551,,0.0070921985815602
54871,2002,1,luis_eduardo_garzon,66,1551,,0.0425531914893617
54871,2002,1,noemi_sanin,221,1551,,0.142488716956802
54874,2002,1,BEDOYA,49,21121,,0.0023199659107049
54874,2002,1,CARDONA,13,21121,,0.0006155011599829
54874,2002,1,CRISTANCHO,31,21121,,0.0014677335353439
54874,2002,1,LORA,22,21121,,0.0010416173476634
54874,2002,1,RINCON,10,21121,,0.0004734624307561
54874,2002,1,TARJETAS NO MARCADAS,63,21121,,0.0029828133137635
54874,2002,1,TOVAR,24,21121,,0.0011363098338146
54874,2002,1,VOTOS EN BLANCO,297,21121,,0.0140618341934567
54874,2002,1,VOTOS NULOS,247,21121,,0.0116945220396761
54874,2002,1,alvaro_uribe,12011,21121,,0.5686757255811752
54874,2002,1,horacio_serpa,6669,21121,,0.3157520950712561
54874,2002,1,ingrid_betancourt,70,21121,,0.0033142370152928
54874,2002,1,luis_eduardo_garzon,508,21121,,0.0240518914824108
54874,2002,1,noemi_sanin,1107,21121,,0.0524122910847024
63001,2002,1,BEDOYA,298,106403,,0.0028006729133577
63001,2002,1,CARDONA,31,106403,,0.0002913451688392
63001,2002,1,CRISTANCHO,31,106403,,0.0002913451688392
63001,2002,1,LORA,59,106403,,0.0005544956439198
63001,2002,1,RINCON,50,106403,,0.0004699115626439
63001,2002,1,TARJETAS NO MARCADAS,383,106403,,0.0035995225698523
63001,2002,1,TOVAR,62,106403,,0.0005826903376784
63001,2002,1,VOTOS EN BLANCO,2405,106403,,0.022602746163172
63001,2002,1,VOTOS NULOS,1267,106403,,0.0119075589973966
63001,2002,1,alvaro_uribe,73699,106403,,0.6926402451058711
63001,2002,1,horacio_serpa,17221,106403,,0.1618469404058156
63001,2002,1,ingrid_betancourt,437,106403,,0.0041070270575077
63001,2002,1,luis_eduardo_garzon,5574,106403,,0.0523857410035431
63001,2002,1,noemi_sanin,4886,106403,,0.0459197579015629
63111,2002,1,BEDOYA,3,1141,,0.0026292725679228
63111,2002,1,CARDONA,0,1141,,0.0
63111,2002,1,CRISTANCHO,0,1141,,0.0
63111,2002,1,LORA,0,1141,,0.0
63111,2002,1,RINCON,0,1141,,0.0
63111,2002,1,TARJETAS NO MARCADAS,6,1141,,0.0052585451358457
63111,2002,1,TOVAR,0,1141,,0.0
63111,2002,1,VOTOS EN BLANCO,10,1141,,0.0087642418930762
63111,2002,1,VOTOS NULOS,14,1141,,0.0122699386503067
63111,2002,1,alvaro_uribe,841,1141,,0.7370727432077125
63111,2002,1,horacio_serpa,146,1141,,0.1279579316389132
63111,2002,1,ingrid_betancourt,7,1141,,0.0061349693251533
63111,2002,1,luis_eduardo_garzon,30,1141,,0.0262927256792287
63111,2002,1,noemi_sanin,84,1141,,0.0736196319018405
63130,2002,1,BEDOYA,93,26728,,0.0034794971565399
63130,2002,1,CARDONA,27,26728,,0.0010101765938341
63130,2002,1,CRISTANCHO,18,26728,,0.0006734510625561
63130,2002,1,LORA,27,26728,,0.0010101765938341
63130,2002,1,RINCON,16,26728,,0.0005986231667165
63130,2002,1,TARJETAS NO MARCADAS,111,26728,,0.004152948219096
63130,2002,1,TOVAR,43,26728,,0.0016087997605507
63130,2002,1,VOTOS EN BLANCO,1073,26728,,0.0401451661179287
63130,2002,1,VOTOS NULOS,398,26728,,0.0148907512720742
63130,2002,1,alvaro_uribe,16742,26728,,0.626384316073032
63130,2002,1,horacio_serpa,5662,26728,,0.2118377731218198
63130,2002,1,ingrid_betancourt,111,26728,,0.004152948219096
63130,2002,1,luis_eduardo_garzon,1068,26728,,0.0399580963783298
63130,2002,1,noemi_sanin,1339,26728,,0.0500972762645914
63190,2002,1,BEDOYA,40,10053,,0.0039789117676315
63190,2002,1,CARDONA,4,10053,,0.0003978911767631
63190,2002,1,CRISTANCHO,5,10053,,0.0004973639709539
63190,2002,1,LORA,13,10053,,0.0012931463244802
63190,2002,1,RINCON,6,10053,,0.0005968367651447
63190,2002,1,TARJETAS NO MARCADAS,78,10053,,0.0077588779468815
63190,2002,1,TOVAR,14,10053,,0.001392619118671
63190,2002,1,VOTOS EN BLANCO,299,10053,,0.0297423654630458
63190,2002,1,VOTOS NULOS,116,10053,,0.0115388441261315
63190,2002,1,alvaro_uribe,6641,10053,,0.6605988262210285
63190,2002,1,horacio_serpa,1926,10053,,0.1915846016114592
63190,2002,1,ingrid_betancourt,39,10053,,0.0038794389734407
63190,2002,1,luis_eduardo_garzon,395,10053,,0.0392917537053615
63190,2002,1,noemi_sanin,477,10053,,0.0474485228290062
63212,2002,1,BEDOYA,14,1703,,0.008220786846741
63212,2002,1,CARDONA,1,1703,,0.0005871990604815
63212,2002,1,CRISTANCHO,1,1703,,0.0005871990604815
63212,2002,1,LORA,5,1703,,0.0029359953024075
63212,2002,1,RINCON,3,1703,,0.0017615971814445
63212,2002,1,TARJETAS NO MARCADAS,9,1703,,0.0052847915443335
63212,2002,1,TOVAR,2,1703,,0.001174398120963
63212,2002,1,VOTOS EN BLANCO,33,1703,,0.0193775689958896
63212,2002,1,VOTOS NULOS,61,1703,,0.0358191426893717
63212,2002,1,alvaro_uribe,538,1703,,0.3159130945390487
63212,2002,1,horacio_serpa,853,1703,,0.5008807985907222
63212,2002,1,ingrid_betancourt,8,1703,,0.004697592483852
63212,2002,1,luis_eduardo_garzon,93,1703,,0.0546095126247798
63212,2002,1,noemi_sanin,82,1703,,0.0481503229594832
63272,2002,1,BEDOYA,13,4619,,0.0028144620047629
63272,2002,1,CARDONA,1,4619,,0.0002164970772894
63272,2002,1,CRISTANCHO,3,4619,,0.0006494912318683
63272,2002,1,LORA,6,4619,,0.0012989824637367
63272,2002,1,RINCON,3,4619,,0.0006494912318683
63272,2002,1,TARJETAS NO MARCADAS,26,4619,,0.0056289240095258
63272,2002,1,TOVAR,2,4619,,0.0004329941545789
63272,2002,1,VOTOS EN BLANCO,66,4619,,0.0142888071011041
63272,2002,1,VOTOS NULOS,57,4619,,0.012340333405499
63272,2002,1,alvaro_uribe,3497,4619,,0.7570902792812297
63272,2002,1,horacio_serpa,491,4619,,0.1063000649491231
63272,2002,1,ingrid_betancourt,14,4619,,0.0030309590820523
63272,2002,1,luis_eduardo_garzon,125,4619,,0.027062134661182
63272,2002,1,noemi_sanin,315,4619,,0.0681965793461788
63302,2002,1,BEDOYA,14,2452,,0.0057096247960848
63302,2002,1,CARDONA,6,2452,,0.0024469820554649
63302,2002,1,CRISTANCHO,0,2452,,0.0
63302,2002,1,LORA,5,2452,,0.0020391517128874
63302,2002,1,RINCON,2,2452,,0.0008156606851549
63302,2002,1,TARJETAS NO MARCADAS,20,2452,,0.0081566068515497
