"","code_dane","code_rnec","municipio","departamento","ano","eleccion","_zona","zona","puesto","puesto2","mujeres","hombres","total","mesas"
"1",5001,1001,"Medellín","Antioquia",2014,"Congreso",1,"Urbana","1","SEC.ESC.LA ESPERANZA NO 2",6186,3651,9837,29
"2",5001,1001,"Medellín","Antioquia",2014,"Congreso",1,"Urbana","2","INST.EDUC. LA CANDELARIA",5478,11071,16549,49
"3",5001,1001,"Medellín","Antioquia",2014,"Congreso",1,"Urbana","3","INST.EDUC.MARIA DE LOS A.",2550,3261,5811,17
"4",5001,1001,"Medellín","Antioquia",2014,"Congreso",1,"Urbana","4","SEC. ESC. MEDELLIN",3143,4229,7372,22
"5",5001,1001,"Medellín","Antioquia",2014,"Congreso",2,"Urbana","1","SEC.ESC. PABLO VI",17945,5398,23343,68
"6",5001,1001,"Medellín","Antioquia",2014,"Congreso",2,"Urbana","2","SEC. ESC. DIVINA PROVIDENCIA",1737,8083,9820,29
"7",5001,1001,"Medellín","Antioquia",2014,"Congreso",2,"Urbana","3","SEC.ESC.AGRIPINA MONTES DEL V",4558,14369,18927,56
"8",5001,1001,"Medellín","Antioquia",2014,"Congreso",3,"Urbana","1","INST. EDUC. ASIA IGNACIANA",6123,6600,12723,37
"9",5001,1001,"Medellín","Antioquia",2014,"Congreso",3,"Urbana","2","SEC.ESC.  MANUEL URIBE ANGEL",3866,6343,10209,30
"10",5001,1001,"Medellín","Antioquia",2014,"Congreso",3,"Urbana","3","SEC.ESC. REPUB. DE NICARAGUA",2993,4161,7154,21
"11",5001,1001,"Medellín","Antioquia",2014,"Congreso",4,"Urbana","1","I.E. BARRIO SANTA CRUZ",3032,4136,7168,21
"12",5001,1001,"Medellín","Antioquia",2014,"Congreso",4,"Urbana","2","SEC. ESC. ARZOBISPO GARCIA",3484,4769,8253,24
"13",5001,1001,"Medellín","Antioquia",2014,"Congreso",4,"Urbana","3","I.E. REPUBLICA DE HONDURAS",2574,3477,6051,18
"14",5001,1001,"Medellín","Antioquia",2014,"Congreso",5,"Urbana","1","I.E. REPUBLICA DE BARBADOS",4664,6826,11490,34
"15",5001,1001,"Medellín","Antioquia",2014,"Congreso",5,"Urbana","2","I.E. SAN LORENZO DE ABURR",3101,4255,7356,22
"16",5001,1001,"Medellín","Antioquia",2014,"Congreso",5,"Urbana","3","I.E. MANUELA BELTRAN",4825,11194,16019,47
"17",5001,1001,"Medellín","Antioquia",2014,"Congreso",5,"Urbana","4","SEC.ESC.SAN JOSE(I.E. MAN BEL",6748,3888,10636,31
"18",5001,1001,"Medellín","Antioquia",2014,"Congreso",6,"Urbana","1","I.E. JOSE ANTONIO GALAN",4902,6272,11174,33
"19",5001,1001,"Medellín","Antioquia",2014,"Congreso",6,"Urbana","2","SEC.ESC.NTRA SRA DE LAS NIEVE",3726,4738,8464,25
"20",5001,1001,"Medellín","Antioquia",2014,"Congreso",6,"Urbana","3","I.E. PEDRO LUIS VILLA(PR)",3402,3808,7210,21
"21",5001,1001,"Medellín","Antioquia",2014,"Congreso",7,"Urbana","1","COL AGUSTINIANO DE SAN NICOLA",6123,7136,13259,39
"22",5001,1001,"Medellín","Antioquia",2014,"Congreso",7,"Urbana","2","I.E.MON FRANCISCO CRISTOBAL T",4865,6604,11469,34
"23",5001,1001,"Medellín","Antioquia",2014,"Congreso",7,"Urbana","3","I.E. GILBERTO ALZATE AVENDAÑO",4334,5487,9821,29
"24",5001,1001,"Medellín","Antioquia",2014,"Congreso",7,"Urbana","4","I.E. CAMPO VALDES",2810,3672,6482,19
