"","code_dane","code_rnec","municipio","departamento","ano","eleccion","_zona","zona","puesto","puesto2","mujeres","hombres","total","mesas"
"1",5001,1001,"Medellín","Antioquia",2010,"Congreso",1,"Urbana","1","SEC.ESC.LA ESPERAZA No 2",2502,6202,8704,23
"2",5001,1001,"Medellín","Antioquia",2010,"Congreso",1,"Urbana","2","INST.EDUC. LA CANDELARIA",10554,4332,14886,38
"3",5001,1001,"Medellín","Antioquia",2010,"Congreso",1,"Urbana","3","INST.EDUC.MARIA DE LOS A.",2685,2142,4827,13
"4",5001,1001,"Medellín","Antioquia",2010,"Congreso",2,"Urbana","1","SEC.ESC. PABLO VI",4635,12229,16864,43
"5",5001,1001,"Medellín","Antioquia",2010,"Congreso",2,"Urbana","2","SEC.ESC. AGRIPINA MONTES DEL",14799,4158,18957,49
"6",5001,1001,"Medellín","Antioquia",2010,"Congreso",2,"Urbana","3","SEC.ESC. MEDELLIN",3232,2320,5552,15
"7",5001,1001,"Medellín","Antioquia",2010,"Congreso",2,"Urbana","4","SEC.ESC. DIVINA PROVIDENCIA",1802,1284,3086,8
"8",5001,1001,"Medellín","Antioquia",2010,"Congreso",3,"Urbana","1","INST. EDUC. ASIA IGNACIANA",5923,5986,11909,31
"9",5001,1001,"Medellín","Antioquia",2010,"Congreso",3,"Urbana","2","SEC.ESC.  MANUEL URIBE ANGEL",5686,3152,8838,23
"10",5001,1001,"Medellín","Antioquia",2010,"Congreso",3,"Urbana","3","INST.EDUC. BARRIO SANTA CRUZ",3332,2337,5669,15
"11",5001,1001,"Medellín","Antioquia",2010,"Congreso",3,"Urbana","4","SEC.ESC. REPUB. DE NICARAGUA",3695,2627,6322,17
"12",5001,1001,"Medellín","Antioquia",2010,"Congreso",3,"Urbana","5","SEC.ESC. ARZOBISPO GARCIA",4454,3372,7826,20
"13",5001,1001,"Medellín","Antioquia",2010,"Congreso",3,"Urbana","6","INST.EDUC. REPUB. DE HONDURAS",2926,2166,5092,13
"14",5001,1001,"Medellín","Antioquia",2010,"Congreso",4,"Urbana","1","INST.EDUC. REPUBLICA BARBADOS",5867,4073,9940,26
"15",5001,1001,"Medellín","Antioquia",2010,"Congreso",4,"Urbana","2","INST.EDUC. SAN LORENZO DE A.",3666,2640,6306,17
"16",5001,1001,"Medellín","Antioquia",2010,"Congreso",4,"Urbana","3","INSTITUTO VICARIAL JESUS M.",5685,4394,10079,26
"17",5001,1001,"Medellín","Antioquia",2010,"Congreso",5,"Urbana","1","SEC.ESC.NTRA SRA DE LAS NIEVE",4305,3438,7743,20
"18",5001,1001,"Medellín","Antioquia",2010,"Congreso",5,"Urbana","2","INST.EDUC MANUELA BELTRAN",12827,9844,22671,58
"19",5001,1001,"Medellín","Antioquia",2010,"Congreso",5,"Urbana","3","INST.EDUC.PEDRO LUIS VILLA PR",3226,2959,6185,16
