"","code_dane","code_rnec","municipio","departamento","ano","eleccion","_zona","zona","puesto","puesto2","mujeres","hombres","total","mesas"
"1",5001,1001,"Medellín","Antioquia",2022,"Congreso",1,"Urbana","1","SEC. ESC. LA ESPERANZA No 2",4996,7637,12633,36
"2",5001,1001,"Medellín","Antioquia",2022,"Congreso",1,"Urbana","2","INST.EDUC. LA CANDELARIA",11117,6890,18007,51
"3",5001,1001,"Medellín","Antioquia",2022,"Congreso",1,"Urbana","3","IE.MARIA DE LOS ANGELES CANO MARQUEZ",4097,3360,7457,22
"4",5001,1001,"Medellín","Antioquia",2022,"Congreso",1,"Urbana","4","SEC. ESC. MEDELLIN",4724,3756,8480,24
"5",5001,1001,"Medellín","Antioquia",2022,"Congreso",1,"Urbana","5","I.E.FE Y ALEGRIA GRANIZAL",1383,1223,2606,8
"6",5001,1001,"Medellín","Antioquia",2022,"Congreso",1,"Urbana","6","IE LA AVANZADA",609,403,1012,3
"7",5001,1001,"Medellín","Antioquia",2022,"Congreso",1,"Urbana","7","SEC. ESC. CARPINELO AMAPOLITA",375,298,673,2
"8",5001,1001,"Medellín","Antioquia",2022,"Congreso",1,"Urbana","8","IE ANTONIO DERKA",1547,1352,2899,9
"9",5001,1001,"Medellín","Antioquia",2022,"Congreso",2,"Urbana","1","SEC.ESC. PABLO VI",5719,18744,24463,70
"10",5001,1001,"Medellín","Antioquia",2022,"Congreso",2,"Urbana","2","SEC. ESC. DIVINA PROVIDENCIA",9765,2691,12456,36
"11",5001,1001,"Medellín","Antioquia",2022,"Congreso",2,"Urbana","3","SEC.ESC.AGRIPINA MONTES DEL VALLE",5461,3457,8918,26
"12",5001,1001,"Medellín","Antioquia",2022,"Congreso",2,"Urbana","4","I.E.FEDERICO CARRASQUILLA",1426,1130,2556,8
"13",5001,1001,"Medellín","Antioquia",2022,"Congreso",2,"Urbana","5","I.E.GUADALUPE",6418,1991,8409,24
"14",5001,1001,"Medellín","Antioquia",2022,"Congreso",3,"Urbana","1","I.E.  ASIA IGNACIANA",7398,6790,14188,41
"15",5001,1001,"Medellín","Antioquia",2022,"Congreso",3,"Urbana","2","SEC.ESC.  MANUEL URIBE ANGEL",7747,5513,13260,38
"16",5001,1001,"Medellín","Antioquia",2022,"Congreso",3,"Urbana","3","SEC.ESC. REPUB. DE NICARAGUA",4807,3551,8358,24
"17",5001,1001,"Medellín","Antioquia",2022,"Congreso",3,"Urbana","4","I.E.FE Y ALEGRIA J.MARIA VELAZ",1482,985,2467,7
"18",5001,1001,"Medellín","Antioquia",2022,"Congreso",4,"Urbana","1","I.E. BARRIO SANTA CRUZ",5118,4110,9228,27
"19",5001,1001,"Medellín","Antioquia",2022,"Congreso",4,"Urbana","2","SEC. ESC. ARZOBISPO GARCIA",5353,4181,9534,27
"20",5001,1001,"Medellín","Antioquia",2022,"Congreso",4,"Urbana","3","I.E. REPUBLICA DE HONDURAS",4437,3392,7829,23
"21",5001,1001,"Medellín","Antioquia",2022,"Congreso",5,"Urbana","1","I.E. REPUBLICA DE BARBADOS",8578,6499,15077,43
"22",5001,1001,"Medellín","Antioquia",2022,"Congreso",5,"Urbana","2","IE LAS NIEVES",5286,4203,9489,27
"23",5001,1001,"Medellín","Antioquia",2022,"Congreso",5,"Urbana","3","I.E. MANUELA BELTRAN",11619,6131,17750,51
