"","annoh","corp","codcirc","coddepto","codmpio","nommun","nomdepto","codparti","nomparti","eleccion","votos","censo","color","partido"
"3899",2022,12,0,11,"19473","Morales","Cauca",527,"COLOMBIA PIENSA EN GRANDE","Presidencia 1era vuelta",10,7030,"#dddddd","OTROS"
"3900",2022,12,0,11,"19513","Padilla","Cauca",1235,"COALICION PACTO HISTORICO","Presidencia 1era vuelta",3194,4387,"#1b3383","COALICION PACTO HISTORICO"
"3901",2022,12,0,11,"19513","Padilla","Cauca",1234,"COALICION EQUIPO POR COLOMBIA","Presidencia 1era vuelta",375,4387,"#871953","COALICION EQUIPO POR COLOMBIA"
"3902",2022,12,0,11,"19513","Padilla","Cauca",997,"VOTOS NULOS","Presidencia 1era vuelta",224,4387,"#808080","VOTOS NULOS"
"3903",2022,12,0,11,"19513","Padilla","Cauca",1076,"LIGA DE GOBERNANTES ANTICORRUPCION","Presidencia 1era vuelta",223,4387,"#f07605","LIGA DE GOBERNANTES ANTICORRUPCION"
"3904",2022,12,0,11,"19513","Padilla","Cauca",996,"VOTOS EN BLANCO","Presidencia 1era vuelta",112,4387,"#dddddd","OTROS"
"3905",2022,12,0,11,"19513","Padilla","Cauca",14,"COLOMBIA JUSTA LIBRES","Presidencia 1era vuelta",74,4387,"#A97C20","COLOMBIA JUSTA LIBRES"
"3906",2022,12,0,11,"19513","Padilla","Cauca",1233,"COALICION CENTRO ESPERANZA","Presidencia 1era vuelta",74,4387,"#dddddd","OTROS"
"3907",2022,12,0,11,"19513","Padilla","Cauca",998,"VOTOS NO MARCADOS","Presidencia 1era vuelta",14,4387,"#dddddd","OTROS"
"3908",2022,12,0,11,"19513","Padilla","Cauca",302,"PARTIDO MOVIMIENTO DE SALVACION NACIONAL","Presidencia 1era vuelta",9,4387,"#dddddd","OTROS"
"3909",2022,12,0,11,"19513","Padilla","Cauca",527,"COLOMBIA PIENSA EN GRANDE","Presidencia 1era vuelta",2,4387,"#dddddd","OTROS"
"3910",2022,12,0,11,"19513","Padilla","Cauca",304,"PARTIDO VERDE OXIGENO","Presidencia 1era vuelta",1,4387,"#dddddd","OTROS"
"3911",2022,12,0,11,"19517","Paez","Cauca",1235,"COALICION PACTO HISTORICO","Presidencia 1era vuelta",8853,5363,"#1b3383","COALICION PACTO HISTORICO"
"3912",2022,12,0,11,"19517","Paez","Cauca",1076,"LIGA DE GOBERNANTES ANTICORRUPCION","Presidencia 1era vuelta",1168,5363,"#f07605","LIGA DE GOBERNANTES ANTICORRUPCION"
"3913",2022,12,0,11,"19517","Paez","Cauca",1234,"COALICION EQUIPO POR COLOMBIA","Presidencia 1era vuelta",876,5363,"#871953","COALICION EQUIPO POR COLOMBIA"
"3914",2022,12,0,11,"19517","Paez","Cauca",997,"VOTOS NULOS","Presidencia 1era vuelta",231,5363,"#808080","VOTOS NULOS"
"3915",2022,12,0,11,"19517","Paez","Cauca",996,"VOTOS EN BLANCO","Presidencia 1era vuelta",146,5363,"#dddddd","OTROS"
"3916",2022,12,0,11,"19517","Paez","Cauca",1233,"COALICION CENTRO ESPERANZA","Presidencia 1era vuelta",139,5363,"#dddddd","OTROS"
"3917",2022,12,0,11,"19517","Paez","Cauca",998,"VOTOS NO MARCADOS","Presidencia 1era vuelta",65,5363,"#dddddd","OTROS"
"3918",2022,12,0,11,"19517","Paez","Cauca",14,"COLOMBIA JUSTA LIBRES","Presidencia 1era vuelta",61,5363,"#A97C20","COLOMBIA JUSTA LIBRES"
"3919",2022,12,0,11,"19517","Paez","Cauca",302,"PARTIDO MOVIMIENTO DE SALVACION NACIONAL","Presidencia 1era vuelta",28,5363,"#dddddd","OTROS"
"3920",2022,12,0,11,"19517","Paez","Cauca",304,"PARTIDO VERDE OXIGENO","Presidencia 1era vuelta",15,5363,"#dddddd","OTROS"
"3921",2022,12,0,11,"19517","Paez","Cauca",527,"COLOMBIA PIENSA EN GRANDE","Presidencia 1era vuelta",8,5363,"#dddddd","OTROS"
"3922",2022,12,0,11,"19532","Patía","Cauca",1235,"COALICION PACTO HISTORICO","Presidencia 1era vuelta",11081,12013,"#1b3383","COALICION PACTO HISTORICO"
"3923",2022,12,0,11,"19532","Patía","Cauca",1234,"COALICION EQUIPO POR COLOMBIA","Presidencia 1era vuelta",1411,12013,"#871953","COALICION EQUIPO POR COLOMBIA"
"3924",2022,12,0,11,"19532","Patía","Cauca",1076,"LIGA DE GOBERNANTES ANTICORRUPCION","Presidencia 1era vuelta",1144,12013,"#f07605","LIGA DE GOBERNANTES ANTICORRUPCION"
"3925",2022,12,0,11,"19532","Patía","Cauca",997,"VOTOS NULOS","Presidencia 1era vuelta",297,12013,"#808080","VOTOS NULOS"
"3926",2022,12,0,11,"19532","Patía","Cauca",996,"VOTOS EN BLANCO","Presidencia 1era vuelta",281,12013,"#dddddd","OTROS"
"3927",2022,12,0,11,"19532","Patía","Cauca",1233,"COALICION CENTRO ESPERANZA","Presidencia 1era vuelta",215,12013,"#dddddd","OTROS"
"3928",2022,12,0,11,"19532","Patía","Cauca",14,"COLOMBIA JUSTA LIBRES","Presidencia 1era vuelta",162,12013,"#A97C20","COLOMBIA JUSTA LIBRES"
"3929",2022,12,0,11,"19532","Patía","Cauca",998,"VOTOS NO MARCADOS","Presidencia 1era vuelta",74,12013,"#dddddd","OTROS"
"3930",2022,12,0,11,"19532","Patía","Cauca",302,"PARTIDO MOVIMIENTO DE SALVACION NACIONAL","Presidencia 1era vuelta",27,12013,"#dddddd","OTROS"
"3931",2022,12,0,11,"19532","Patía","Cauca",304,"PARTIDO VERDE OXIGENO","Presidencia 1era vuelta",13,12013,"#dddddd","OTROS"
"3932",2022,12,0,11,"19532","Patía","Cauca",527,"COLOMBIA PIENSA EN GRANDE","Presidencia 1era vuelta",4,12013,"#dddddd","OTROS"
"3933",2022,12,0,11,"19533","Piamonte","Cauca",1235,"COALICION PACTO HISTORICO","Presidencia 1era vuelta",1464,3539,"#1b3383","COALICION PACTO HISTORICO"
"3934",2022,12,0,11,"19533","Piamonte","Cauca",1076,"LIGA DE GOBERNANTES ANTICORRUPCION","Presidencia 1era vuelta",856,3539,"#f07605","LIGA DE GOBERNANTES ANTICORRUPCION"
"3935",2022,12,0,11,"19533","Piamonte","Cauca",1234,"COALICION EQUIPO POR COLOMBIA","Presidencia 1era vuelta",215,3539,"#871953","COALICION EQUIPO POR COLOMBIA"
"3936",2022,12,0,11,"19533","Piamonte","Cauca",996,"VOTOS EN BLANCO","Presidencia 1era vuelta",57,3539,"#dddddd","OTROS"
"3937",2022,12,0,11,"19533","Piamonte","Cauca",997,"VOTOS NULOS","Presidencia 1era vuelta",40,3539,"#808080","VOTOS NULOS"
"3938",2022,12,0,11,"19533","Piamonte","Cauca",1233,"COALICION CENTRO ESPERANZA","Presidencia 1era vuelta",33,3539,"#dddddd","OTROS"
"3939",2022,12,0,11,"19533","Piamonte","Cauca",14,"COLOMBIA JUSTA LIBRES","Presidencia 1era vuelta",18,3539,"#A97C20","COLOMBIA JUSTA LIBRES"
"3940",2022,12,0,11,"19533","Piamonte","Cauca",302,"PARTIDO MOVIMIENTO DE SALVACION NACIONAL","Presidencia 1era vuelta",13,3539,"#dddddd","OTROS"
"3941",2022,12,0,11,"19533","Piamonte","Cauca",998,"VOTOS NO MARCADOS","Presidencia 1era vuelta",7,3539,"#dddddd","OTROS"
"3942",2022,12,0,11,"19533","Piamonte","Cauca",304,"PARTIDO VERDE OXIGENO","Presidencia 1era vuelta",4,3539,"#dddddd","OTROS"
"3943",2022,12,0,11,"19548","Piendamó","Cauca",1235,"COALICION PACTO HISTORICO","Presidencia 1era vuelta",7594,15773,"#1b3383","COALICION PACTO HISTORICO"
"3944",2022,12,0,11,"19548","Piendamó","Cauca",1076,"LIGA DE GOBERNANTES ANTICORRUPCION","Presidencia 1era vuelta",3279,15773,"#f07605","LIGA DE GOBERNANTES ANTICORRUPCION"
"3945",2022,12,0,11,"19548","Piendamó","Cauca",1234,"COALICION EQUIPO POR COLOMBIA","Presidencia 1era vuelta",2762,15773,"#871953","COALICION EQUIPO POR COLOMBIA"
"3946",2022,12,0,11,"19548","Piendamó","Cauca",14,"COLOMBIA JUSTA LIBRES","Presidencia 1era vuelta",730,15773,"#A97C20","COLOMBIA JUSTA LIBRES"
"3947",2022,12,0,11,"19548","Piendamó","Cauca",1233,"COALICION CENTRO ESPERANZA","Presidencia 1era vuelta",650,15773,"#dddddd","OTROS"
"3948",2022,12,0,11,"19548","Piendamó","Cauca",996,"VOTOS EN BLANCO","Presidencia 1era vuelta",374,15773,"#dddddd","OTROS"
"3949",2022,12,0,11,"19548","Piendamó","Cauca",997,"VOTOS NULOS","Presidencia 1era vuelta",336,15773,"#808080","VOTOS NULOS"
"3950",2022,12,0,11,"19548","Piendamó","Cauca",998,"VOTOS NO MARCADOS","Presidencia 1era vuelta",63,15773,"#dddddd","OTROS"
"3951",2022,12,0,11,"19548","Piendamó","Cauca",302,"PARTIDO MOVIMIENTO DE SALVACION NACIONAL","Presidencia 1era vuelta",41,15773,"#dddddd","OTROS"
"3952",2022,12,0,11,"19548","Piendamó","Cauca",304,"PARTIDO VERDE OXIGENO","Presidencia 1era vuelta",23,15773,"#dddddd","OTROS"
"3953",2022,12,0,11,"19548","Piendamó","Cauca",527,"COLOMBIA PIENSA EN GRANDE","Presidencia 1era vuelta",14,15773,"#dddddd","OTROS"
"3954",2022,12,0,11,"19573","Puerto Tejada","Cauca",1235,"COALICION PACTO HISTORICO","Presidencia 1era vuelta",17105,7507,"#1b3383","COALICION PACTO HISTORICO"
"3955",2022,12,0,11,"19573","Puerto Tejada","Cauca",1234,"COALICION EQUIPO POR COLOMBIA","Presidencia 1era vuelta",1361,7507,"#871953","COALICION EQUIPO POR COLOMBIA"
"3956",2022,12,0,11,"19573","Puerto Tejada","Cauca",1076,"LIGA DE GOBERNANTES ANTICORRUPCION","Presidencia 1era vuelta",1002,7507,"#f07605","LIGA DE GOBERNANTES ANTICORRUPCION"
"3957",2022,12,0,11,"19573","Puerto Tejada","Cauca",997,"VOTOS NULOS","Presidencia 1era vuelta",478,7507,"#808080","VOTOS NULOS"
"3958",2022,12,0,11,"19573","Puerto Tejada","Cauca",14,"COLOMBIA JUSTA LIBRES","Presidencia 1era vuelta",373,7507,"#A97C20","COLOMBIA JUSTA LIBRES"
"3959",2022,12,0,11,"19573","Puerto Tejada","Cauca",996,"VOTOS EN BLANCO","Presidencia 1era vuelta",358,7507,"#dddddd","OTROS"
"3960",2022,12,0,11,"19573","Puerto Tejada","Cauca",1233,"COALICION CENTRO ESPERANZA","Presidencia 1era vuelta",339,7507,"#dddddd","OTROS"
"3961",2022,12,0,11,"19573","Puerto Tejada","Cauca",998,"VOTOS NO MARCADOS","Presidencia 1era vuelta",42,7507,"#dddddd","OTROS"
"3962",2022,12,0,11,"19573","Puerto Tejada","Cauca",302,"PARTIDO MOVIMIENTO DE SALVACION NACIONAL","Presidencia 1era vuelta",28,7507,"#dddddd","OTROS"
"3963",2022,12,0,11,"19573","Puerto Tejada","Cauca",527,"COLOMBIA PIENSA EN GRANDE","Presidencia 1era vuelta",10,7507,"#dddddd","OTROS"
"3964",2022,12,0,11,"19573","Puerto Tejada","Cauca",304,"PARTIDO VERDE OXIGENO","Presidencia 1era vuelta",9,7507,"#dddddd","OTROS"
"3965",2022,12,0,11,"19585","Puracé","Cauca",1235,"COALICION PACTO HISTORICO","Presidencia 1era vuelta",3029,4262,"#1b3383","COALICION PACTO HISTORICO"
"3966",2022,12,0,11,"19585","Puracé","Cauca",1234,"COALICION EQUIPO POR COLOMBIA","Presidencia 1era vuelta",816,4262,"#871953","COALICION EQUIPO POR COLOMBIA"
"3967",2022,12,0,11,"19585","Puracé","Cauca",1076,"LIGA DE GOBERNANTES ANTICORRUPCION","Presidencia 1era vuelta",499,4262,"#f07605","LIGA DE GOBERNANTES ANTICORRUPCION"
"3968",2022,12,0,11,"19585","Puracé","Cauca",996,"VOTOS EN BLANCO","Presidencia 1era vuelta",97,4262,"#dddddd","OTROS"
"3969",2022,12,0,11,"19585","Puracé","Cauca",997,"VOTOS NULOS","Presidencia 1era vuelta",94,4262,"#808080","VOTOS NULOS"
"3970",2022,12,0,11,"19585","Puracé","Cauca",1233,"COALICION CENTRO ESPERANZA","Presidencia 1era vuelta",91,4262,"#dddddd","OTROS"
"3971",2022,12,0,11,"19585","Puracé","Cauca",14,"COLOMBIA JUSTA LIBRES","Presidencia 1era vuelta",22,4262,"#A97C20","COLOMBIA JUSTA LIBRES"
"3972",2022,12,0,11,"19585","Puracé","Cauca",998,"VOTOS NO MARCADOS","Presidencia 1era vuelta",17,4262,"#dddddd","OTROS"
"3973",2022,12,0,11,"19585","Puracé","Cauca",302,"PARTIDO MOVIMIENTO DE SALVACION NACIONAL","Presidencia 1era vuelta",9,4262,"#dddddd","OTROS"
"3974",2022,12,0,11,"19585","Puracé","Cauca",304,"PARTIDO VERDE OXIGENO","Presidencia 1era vuelta",8,4262,"#dddddd","OTROS"
"3975",2022,12,0,11,"19585","Puracé","Cauca",527,"COLOMBIA PIENSA EN GRANDE","Presidencia 1era vuelta",1,4262,"#dddddd","OTROS"
"3976",2022,12,0,11,"19622","Rosas","Cauca",1235,"COALICION PACTO HISTORICO","Presidencia 1era vuelta",2433,6112,"#1b3383","COALICION PACTO HISTORICO"
"3977",2022,12,0,11,"19622","Rosas","Cauca",1234,"COALICION EQUIPO POR COLOMBIA","Presidencia 1era vuelta",933,6112,"#871953","COALICION EQUIPO POR COLOMBIA"
"3978",2022,12,0,11,"19622","Rosas","Cauca",1076,"LIGA DE GOBERNANTES ANTICORRUPCION","Presidencia 1era vuelta",770,6112,"#f07605","LIGA DE GOBERNANTES ANTICORRUPCION"
"3979",2022,12,0,11,"19622","Rosas","Cauca",997,"VOTOS NULOS","Presidencia 1era vuelta",123,6112,"#808080","VOTOS NULOS"
"3980",2022,12,0,11,"19622","Rosas","Cauca",1233,"COALICION CENTRO ESPERANZA","Presidencia 1era vuelta",93,6112,"#dddddd","OTROS"
"3981",2022,12,0,11,"19622","Rosas","Cauca",996,"VOTOS EN BLANCO","Presidencia 1era vuelta",89,6112,"#dddddd","OTROS"
"3982",2022,12,0,11,"19622","Rosas","Cauca",998,"VOTOS NO MARCADOS","Presidencia 1era vuelta",22,6112,"#dddddd","OTROS"
"3983",2022,12,0,11,"19622","Rosas","Cauca",302,"PARTIDO MOVIMIENTO DE SALVACION NACIONAL","Presidencia 1era vuelta",18,6112,"#dddddd","OTROS"
"3984",2022,12,0,11,"19622","Rosas","Cauca",14,"COLOMBIA JUSTA LIBRES","Presidencia 1era vuelta",11,6112,"#A97C20","COLOMBIA JUSTA LIBRES"
"3985",2022,12,0,11,"19622","Rosas","Cauca",304,"PARTIDO VERDE OXIGENO","Presidencia 1era vuelta",4,6112,"#dddddd","OTROS"
"3986",2022,12,0,11,"19622","Rosas","Cauca",527,"COLOMBIA PIENSA EN GRANDE","Presidencia 1era vuelta",1,811,"#dddddd","OTROS"
"3987",2022,12,0,11,"19693","San Sebastián","Cauca",1235,"COALICION PACTO HISTORICO","Presidencia 1era vuelta",2303,1494,"#1b3383","COALICION PACTO HISTORICO"
"3988",2022,12,0,11,"19693","San Sebastián","Cauca",1234,"COALICION EQUIPO POR COLOMBIA","Presidencia 1era vuelta",495,1494,"#871953","COALICION EQUIPO POR COLOMBIA"
"3989",2022,12,0,11,"19693","San Sebastián","Cauca",1076,"LIGA DE GOBERNANTES ANTICORRUPCION","Presidencia 1era vuelta",164,1494,"#f07605","LIGA DE GOBERNANTES ANTICORRUPCION"
"3990",2022,12,0,11,"19693","San Sebastián","Cauca",996,"VOTOS EN BLANCO","Presidencia 1era vuelta",45,1494,"#dddddd","OTROS"
"3991",2022,12,0,11,"19693","San Sebastián","Cauca",1233,"COALICION CENTRO ESPERANZA","Presidencia 1era vuelta",39,1494,"#dddddd","OTROS"
"3992",2022,12,0,11,"19693","San Sebastián","Cauca",997,"VOTOS NULOS","Presidencia 1era vuelta",31,1494,"#808080","VOTOS NULOS"
"3993",2022,12,0,11,"19693","San Sebastián","Cauca",998,"VOTOS NO MARCADOS","Presidencia 1era vuelta",19,1494,"#dddddd","OTROS"
"3994",2022,12,0,11,"19693","San Sebastián","Cauca",14,"COLOMBIA JUSTA LIBRES","Presidencia 1era vuelta",12,1494,"#A97C20","COLOMBIA JUSTA LIBRES"
"3995",2022,12,0,11,"19693","San Sebastián","Cauca",302,"PARTIDO MOVIMIENTO DE SALVACION NACIONAL","Presidencia 1era vuelta",7,868,"#dddddd","OTROS"
"3996",2022,12,0,11,"19693","San Sebastián","Cauca",304,"PARTIDO VERDE OXIGENO","Presidencia 1era vuelta",3,1494,"#dddddd","OTROS"
"3997",2022,12,0,11,"19693","San Sebastián","Cauca",527,"COLOMBIA PIENSA EN GRANDE","Presidencia 1era vuelta",1,363,"#dddddd","OTROS"
"3998",2022,12,0,11,"19698","Santander de Quilichao","Cauca",1235,"COALICION PACTO HISTORICO","Presidencia 1era vuelta",29465,12556,"#1b3383","COALICION PACTO HISTORICO"
"3999",2022,12,0,11,"19698","Santander de Quilichao","Cauca",1234,"COALICION EQUIPO POR COLOMBIA","Presidencia 1era vuelta",6433,12556,"#871953","COALICION EQUIPO POR COLOMBIA"
"4000",2022,12,0,11,"19698","Santander de Quilichao","Cauca",1076,"LIGA DE GOBERNANTES ANTICORRUPCION","Presidencia 1era vuelta",5675,12556,"#f07605","LIGA DE GOBERNANTES ANTICORRUPCION"
"4001",2022,12,0,11,"19698","Santander de Quilichao","Cauca",14,"COLOMBIA JUSTA LIBRES","Presidencia 1era vuelta",1851,12556,"#A97C20","COLOMBIA JUSTA LIBRES"
"4002",2022,12,0,11,"19698","Santander de Quilichao","Cauca",997,"VOTOS NULOS","Presidencia 1era vuelta",1423,12556,"#808080","VOTOS NULOS"
"4003",2022,12,0,11,"19698","Santander de Quilichao","Cauca",1233,"COALICION CENTRO ESPERANZA","Presidencia 1era vuelta",1280,12556,"#dddddd","OTROS"
"4004",2022,12,0,11,"19698","Santander de Quilichao","Cauca",996,"VOTOS EN BLANCO","Presidencia 1era vuelta",1088,12556,"#dddddd","OTROS"
"4005",2022,12,0,11,"19698","Santander de Quilichao","Cauca",998,"VOTOS NO MARCADOS","Presidencia 1era vuelta",131,12556,"#dddddd","OTROS"
"4006",2022,12,0,11,"19698","Santander de Quilichao","Cauca",302,"PARTIDO MOVIMIENTO DE SALVACION NACIONAL","Presidencia 1era vuelta",114,12556,"#dddddd","OTROS"
"4007",2022,12,0,11,"19698","Santander de Quilichao","Cauca",304,"PARTIDO VERDE OXIGENO","Presidencia 1era vuelta",66,12556,"#dddddd","OTROS"
"4008",2022,12,0,11,"19698","Santander de Quilichao","Cauca",527,"COLOMBIA PIENSA EN GRANDE","Presidencia 1era vuelta",29,12556,"#dddddd","OTROS"
"4009",2022,12,0,11,"19701","Santa Rosa","Cauca",1235,"COALICION PACTO HISTORICO","Presidencia 1era vuelta",1369,1399,"#1b3383","COALICION PACTO HISTORICO"
"4010",2022,12,0,11,"19701","Santa Rosa","Cauca",1076,"LIGA DE GOBERNANTES ANTICORRUPCION","Presidencia 1era vuelta",257,1399,"#f07605","LIGA DE GOBERNANTES ANTICORRUPCION"
"4011",2022,12,0,11,"19701","Santa Rosa","Cauca",1234,"COALICION EQUIPO POR COLOMBIA","Presidencia 1era vuelta",234,1399,"#871953","COALICION EQUIPO POR COLOMBIA"
"4012",2022,12,0,11,"19701","Santa Rosa","Cauca",996,"VOTOS EN BLANCO","Presidencia 1era vuelta",39,1399,"#dddddd","OTROS"
"4013",2022,12,0,11,"19701","Santa Rosa","Cauca",1233,"COALICION CENTRO ESPERANZA","Presidencia 1era vuelta",24,1399,"#dddddd","OTROS"
"4014",2022,12,0,11,"19701","Santa Rosa","Cauca",997,"VOTOS NULOS","Presidencia 1era vuelta",10,1399,"#808080","VOTOS NULOS"
"4015",2022,12,0,11,"19701","Santa Rosa","Cauca",14,"COLOMBIA JUSTA LIBRES","Presidencia 1era vuelta",6,331,"#A97C20","COLOMBIA JUSTA LIBRES"
"4016",2022,12,0,11,"19701","Santa Rosa","Cauca",527,"COLOMBIA PIENSA EN GRANDE","Presidencia 1era vuelta",2,325,"#dddddd","OTROS"
"4017",2022,12,0,11,"19701","Santa Rosa","Cauca",302,"PARTIDO MOVIMIENTO DE SALVACION NACIONAL","Presidencia 1era vuelta",1,1399,"#dddddd","OTROS"
"4018",2022,12,0,11,"19701","Santa Rosa","Cauca",998,"VOTOS NO MARCADOS","Presidencia 1era vuelta",1,325,"#dddddd","OTROS"
"4019",2022,12,0,11,"19743","Silvia","Cauca",1235,"COALICION PACTO HISTORICO","Presidencia 1era vuelta",10638,10357,"#1b3383","COALICION PACTO HISTORICO"
"4020",2022,12,0,11,"19743","Silvia","Cauca",1234,"COALICION EQUIPO POR COLOMBIA","Presidencia 1era vuelta",1001,10357,"#871953","COALICION EQUIPO POR COLOMBIA"
"4021",2022,12,0,11,"19743","Silvia","Cauca",1076,"LIGA DE GOBERNANTES ANTICORRUPCION","Presidencia 1era vuelta",939,10357,"#f07605","LIGA DE GOBERNANTES ANTICORRUPCION"
"4022",2022,12,0,11,"19743","Silvia","Cauca",14,"COLOMBIA JUSTA LIBRES","Presidencia 1era vuelta",285,10357,"#A97C20","COLOMBIA JUSTA LIBRES"
"4023",2022,12,0,11,"19743","Silvia","Cauca",996,"VOTOS EN BLANCO","Presidencia 1era vuelta",251,10357,"#dddddd","OTROS"
"4024",2022,12,0,11,"19743","Silvia","Cauca",1233,"COALICION CENTRO ESPERANZA","Presidencia 1era vuelta",238,10357,"#dddddd","OTROS"
"4025",2022,12,0,11,"19743","Silvia","Cauca",997,"VOTOS NULOS","Presidencia 1era vuelta",223,10357,"#808080","VOTOS NULOS"
"4026",2022,12,0,11,"19743","Silvia","Cauca",998,"VOTOS NO MARCADOS","Presidencia 1era vuelta",49,10357,"#dddddd","OTROS"
"4027",2022,12,0,11,"19743","Silvia","Cauca",302,"PARTIDO MOVIMIENTO DE SALVACION NACIONAL","Presidencia 1era vuelta",35,10357,"#dddddd","OTROS"
"4028",2022,12,0,11,"19743","Silvia","Cauca",304,"PARTIDO VERDE OXIGENO","Presidencia 1era vuelta",15,10357,"#dddddd","OTROS"
"4029",2022,12,0,11,"19743","Silvia","Cauca",527,"COLOMBIA PIENSA EN GRANDE","Presidencia 1era vuelta",11,10357,"#dddddd","OTROS"
"4030",2022,12,0,11,"19760","Sotará","Cauca",1235,"COALICION PACTO HISTORICO","Presidencia 1era vuelta",2436,1447,"#1b3383","COALICION PACTO HISTORICO"
"4031",2022,12,0,11,"19760","Sotará","Cauca",1234,"COALICION EQUIPO POR COLOMBIA","Presidencia 1era vuelta",660,1447,"#871953","COALICION EQUIPO POR COLOMBIA"
"4032",2022,12,0,11,"19760","Sotará","Cauca",1076,"LIGA DE GOBERNANTES ANTICORRUPCION","Presidencia 1era vuelta",513,1447,"#f07605","LIGA DE GOBERNANTES ANTICORRUPCION"
"4033",2022,12,0,11,"19760","Sotará","Cauca",996,"VOTOS EN BLANCO","Presidencia 1era vuelta",95,1447,"#dddddd","OTROS"
"4034",2022,12,0,11,"19760","Sotará","Cauca",997,"VOTOS NULOS","Presidencia 1era vuelta",86,1447,"#808080","VOTOS NULOS"
"4035",2022,12,0,11,"19760","Sotará","Cauca",1233,"COALICION CENTRO ESPERANZA","Presidencia 1era vuelta",69,1447,"#dddddd","OTROS"
"4036",2022,12,0,11,"19760","Sotará","Cauca",998,"VOTOS NO MARCADOS","Presidencia 1era vuelta",23,1447,"#dddddd","OTROS"
"4037",2022,12,0,11,"19760","Sotará","Cauca",14,"COLOMBIA JUSTA LIBRES","Presidencia 1era vuelta",16,1447,"#A97C20","COLOMBIA JUSTA LIBRES"
"4038",2022,12,0,11,"19760","Sotará","Cauca",302,"PARTIDO MOVIMIENTO DE SALVACION NACIONAL","Presidencia 1era vuelta",15,1447,"#dddddd","OTROS"
"4039",2022,12,0,11,"19760","Sotará","Cauca",304,"PARTIDO VERDE OXIGENO","Presidencia 1era vuelta",3,1594,"#dddddd","OTROS"
"4040",2022,12,0,11,"19760","Sotará","Cauca",527,"COLOMBIA PIENSA EN GRANDE","Presidencia 1era vuelta",2,1447,"#dddddd","OTROS"
"4041",2022,12,0,11,"19780","Suárez","Cauca",1235,"COALICION PACTO HISTORICO","Presidencia 1era vuelta",5240,8670,"#1b3383","COALICION PACTO HISTORICO"
"4042",2022,12,0,11,"19780","Suárez","Cauca",1234,"COALICION EQUIPO POR COLOMBIA","Presidencia 1era vuelta",1006,8670,"#871953","COALICION EQUIPO POR COLOMBIA"
"4043",2022,12,0,11,"19780","Suárez","Cauca",1076,"LIGA DE GOBERNANTES ANTICORRUPCION","Presidencia 1era vuelta",778,8670,"#f07605","LIGA DE GOBERNANTES ANTICORRUPCION"
"4044",2022,12,0,11,"19780","Suárez","Cauca",997,"VOTOS NULOS","Presidencia 1era vuelta",339,8670,"#808080","VOTOS NULOS"
"4045",2022,12,0,11,"19780","Suárez","Cauca",14,"COLOMBIA JUSTA LIBRES","Presidencia 1era vuelta",285,8670,"#A97C20","COLOMBIA JUSTA LIBRES"
"4046",2022,12,0,11,"19780","Suárez","Cauca",996,"VOTOS EN BLANCO","Presidencia 1era vuelta",186,8670,"#dddddd","OTROS"
"4047",2022,12,0,11,"19780","Suárez","Cauca",1233,"COALICION CENTRO ESPERANZA","Presidencia 1era vuelta",144,8670,"#dddddd","OTROS"
"4048",2022,12,0,11,"19780","Suárez","Cauca",998,"VOTOS NO MARCADOS","Presidencia 1era vuelta",37,8670,"#dddddd","OTROS"
"4049",2022,12,0,11,"19780","Suárez","Cauca",302,"PARTIDO MOVIMIENTO DE SALVACION NACIONAL","Presidencia 1era vuelta",18,8670,"#dddddd","OTROS"
"4050",2022,12,0,11,"19780","Suárez","Cauca",527,"COLOMBIA PIENSA EN GRANDE","Presidencia 1era vuelta",5,8670,"#dddddd","OTROS"
"4051",2022,12,0,11,"19780","Suárez","Cauca",304,"PARTIDO VERDE OXIGENO","Presidencia 1era vuelta",4,8670,"#dddddd","OTROS"
"4052",2022,12,0,11,"19785","Sucre","Cauca",1235,"COALICION PACTO HISTORICO","Presidencia 1era vuelta",2916,2355,"#1b3383","COALICION PACTO HISTORICO"
"4053",2022,12,0,11,"19785","Sucre","Cauca",1234,"COALICION EQUIPO POR COLOMBIA","Presidencia 1era vuelta",145,2355,"#871953","COALICION EQUIPO POR COLOMBIA"
"4054",2022,12,0,11,"19785","Sucre","Cauca",1076,"LIGA DE GOBERNANTES ANTICORRUPCION","Presidencia 1era vuelta",80,2355,"#f07605","LIGA DE GOBERNANTES ANTICORRUPCION"
"4055",2022,12,0,11,"19785","Sucre","Cauca",996,"VOTOS EN BLANCO","Presidencia 1era vuelta",24,2355,"#dddddd","OTROS"
"4056",2022,12,0,11,"19785","Sucre","Cauca",997,"VOTOS NULOS","Presidencia 1era vuelta",20,2355,"#808080","VOTOS NULOS"
"4057",2022,12,0,11,"19785","Sucre","Cauca",1233,"COALICION CENTRO ESPERANZA","Presidencia 1era vuelta",17,2355,"#dddddd","OTROS"
"4058",2022,12,0,11,"19785","Sucre","Cauca",14,"COLOMBIA JUSTA LIBRES","Presidencia 1era vuelta",5,2355,"#A97C20","COLOMBIA JUSTA LIBRES"
"4059",2022,12,0,11,"19785","Sucre","Cauca",998,"VOTOS NO MARCADOS","Presidencia 1era vuelta",2,2355,"#dddddd","OTROS"
"4060",2022,12,0,11,"19785","Sucre","Cauca",304,"PARTIDO VERDE OXIGENO","Presidencia 1era vuelta",1,214,"#dddddd","OTROS"
