Código Departamento,Departamento,Código Municipio,Municipio,Comuna,Zona,Puesto,Corporacion,Circunscripcion,Partido,Código Candidato,Nombre Candidato,Votos
1,ANTIOQUIA,100100,MEDELLIN,100100,100198,01001009802,PRESIDENTE,NACIONAL,COALICIÓN PACTO HISTÓRICO,2,GUSTAVO PETRO,39
1,ANTIOQUIA,100100,MEDELLIN,100100,100198,01001009803,PRESIDENTE,NACIONAL,VOTOS EN BLANCO 																																														N,996,N/A,6
1,ANTIOQUIA,100100,MEDELLIN,100100,100198,01001009803,PRESIDENTE,NACIONAL,VOTOS NULOS 																																															N,997,N/A,3
1,ANTIOQUIA,100100,MEDELLIN,100100,100198,01001009803,PRESIDENTE,NACIONAL,LIGA DE GOBERNANTES ANTICORRUPCIÓN,1,RODOLFO HERNÁNDEZ,45
1,ANTIOQUIA,100100,MEDELLIN,100100,100198,01001009803,PRESIDENTE,NACIONAL,COALICIÓN PACTO HISTÓRICO,2,GUSTAVO PETRO,92
1,ANTIOQUIA,100101,MEDELLIN,100101,100101,01001010101,PRESIDENTE,NACIONAL,VOTOS EN BLANCO 																																														N,996,N/A,166
1,ANTIOQUIA,100101,MEDELLIN,100101,100101,01001010101,PRESIDENTE,NACIONAL,VOTOS NULOS 																																															N,997,N/A,103
1,ANTIOQUIA,100101,MEDELLIN,100101,100101,01001010101,PRESIDENTE,NACIONAL,VOTOS NO MARCADOS,998,N/A,6
1,ANTIOQUIA,100101,MEDELLIN,100101,100101,01001010101,PRESIDENTE,NACIONAL,LIGA DE GOBERNANTES ANTICORRUPCIÓN,1,RODOLFO HERNÁNDEZ,2165
1,ANTIOQUIA,100101,MEDELLIN,100101,100101,01001010101,PRESIDENTE,NACIONAL,COALICIÓN PACTO HISTÓRICO,2,GUSTAVO PETRO,1815
1,ANTIOQUIA,100101,MEDELLIN,100101,100101,01001010102,PRESIDENTE,NACIONAL,VOTOS EN BLANCO 																																														N,996,N/A,305
1,ANTIOQUIA,100101,MEDELLIN,100101,100101,01001010102,PRESIDENTE,NACIONAL,VOTOS NULOS 																																															N,997,N/A,215
1,ANTIOQUIA,100101,MEDELLIN,100101,100101,01001010102,PRESIDENTE,NACIONAL,VOTOS NO MARCADOS,998,N/A,19
1,ANTIOQUIA,100101,MEDELLIN,100101,100101,01001010102,PRESIDENTE,NACIONAL,LIGA DE GOBERNANTES ANTICORRUPCIÓN,1,RODOLFO HERNÁNDEZ,3813
1,ANTIOQUIA,100101,MEDELLIN,100101,100101,01001010102,PRESIDENTE,NACIONAL,COALICIÓN PACTO HISTÓRICO,2,GUSTAVO PETRO,3031
1,ANTIOQUIA,100101,MEDELLIN,100101,100101,01001010103,PRESIDENTE,NACIONAL,VOTOS EN BLANCO 																																														N,996,N/A,152
1,ANTIOQUIA,100101,MEDELLIN,100101,100101,01001010103,PRESIDENTE,NACIONAL,VOTOS NULOS 																																															N,997,N/A,112
1,ANTIOQUIA,100101,MEDELLIN,100101,100101,01001010103,PRESIDENTE,NACIONAL,VOTOS NO MARCADOS,998,N/A,6
1,ANTIOQUIA,100101,MEDELLIN,100101,100101,01001010103,PRESIDENTE,NACIONAL,LIGA DE GOBERNANTES ANTICORRUPCIÓN,1,RODOLFO HERNÁNDEZ,1904
1,ANTIOQUIA,100101,MEDELLIN,100101,100101,01001010103,PRESIDENTE,NACIONAL,COALICIÓN PACTO HISTÓRICO,2,GUSTAVO PETRO,1877
1,ANTIOQUIA,100101,MEDELLIN,100101,100101,01001010104,PRESIDENTE,NACIONAL,VOTOS EN BLANCO 																																														N,996,N/A,175
1,ANTIOQUIA,100101,MEDELLIN,100101,100101,01001010104,PRESIDENTE,NACIONAL,VOTOS NULOS 																																															N,997,N/A,140
1,ANTIOQUIA,100101,MEDELLIN,100101,100101,01001010104,PRESIDENTE,NACIONAL,VOTOS NO MARCADOS,998,N/A,14
1,ANTIOQUIA,100101,MEDELLIN,100101,100101,01001010104,PRESIDENTE,NACIONAL,LIGA DE GOBERNANTES ANTICORRUPCIÓN,1,RODOLFO HERNÁNDEZ,2546
1,ANTIOQUIA,100101,MEDELLIN,100101,100101,01001010104,PRESIDENTE,NACIONAL,COALICIÓN PACTO HISTÓRICO,2,GUSTAVO PETRO,1642
1,ANTIOQUIA,100101,MEDELLIN,100101,100101,01001010105,PRESIDENTE,NACIONAL,VOTOS EN BLANCO 																																														N,996,N/A,43
1,ANTIOQUIA,100101,MEDELLIN,100101,100101,01001010105,PRESIDENTE,NACIONAL,VOTOS NULOS 																																															N,997,N/A,35
1,ANTIOQUIA,100101,MEDELLIN,100101,100101,01001010105,PRESIDENTE,NACIONAL,VOTOS NO MARCADOS,998,N/A,3
1,ANTIOQUIA,100101,MEDELLIN,100101,100101,01001010105,PRESIDENTE,NACIONAL,LIGA DE GOBERNANTES ANTICORRUPCIÓN,1,RODOLFO HERNÁNDEZ,490
1,ANTIOQUIA,100101,MEDELLIN,100101,100101,01001010105,PRESIDENTE,NACIONAL,COALICIÓN PACTO HISTÓRICO,2,GUSTAVO PETRO,829
1,ANTIOQUIA,100101,MEDELLIN,100101,100101,01001010106,PRESIDENTE,NACIONAL,VOTOS EN BLANCO 																																														N,996,N/A,24
1,ANTIOQUIA,100101,MEDELLIN,100101,100101,01001010106,PRESIDENTE,NACIONAL,VOTOS NULOS 																																															N,997,N/A,22
1,ANTIOQUIA,100101,MEDELLIN,100101,100101,01001010106,PRESIDENTE,NACIONAL,VOTOS NO MARCADOS,998,N/A,1
1,ANTIOQUIA,100101,MEDELLIN,100101,100101,01001010106,PRESIDENTE,NACIONAL,LIGA DE GOBERNANTES ANTICORRUPCIÓN,1,RODOLFO HERNÁNDEZ,198
1,ANTIOQUIA,100101,MEDELLIN,100101,100101,01001010106,PRESIDENTE,NACIONAL,COALICIÓN PACTO HISTÓRICO,2,GUSTAVO PETRO,247
1,ANTIOQUIA,100101,MEDELLIN,100101,100101,01001010107,PRESIDENTE,NACIONAL,VOTOS EN BLANCO 																																														N,996,N/A,28
1,ANTIOQUIA,100101,MEDELLIN,100101,100101,01001010107,PRESIDENTE,NACIONAL,VOTOS NULOS 																																															N,997,N/A,11
1,ANTIOQUIA,100101,MEDELLIN,100101,100101,01001010107,PRESIDENTE,NACIONAL,VOTOS NO MARCADOS,998,N/A,1
1,ANTIOQUIA,100101,MEDELLIN,100101,100101,01001010107,PRESIDENTE,NACIONAL,LIGA DE GOBERNANTES ANTICORRUPCIÓN,1,RODOLFO HERNÁNDEZ,170
1,ANTIOQUIA,100101,MEDELLIN,100101,100101,01001010107,PRESIDENTE,NACIONAL,COALICIÓN PACTO HISTÓRICO,2,GUSTAVO PETRO,240
1,ANTIOQUIA,100101,MEDELLIN,100101,100101,01001010108,PRESIDENTE,NACIONAL,VOTOS EN BLANCO 																																														N,996,N/A,61
1,ANTIOQUIA,100101,MEDELLIN,100101,100101,01001010108,PRESIDENTE,NACIONAL,VOTOS NULOS 																																															N,997,N/A,34
1,ANTIOQUIA,100101,MEDELLIN,100101,100101,01001010108,PRESIDENTE,NACIONAL,VOTOS NO MARCADOS,998,N/A,3
1,ANTIOQUIA,100101,MEDELLIN,100101,100101,01001010108,PRESIDENTE,NACIONAL,LIGA DE GOBERNANTES ANTICORRUPCIÓN,1,RODOLFO HERNÁNDEZ,481
1,ANTIOQUIA,100101,MEDELLIN,100101,100101,01001010108,PRESIDENTE,NACIONAL,COALICIÓN PACTO HISTÓRICO,2,GUSTAVO PETRO,963
1,ANTIOQUIA,100101,MEDELLIN,100101,100102,01001010201,PRESIDENTE,NACIONAL,VOTOS EN BLANCO 																																														N,996,N/A,263
1,ANTIOQUIA,100101,MEDELLIN,100101,100102,01001010201,PRESIDENTE,NACIONAL,VOTOS NULOS 																																															N,997,N/A,186
1,ANTIOQUIA,100101,MEDELLIN,100101,100102,01001010201,PRESIDENTE,NACIONAL,VOTOS NO MARCADOS,998,N/A,13
1,ANTIOQUIA,100101,MEDELLIN,100101,100102,01001010201,PRESIDENTE,NACIONAL,LIGA DE GOBERNANTES ANTICORRUPCIÓN,1,RODOLFO HERNÁNDEZ,3546
1,ANTIOQUIA,100101,MEDELLIN,100101,100102,01001010201,PRESIDENTE,NACIONAL,COALICIÓN PACTO HISTÓRICO,2,GUSTAVO PETRO,3244
1,ANTIOQUIA,100101,MEDELLIN,100101,100102,01001010202,PRESIDENTE,NACIONAL,VOTOS EN BLANCO 																																														N,996,N/A,150
1,ANTIOQUIA,100101,MEDELLIN,100101,100102,01001010202,PRESIDENTE,NACIONAL,VOTOS NULOS 																																															N,997,N/A,118
1,ANTIOQUIA,100101,MEDELLIN,100101,100102,01001010202,PRESIDENTE,NACIONAL,VOTOS NO MARCADOS,998,N/A,6
1,ANTIOQUIA,100101,MEDELLIN,100101,100102,01001010202,PRESIDENTE,NACIONAL,LIGA DE GOBERNANTES ANTICORRUPCIÓN,1,RODOLFO HERNÁNDEZ,2204
1,ANTIOQUIA,100101,MEDELLIN,100101,100102,01001010202,PRESIDENTE,NACIONAL,COALICIÓN PACTO HISTÓRICO,2,GUSTAVO PETRO,1969
1,ANTIOQUIA,100101,MEDELLIN,100101,100102,01001010203,PRESIDENTE,NACIONAL,VOTOS EN BLANCO 																																														N,996,N/A,167
1,ANTIOQUIA,100101,MEDELLIN,100101,100102,01001010203,PRESIDENTE,NACIONAL,VOTOS NULOS 																																															N,997,N/A,137
1,ANTIOQUIA,100101,MEDELLIN,100101,100102,01001010203,PRESIDENTE,NACIONAL,VOTOS NO MARCADOS,998,N/A,10
1,ANTIOQUIA,100101,MEDELLIN,100101,100102,01001010203,PRESIDENTE,NACIONAL,LIGA DE GOBERNANTES ANTICORRUPCIÓN,1,RODOLFO HERNÁNDEZ,2980
1,ANTIOQUIA,100101,MEDELLIN,100101,100102,01001010203,PRESIDENTE,NACIONAL,COALICIÓN PACTO HISTÓRICO,2,GUSTAVO PETRO,1261
1,ANTIOQUIA,100101,MEDELLIN,100101,100102,01001010204,PRESIDENTE,NACIONAL,VOTOS EN BLANCO 																																														N,996,N/A,56
1,ANTIOQUIA,100101,MEDELLIN,100101,100102,01001010204,PRESIDENTE,NACIONAL,VOTOS NULOS 																																															N,997,N/A,30
1,ANTIOQUIA,100101,MEDELLIN,100101,100102,01001010204,PRESIDENTE,NACIONAL,VOTOS NO MARCADOS,998,N/A,2
1,ANTIOQUIA,100101,MEDELLIN,100101,100102,01001010204,PRESIDENTE,NACIONAL,LIGA DE GOBERNANTES ANTICORRUPCIÓN,1,RODOLFO HERNÁNDEZ,600
1,ANTIOQUIA,100101,MEDELLIN,100101,100102,01001010204,PRESIDENTE,NACIONAL,COALICIÓN PACTO HISTÓRICO,2,GUSTAVO PETRO,909
1,ANTIOQUIA,100101,MEDELLIN,100101,100102,01001010205,PRESIDENTE,NACIONAL,VOTOS EN BLANCO 																																														N,996,N/A,154
1,ANTIOQUIA,100101,MEDELLIN,100101,100102,01001010205,PRESIDENTE,NACIONAL,VOTOS NULOS 																																															N,997,N/A,78
1,ANTIOQUIA,100101,MEDELLIN,100101,100102,01001010205,PRESIDENTE,NACIONAL,VOTOS NO MARCADOS,998,N/A,3
1,ANTIOQUIA,100101,MEDELLIN,100101,100102,01001010205,PRESIDENTE,NACIONAL,LIGA DE GOBERNANTES ANTICORRUPCIÓN,1,RODOLFO HERNÁNDEZ,1387
1,ANTIOQUIA,100101,MEDELLIN,100101,100102,01001010205,PRESIDENTE,NACIONAL,COALICIÓN PACTO HISTÓRICO,2,GUSTAVO PETRO,1596
1,ANTIOQUIA,100102,MEDELLIN,100102,100103,01001020301,PRESIDENTE,NACIONAL,VOTOS EN BLANCO 																																														N,996,N/A,327
1,ANTIOQUIA,100102,MEDELLIN,100102,100103,01001020301,PRESIDENTE,NACIONAL,VOTOS NULOS 																																															N,997,N/A,187
1,ANTIOQUIA,100102,MEDELLIN,100102,100103,01001020301,PRESIDENTE,NACIONAL,VOTOS NO MARCADOS,998,N/A,17
1,ANTIOQUIA,100102,MEDELLIN,100102,100103,01001020301,PRESIDENTE,NACIONAL,LIGA DE GOBERNANTES ANTICORRUPCIÓN,1,RODOLFO HERNÁNDEZ,4476
1,ANTIOQUIA,100102,MEDELLIN,100102,100103,01001020301,PRESIDENTE,NACIONAL,COALICIÓN PACTO HISTÓRICO,2,GUSTAVO PETRO,3210
1,ANTIOQUIA,100102,MEDELLIN,100102,100103,01001020302,PRESIDENTE,NACIONAL,VOTOS EN BLANCO 																																														N,996,N/A,304
1,ANTIOQUIA,100102,MEDELLIN,100102,100103,01001020302,PRESIDENTE,NACIONAL,VOTOS NULOS 																																															N,997,N/A,196
1,ANTIOQUIA,100102,MEDELLIN,100102,100103,01001020302,PRESIDENTE,NACIONAL,VOTOS NO MARCADOS,998,N/A,12
1,ANTIOQUIA,100102,MEDELLIN,100102,100103,01001020302,PRESIDENTE,NACIONAL,LIGA DE GOBERNANTES ANTICORRUPCIÓN,1,RODOLFO HERNÁNDEZ,3595
1,ANTIOQUIA,100102,MEDELLIN,100102,100103,01001020302,PRESIDENTE,NACIONAL,COALICIÓN PACTO HISTÓRICO,2,GUSTAVO PETRO,3261
1,ANTIOQUIA,100102,MEDELLIN,100102,100103,01001020303,PRESIDENTE,NACIONAL,VOTOS EN BLANCO 																																														N,996,N/A,168
1,ANTIOQUIA,100102,MEDELLIN,100102,100103,01001020303,PRESIDENTE,NACIONAL,VOTOS NULOS 																																															N,997,N/A,132
1,ANTIOQUIA,100102,MEDELLIN,100102,100103,01001020303,PRESIDENTE,NACIONAL,VOTOS NO MARCADOS,998,N/A,12
1,ANTIOQUIA,100102,MEDELLIN,100102,100103,01001020303,PRESIDENTE,NACIONAL,LIGA DE GOBERNANTES ANTICORRUPCIÓN,1,RODOLFO HERNÁNDEZ,2566
1,ANTIOQUIA,100102,MEDELLIN,100102,100103,01001020303,PRESIDENTE,NACIONAL,COALICIÓN PACTO HISTÓRICO,2,GUSTAVO PETRO,1717
1,ANTIOQUIA,100102,MEDELLIN,100102,100103,01001020304,PRESIDENTE,NACIONAL,VOTOS EN BLANCO 																																														N,996,N/A,66
1,ANTIOQUIA,100102,MEDELLIN,100102,100103,01001020304,PRESIDENTE,NACIONAL,VOTOS NULOS 																																															N,997,N/A,41
1,ANTIOQUIA,100102,MEDELLIN,100102,100103,01001020304,PRESIDENTE,NACIONAL,VOTOS NO MARCADOS,998,N/A,5
1,ANTIOQUIA,100102,MEDELLIN,100102,100103,01001020304,PRESIDENTE,NACIONAL,LIGA DE GOBERNANTES ANTICORRUPCIÓN,1,RODOLFO HERNÁNDEZ,821
1,ANTIOQUIA,100102,MEDELLIN,100102,100103,01001020304,PRESIDENTE,NACIONAL,COALICIÓN PACTO HISTÓRICO,2,GUSTAVO PETRO,678
1,ANTIOQUIA,100102,MEDELLIN,100102,100104,01001020401,PRESIDENTE,NACIONAL,VOTOS EN BLANCO 																																														N,996,N/A,180
1,ANTIOQUIA,100102,MEDELLIN,100102,100104,01001020401,PRESIDENTE,NACIONAL,VOTOS NULOS 																																															N,997,N/A,131
1,ANTIOQUIA,100102,MEDELLIN,100102,100104,01001020401,PRESIDENTE,NACIONAL,VOTOS NO MARCADOS,998,N/A,7
1,ANTIOQUIA,100102,MEDELLIN,100102,100104,01001020401,PRESIDENTE,NACIONAL,LIGA DE GOBERNANTES ANTICORRUPCIÓN,1,RODOLFO HERNÁNDEZ,2656
1,ANTIOQUIA,100102,MEDELLIN,100102,100104,01001020401,PRESIDENTE,NACIONAL,COALICIÓN PACTO HISTÓRICO,2,GUSTAVO PETRO,2059
1,ANTIOQUIA,100102,MEDELLIN,100102,100104,01001020402,PRESIDENTE,NACIONAL,VOTOS EN BLANCO 																																														N,996,N/A,197
1,ANTIOQUIA,100102,MEDELLIN,100102,100104,01001020402,PRESIDENTE,NACIONAL,VOTOS NULOS 																																															N,997,N/A,152
1,ANTIOQUIA,100102,MEDELLIN,100102,100104,01001020402,PRESIDENTE,NACIONAL,VOTOS NO MARCADOS,998,N/A,9
1,ANTIOQUIA,100102,MEDELLIN,100102,100104,01001020402,PRESIDENTE,NACIONAL,LIGA DE GOBERNANTES ANTICORRUPCIÓN,1,RODOLFO HERNÁNDEZ,3174
1,ANTIOQUIA,100102,MEDELLIN,100102,100104,01001020402,PRESIDENTE,NACIONAL,COALICIÓN PACTO HISTÓRICO,2,GUSTAVO PETRO,2157
1,ANTIOQUIA,100102,MEDELLIN,100102,100104,01001020403,PRESIDENTE,NACIONAL,VOTOS EN BLANCO 																																														N,996,N/A,195
1,ANTIOQUIA,100102,MEDELLIN,100102,100104,01001020403,PRESIDENTE,NACIONAL,VOTOS NULOS 																																															N,997,N/A,111
1,ANTIOQUIA,100102,MEDELLIN,100102,100104,01001020403,PRESIDENTE,NACIONAL,VOTOS NO MARCADOS,998,N/A,5
1,ANTIOQUIA,100102,MEDELLIN,100102,100104,01001020403,PRESIDENTE,NACIONAL,LIGA DE GOBERNANTES ANTICORRUPCIÓN,1,RODOLFO HERNÁNDEZ,2633
1,ANTIOQUIA,100102,MEDELLIN,100102,100104,01001020403,PRESIDENTE,NACIONAL,COALICIÓN PACTO HISTÓRICO,2,GUSTAVO PETRO,2038
1,ANTIOQUIA,100103,MEDELLIN,100103,100105,01001030501,PRESIDENTE,NACIONAL,VOTOS EN BLANCO 																																														N,996,N/A,345
1,ANTIOQUIA,100103,MEDELLIN,100103,100105,01001030501,PRESIDENTE,NACIONAL,VOTOS NULOS 																																															N,997,N/A,249
1,ANTIOQUIA,100103,MEDELLIN,100103,100105,01001030501,PRESIDENTE,NACIONAL,VOTOS NO MARCADOS,998,N/A,16
1,ANTIOQUIA,100103,MEDELLIN,100103,100105,01001030501,PRESIDENTE,NACIONAL,LIGA DE GOBERNANTES ANTICORRUPCIÓN,1,RODOLFO HERNÁNDEZ,5065
1,ANTIOQUIA,100103,MEDELLIN,100103,100105,01001030501,PRESIDENTE,NACIONAL,COALICIÓN PACTO HISTÓRICO,2,GUSTAVO PETRO,3582
1,ANTIOQUIA,100103,MEDELLIN,100103,100105,01001030502,PRESIDENTE,NACIONAL,VOTOS EN BLANCO 																																														N,996,N/A,268
1,ANTIOQUIA,100103,MEDELLIN,100103,100105,01001030502,PRESIDENTE,NACIONAL,VOTOS NULOS 																																															N,997,N/A,173
1,ANTIOQUIA,100103,MEDELLIN,100103,100105,01001030502,PRESIDENTE,NACIONAL,VOTOS NO MARCADOS,998,N/A,7
1,ANTIOQUIA,100103,MEDELLIN,100103,100105,01001030502,PRESIDENTE,NACIONAL,LIGA DE GOBERNANTES ANTICORRUPCIÓN,1,RODOLFO HERNÁNDEZ,2974
1,ANTIOQUIA,100103,MEDELLIN,100103,100105,01001030502,PRESIDENTE,NACIONAL,COALICIÓN PACTO HISTÓRICO,2,GUSTAVO PETRO,2388
1,ANTIOQUIA,100103,MEDELLIN,100103,100105,01001030503,PRESIDENTE,NACIONAL,VOTOS EN BLANCO 																																														N,996,N/A,332
1,ANTIOQUIA,100103,MEDELLIN,100103,100105,01001030503,PRESIDENTE,NACIONAL,VOTOS NULOS 																																															N,997,N/A,223
1,ANTIOQUIA,100103,MEDELLIN,100103,100105,01001030503,PRESIDENTE,NACIONAL,VOTOS NO MARCADOS,998,N/A,16
1,ANTIOQUIA,100103,MEDELLIN,100103,100105,01001030503,PRESIDENTE,NACIONAL,LIGA DE GOBERNANTES ANTICORRUPCIÓN,1,RODOLFO HERNÁNDEZ,5669
1,ANTIOQUIA,100103,MEDELLIN,100103,100105,01001030503,PRESIDENTE,NACIONAL,COALICIÓN PACTO HISTÓRICO,2,GUSTAVO PETRO,3375
1,ANTIOQUIA,100103,MEDELLIN,100103,100105,01001030504,PRESIDENTE,NACIONAL,VOTOS EN BLANCO 																																														N,996,N/A,365
1,ANTIOQUIA,100103,MEDELLIN,100103,100105,01001030504,PRESIDENTE,NACIONAL,VOTOS NULOS 																																															N,997,N/A,208
1,ANTIOQUIA,100103,MEDELLIN,100103,100105,01001030504,PRESIDENTE,NACIONAL,VOTOS NO MARCADOS,998,N/A,9
1,ANTIOQUIA,100103,MEDELLIN,100103,100105,01001030504,PRESIDENTE,NACIONAL,LIGA DE GOBERNANTES ANTICORRUPCIÓN,1,RODOLFO HERNÁNDEZ,4047
1,ANTIOQUIA,100103,MEDELLIN,100103,100105,01001030504,PRESIDENTE,NACIONAL,COALICIÓN PACTO HISTÓRICO,2,GUSTAVO PETRO,3452
1,ANTIOQUIA,100103,MEDELLIN,100103,100105,01001030505,PRESIDENTE,NACIONAL,VOTOS EN BLANCO 																																														N,996,N/A,68
1,ANTIOQUIA,100103,MEDELLIN,100103,100105,01001030505,PRESIDENTE,NACIONAL,VOTOS NULOS 																																															N,997,N/A,41
1,ANTIOQUIA,100103,MEDELLIN,100103,100105,01001030505,PRESIDENTE,NACIONAL,VOTOS NO MARCADOS,998,N/A,2
1,ANTIOQUIA,100103,MEDELLIN,100103,100105,01001030505,PRESIDENTE,NACIONAL,LIGA DE GOBERNANTES ANTICORRUPCIÓN,1,RODOLFO HERNÁNDEZ,773
1,ANTIOQUIA,100103,MEDELLIN,100103,100105,01001030505,PRESIDENTE,NACIONAL,COALICIÓN PACTO HISTÓRICO,2,GUSTAVO PETRO,1112
1,ANTIOQUIA,100103,MEDELLIN,100103,100105,01001030506,PRESIDENTE,NACIONAL,VOTOS EN BLANCO 																																														N,996,N/A,15
1,ANTIOQUIA,100103,MEDELLIN,100103,100105,01001030506,PRESIDENTE,NACIONAL,VOTOS NULOS 																																															N,997,N/A,11
1,ANTIOQUIA,100103,MEDELLIN,100103,100105,01001030506,PRESIDENTE,NACIONAL,VOTOS NO MARCADOS,998,N/A,1
1,ANTIOQUIA,100103,MEDELLIN,100103,100105,01001030506,PRESIDENTE,NACIONAL,LIGA DE GOBERNANTES ANTICORRUPCIÓN,1,RODOLFO HERNÁNDEZ,258
1,ANTIOQUIA,100103,MEDELLIN,100103,100105,01001030506,PRESIDENTE,NACIONAL,COALICIÓN PACTO HISTÓRICO,2,GUSTAVO PETRO,279
1,ANTIOQUIA,100103,MEDELLIN,100103,100105,01001030507,PRESIDENTE,NACIONAL,VOTOS EN BLANCO 																																														N,996,N/A,26
1,ANTIOQUIA,100103,MEDELLIN,100103,100105,01001030507,PRESIDENTE,NACIONAL,VOTOS NULOS 																																															N,997,N/A,18
1,ANTIOQUIA,100103,MEDELLIN,100103,100105,01001030507,PRESIDENTE,NACIONAL,LIGA DE GOBERNANTES ANTICORRUPCIÓN,1,RODOLFO HERNÁNDEZ,260
1,ANTIOQUIA,100103,MEDELLIN,100103,100105,01001030507,PRESIDENTE,NACIONAL,COALICIÓN PACTO HISTÓRICO,2,GUSTAVO PETRO,533
1,ANTIOQUIA,100103,MEDELLIN,100103,100106,01001030601,PRESIDENTE,NACIONAL,VOTOS EN BLANCO 																																														N,996,N/A,236
1,ANTIOQUIA,100103,MEDELLIN,100103,100106,01001030601,PRESIDENTE,NACIONAL,VOTOS NULOS 																																															N,997,N/A,165
1,ANTIOQUIA,100103,MEDELLIN,100103,100106,01001030601,PRESIDENTE,NACIONAL,VOTOS NO MARCADOS,998,N/A,11
1,ANTIOQUIA,100103,MEDELLIN,100103,100106,01001030601,PRESIDENTE,NACIONAL,LIGA DE GOBERNANTES ANTICORRUPCIÓN,1,RODOLFO HERNÁNDEZ,3964
1,ANTIOQUIA,100103,MEDELLIN,100103,100106,01001030601,PRESIDENTE,NACIONAL,COALICIÓN PACTO HISTÓRICO,2,GUSTAVO PETRO,2397
1,ANTIOQUIA,100103,MEDELLIN,100103,100106,01001030602,PRESIDENTE,NACIONAL,VOTOS EN BLANCO 																																														N,996,N/A,361
1,ANTIOQUIA,100103,MEDELLIN,100103,100106,01001030602,PRESIDENTE,NACIONAL,VOTOS NULOS 																																															N,997,N/A,149
1,ANTIOQUIA,100103,MEDELLIN,100103,100106,01001030602,PRESIDENTE,NACIONAL,VOTOS NO MARCADOS,998,N/A,5
1,ANTIOQUIA,100103,MEDELLIN,100103,100106,01001030602,PRESIDENTE,NACIONAL,LIGA DE GOBERNANTES ANTICORRUPCIÓN,1,RODOLFO HERNÁNDEZ,5054
1,ANTIOQUIA,100103,MEDELLIN,100103,100106,01001030602,PRESIDENTE,NACIONAL,COALICIÓN PACTO HISTÓRICO,2,GUSTAVO PETRO,3390
1,ANTIOQUIA,100103,MEDELLIN,100103,100106,01001030603,PRESIDENTE,NACIONAL,VOTOS EN BLANCO 																																														N,996,N/A,169
1,ANTIOQUIA,100103,MEDELLIN,100103,100106,01001030603,PRESIDENTE,NACIONAL,VOTOS NULOS 																																															N,997,N/A,70
1,ANTIOQUIA,100103,MEDELLIN,100103,100106,01001030603,PRESIDENTE,NACIONAL,VOTOS NO MARCADOS,998,N/A,1
1,ANTIOQUIA,100103,MEDELLIN,100103,100106,01001030603,PRESIDENTE,NACIONAL,LIGA DE GOBERNANTES ANTICORRUPCIÓN,1,RODOLFO HERNÁNDEZ,2219
