Código Departamento,Departamento,Código Municipio,Municipio,Comuna,Zona,Código Puesto,Puesto,Censo Mujeres,Censo Hombres,Voto por candidato o lista,Voto blanco,Voto total,Voto nulo,Voto no marcado,Total abstenciones,Total censo
1,ANTIOQUIA,1001,MEDELLIN,SIN COMUNA,100190,01001009001,ESTADIO ATANASIO GIRARDOT,55116,21,17640,313,18110,142,15,37027,55137
1,ANTIOQUIA,1001,MEDELLIN,SIN COMUNA,100190,01001009002,PLAZA MAYOR CTRO EXPOS. CONVEN,9,53082,16751,327,17304,212,14,35787,53091
1,ANTIOQUIA,1001,MEDELLIN,SIN COMUNA,100198,01001009801,RECLU. DE MUJERES PEDREGAL ME,57,161,74,1,77,2,0,141,218
1,ANTIOQUIA,1001,MEDELLIN,SIN COMUNA,100198,01001009802,ESTAB. CARCELARIO PEDREGAL ME,168,17,65,1,66,0,0,119,185
1,ANTIOQUIA,1001,MEDELLIN,SIN COMUNA,100198,01001009803,CENTRO CARLOS LLERAS RESTREPO,256,67,139,7,150,3,1,173,323
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 1 POPULAR,100101,01001010101,SEC. ESC. LA ESPERANZA NO 2,7439,4975,4104,130,4343,103,6,8071,12414
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 1 POPULAR,100101,01001010102,INST.EDUC. LA CANDELARIA,6750,10595,7052,252,7516,190,22,9829,17345
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 1 POPULAR,100101,01001010103,INST.EDUC.MARIA DE LOS A.,3392,4140,3934,83,4133,110,6,3399,7532
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 1 POPULAR,100101,01001010104,SEC. ESC. MEDELLIN,3716,4655,4438,117,4663,100,8,3708,8371
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 1 POPULAR,100101,01001010105,I.E.FE Y ALEGRIA GRANIZAL,1400,1567,1304,38,1369,26,1,1598,2967
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 1 POPULAR,100101,01001010106,IE LA AVANZADA,449,664,443,25,485,16,1,628,1113
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 1 POPULAR,100101,01001010107,SEC. ESC. CARPINELO AMAPOLITA,356,467,426,10,444,8,0,379,823
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 1 POPULAR,100101,01001010108,IE ANTONIO DERKA,1548,1824,1442,41,1527,42,2,1845,3372
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 1 POPULAR,100102,01001010201,SEC.ESC. PABLO VI,17562,5547,6838,211,7239,174,16,15870,23109
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 1 POPULAR,100102,01001010202,SEC. ESC. DIVINA PROVIDENCIA,2719,9031,4306,121,4541,108,6,7209,11750
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 1 POPULAR,100102,01001010203,SEC.ESC.AGRIPINA MONTES DEL VA,3388,5237,4528,83,4719,99,9,3906,8625
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 1 POPULAR,100102,01001010204,I.E.FEDERICO CARRASQUILLA,1288,1641,1526,52,1615,35,2,1314,2929
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 1 POPULAR,100102,01001010205,I.E.GUADALUPE,2042,5985,3119,102,3280,58,1,4747,8027
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 2 SANTA CRUZ,100103,01001020301,INST. EDUC. ASIA IGNACIANA,6817,7480,7907,189,8269,157,16,6028,14297
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 2 SANTA CRUZ,100103,01001020302,SEC.ESC.  MANUEL URIBE ANGEL,5595,7717,7233,197,7585,148,7,5727,13312
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 2 SANTA CRUZ,100103,01001020303,SEC.ESC. REPUB. DE NICARAGUA,3548,4801,4538,114,4774,110,12,3575,8349
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 2 SANTA CRUZ,100103,01001020304,I.E.FE Y ALEGRIA J.MARIA VELAZ,1039,1530,1485,47,1578,42,4,991,2569
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 2 SANTA CRUZ,100104,01001020401,I.E. BARRIO SANTA CRUZ,4214,5163,4931,124,5181,120,6,4196,9377
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 2 SANTA CRUZ,100104,01001020402,SEC. ESC. ARZOBISPO GARCIA,4223,5408,5640,135,5900,117,8,3731,9631
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 2 SANTA CRUZ,100104,01001020403,I.E. REPUBLICA DE HONDURAS,3537,4605,4838,127,5069,98,6,3073,8142
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 3 MANRIQUE,100105,01001030501,I.E. REPUBLICA DE BARBADOS,6623,8756,9059,248,9506,186,13,5873,15379
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 3 MANRIQUE,100105,01001030502,I.E. SAN LORENZO DE ABURR,4325,5455,5771,152,6051,117,11,3729,9780
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 3 MANRIQUE,100105,01001030503,I.E. MANUELA BELTRAN,6001,11261,9419,231,9858,192,16,7404,17262
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 3 MANRIQUE,100105,01001030504,SEC.ESC.SAN JOSE(I.E. MAN BEL,8023,5932,7729,234,8147,176,8,5808,13955
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 3 MANRIQUE,100105,01001030505,I.E.RAMON MUNERA LOPERA,1448,2005,1889,64,1994,38,3,1459,3453
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 3 MANRIQUE,100105,01001030506,IE BELLO ORIENTE,482,654,547,15,581,17,2,555,1136
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 3 MANRIQUE,100105,01001030507,IE JOSE ROBERTO VASQUEZ,609,771,795,27,839,17,0,541,1380
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 3 MANRIQUE,100106,01001030601,I.E. JOSE ANTONIO GALAN,5439,6476,6710,157,6974,102,5,4941,11915
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 3 MANRIQUE,100106,01001030602,I.E. HERNAN TORO AGUDELO,5991,7493,8801,251,9165,110,3,4319,13484
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 3 MANRIQUE,100106,01001030603,I.E. PEDRO LUIS VILLA(PR),3846,3972,4125,117,4300,56,2,3518,7818
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 3 MANRIQUE,100106,01001030604,IE SAN JUAN BAUTISTA DE LA SAL,1045,1285,1474,47,1547,25,1,783,2330
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 4 ARANJUEZ,100107,01001040701,COL AGUSTINIANO DE SAN NICOLA,6524,7678,9166,215,9503,111,11,4699,14202
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 4 ARANJUEZ,100107,01001040702,I.E. MONSEÑOR FCO. CRISTOBAL T,5329,6596,7322,146,7552,79,5,4373,11925
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 4 ARANJUEZ,100107,01001040703,I.E. GILBERTO ALZATE AVENDAÑO,5906,6768,7484,166,7757,101,6,4917,12674
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 4 ARANJUEZ,100107,01001040704,I.E. CAMPO VALDES,4581,5459,6357,172,6612,80,3,3428,10040
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 4 ARANJUEZ,100107,01001040705,I.E.SAN JUAN BOSCO,804,1303,1541,31,1589,16,1,518,2107
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 4 ARANJUEZ,100107,01001040706,IE JOSE EUSEVIO CARO,597,643,981,20,1008,7,0,232,1240
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 4 ARANJUEZ,100107,01001040707,IE LORENZA VILLEGAS DE SANTOS,556,829,1140,25,1171,5,1,214,1385
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 4 ARANJUEZ,100107,01001040708,SEC ESC TOMAS CARRASQUILLA,262,294,452,8,466,6,0,90,556
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 4 ARANJUEZ,100108,01001040801,I.E. ALFONSO MORA NARANJO,5198,6135,7170,158,7412,81,3,3921,11333
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 4 ARANJUEZ,100108,01001040802,I.E. JOSE MARIA BRAVO MARQUEZ,3107,3706,4224,106,4378,44,4,2435,6813
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 4 ARANJUEZ,100108,01001040803,I.E. FRANCISCO MIRANDA,7324,9206,8911,192,9285,167,15,7245,16530
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 4 ARANJUEZ,100108,01001040804,I.E. JAVIERA LONDOÑO,5598,5699,7377,139,7585,66,3,3712,11297
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 4 ARANJUEZ,100108,01001040805,I.E. EL BOSQUE,2361,2651,2750,83,2894,58,3,2118,5012
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 4 ARANJUEZ,100108,01001040806,IE FRANCISCO MIRANDA SD JULIO,586,725,859,31,901,10,1,410,1311
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 5 CASTILLA,100109,01001050901,I.E. JULIO CESAR GARCIA,4870,5936,7386,160,7617,66,5,3189,10806
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 5 CASTILLA,100109,01001050902,SEC. ESC. EDUARDO URIBE BOTER,4380,5372,6479,138,6702,81,4,3050,9752
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 5 CASTILLA,100109,01001050903,I.E. PBRO. ANTONIO JOSE BERNAL,7747,7984,7696,184,7988,106,2,7743,15731
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 5 CASTILLA,100109,01001050904,I.E.SEBASTIAN DE BELALCAZAR,1166,1476,1819,40,1888,27,2,754,2642
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 5 CASTILLA,100109,01001050905,IE TRICENTENARIO,4052,4754,5500,154,5713,54,5,3093,8806
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 5 CASTILLA,100109,01001050906,SEC ESC TOSCANA,882,1065,1388,39,1443,16,0,504,1947
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 5 CASTILLA,100110,01001051001,IE TRICENTENARIO,5300,7140,8507,185,8825,123,10,3615,12440
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 5 CASTILLA,100110,01001051002,I.E. MARIA MONTESSORI,7554,8588,10096,291,10551,155,9,5591,16142
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 5 CASTILLA,100110,01001051003,INST. EDU REPUBLICA DE URUGUA,2041,2424,3059,74,3171,38,0,1294,4465
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 5 CASTILLA,100110,01001051004,I.E. MAESTRO ARENAS BETANCUR,5809,7122,8186,169,8487,126,6,4444,12931
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 5 CASTILLA,100110,01001051005,I.E. DINAMARCA,1602,2023,2810,71,2911,29,1,714,3625
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 6 DOCE DE OCTUBRE,100111,01001061101,I.E. CIUDADELA LAS AMERICAS,4958,6234,6440,170,6734,118,6,4458,11192
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 6 DOCE DE OCTUBRE,100111,01001061102,COL VIDA Y PAZ PROGRESAR UNID,3506,4383,4272,120,4477,76,9,3412,7889
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 6 DOCE DE OCTUBRE,100111,01001061103,SEC. ESC. LEON DE GREIFF,3098,4310,4307,118,4515,86,4,2893,7408
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 6 DOCE DE OCTUBRE,100111,01001061104,I.E. DOCE DE OCTUBRE,3166,4458,4839,93,5005,66,7,2619,7624
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 6 DOCE DE OCTUBRE,100111,01001061105,SE. ESC. PEDREGAL,906,1030,1228,38,1286,20,0,650,1936
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 6 DOCE DE OCTUBRE,100111,01001061106,I.E. EL TRIUNFO SANTA TERESA,1051,1326,1481,50,1562,28,3,815,2377
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 6 DOCE DE OCTUBRE,100111,01001061107,IE SANTA JUANA DE LESTONACC,3435,3852,4287,147,4492,56,2,2795,7287
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 6 DOCE DE OCTUBRE,100111,01001061108,IE JESUS MARIA VALLE JARAMILLO,1309,1574,1845,50,1916,19,2,967,2883
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 6 DOCE DE OCTUBRE,100112,01001061201,I.E.MAESTRO FERNANDO BOTERO,4917,6185,7228,177,7515,103,7,3587,11102
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 6 DOCE DE OCTUBRE,100112,01001061202,I.E.ALFREDO COCK ARANGO,4602,5667,6222,115,6427,84,6,3842,10269
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 6 DOCE DE OCTUBRE,100112,01001061203,SEC.ESC.SAN MARTIN DE PORRES,2858,3881,4093,93,4260,69,5,2479,6739
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 6 DOCE DE OCTUBRE,100112,01001061204,I.E. KENNEDY,4762,6878,7143,135,7415,116,21,4225,11640
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 6 DOCE DE OCTUBRE,100112,01001061205,SEC.CONCENTRACION EDUC.KENNEDY,3430,3782,4315,121,4515,77,2,2697,7212
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 6 DOCE DE OCTUBRE,100112,01001061206,I.E.JORGE ELIECER GAITAN(PPAL),970,1482,1760,41,1832,29,2,620,2452
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 6 DOCE DE OCTUBRE,100112,01001061207,I.E.LA ESPERANZA,2014,2147,2326,71,2426,28,1,1735,4161
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 6 DOCE DE OCTUBRE,100112,01001061208,I.E.LA ESPERANZA,990,1437,1724,36,1789,29,0,638,2427
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 7 ROBLEDO,100113,01001071301,I.E. SAN VICENTE DE PAUL,4650,5691,7017,141,7205,45,2,3136,10341
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 7 ROBLEDO,100113,01001071302,SEC.ESC. EL DIAMANTE,4241,5947,6639,138,6879,100,2,3309,10188
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 7 ROBLEDO,100113,01001071303,I.E.EL DIAMANTE (SEDE BTO),3609,3861,4657,130,4850,62,1,2620,7470
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 7 ROBLEDO,100113,01001071304,I.E.FE Y ALEGRIA VILLA DE LA C,5566,7209,7490,195,7809,119,5,4966,12775
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 7 ROBLEDO,100113,01001071305,I.E.FE Y ALEGRIA SAN JOSE,1761,2660,2988,63,3104,50,3,1317,4421
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 7 ROBLEDO,100113,01001071306,TECNOLOGICO DE ANTIOQUIA,3763,4785,6656,158,6849,34,1,1699,8548
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 7 ROBLEDO,100113,01001071307,IE JESUS REY,1562,2070,2742,84,2846,20,0,786,3632
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 7 ROBLEDO,100113,01001071308,IE AURES,1127,1450,1620,75,1727,28,4,850,2577
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 7 ROBLEDO,100114,01001071401,I.E.MON. GERARDO VALENCIA CAN,1911,2640,3302,76,3396,16,2,1155,4551
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 7 ROBLEDO,100114,01001071402,I.E. JORGE ROBLEDO,5835,7072,7760,165,8002,72,5,4905,12907
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 7 ROBLEDO,100114,01001071403,I.E.MARISCAL ROBLEDO,3827,3468,3793,108,3945,44,0,3350,7295
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 7 ROBLEDO,100114,01001071404,SEC.ESC. SANTA MARGARITA,3108,4178,3913,140,4169,112,4,3117,7286
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 7 ROBLEDO,100114,01001071405,COLEGIO FERRINI,4731,5680,7192,201,7449,54,2,2962,10411
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 7 ROBLEDO,100114,01001071406,I.E.CAMILO MORA CARRASQUILLA,1393,1636,1851,61,1935,23,0,1094,3029
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 7 ROBLEDO,100114,01001071407,COL MAYOR DE ANTIOQUIA,1795,2110,3086,77,3176,13,0,729,3905
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 7 ROBLEDO,100114,01001071408,IE BARRIO OLAYA HERRERA,540,819,694,25,741,22,0,618,1359
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 8 VILLA HERMOSA,100115,01001081501,I.E. JUAN DE DIOS CARVAJAL,4963,5560,6833,132,7026,61,0,3497,10523
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 8 VILLA HERMOSA,100115,01001081502,I.E. JUAN DE LA CRUZ POSADA,2444,3150,3926,78,4037,32,1,1557,5594
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 8 VILLA HERMOSA,100115,01001081503,I.E.JOSE CELESTINO MUTIS,1577,1945,2571,72,2665,21,1,857,3522
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 8 VILLA HERMOSA,100115,01001081504,INST.METROPOLITANO (I.T.M),942,965,1264,44,1319,10,1,588,1907
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 8 VILLA HERMOSA,100115,01001081505,SEC.ESC.JULIA AGUDELO,9375,12271,11947,309,12507,225,26,9139,21646
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 8 VILLA HERMOSA,100115,01001081506,SEC.ESC.NIÑO JESUS DE PRAGA,1231,1864,2019,72,2139,47,1,956,3095
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 8 VILLA HERMOSA,100115,01001081507,I.E.SOL DEL ORIENTE,1532,1856,1789,58,1882,33,2,1506,3388
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 8 VILLA HERMOSA,100115,01001081508,IE LUIS CARLOS GALAN SARMIENTO,1257,1398,1449,63,1542,28,2,1113,2655
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 8 VILLA HERMOSA,100115,01001081509,IE ESC NORMAL SUPERIOR DE MEDELLIN,377,489,655,15,677,7,0,189,866
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 8 VILLA HERMOSA,100116,01001081601,I.E. VILLA TURBAY,1842,2490,2099,72,2234,60,3,2098,4332
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 8 VILLA HERMOSA,100116,01001081602,SEC.ESCUELA LAS ESTANCIAS,1319,1737,1627,34,1696,34,1,1360,3056
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 8 VILLA HERMOSA,100116,01001081603,SEC.ESC.SOR MARIA LUISA COURB,3619,4790,4622,105,4843,109,7,3566,8409
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 8 VILLA HERMOSA,100116,01001081604,I.E. SAN FRANCISCO DE ASIS,3255,3944,3825,98,4021,90,8,3178,7199
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 8 VILLA HERMOSA,100116,01001081605,ESC. REPUBLICA DEL PERU,3044,3667,4089,87,4260,79,5,2451,6711
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 8 VILLA HERMOSA,100116,01001081606,IE GABRIEL GARCIA MARQUEZ,103,167,203,10,218,5,0,52,270
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 9 BUENOS AIRES,100117,01001091701,I.E.GUADALUPANO LA SALLE,5725,7246,8492,203,8809,108,6,4162,12971
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 9 BUENOS AIRES,100117,01001091702,I.E. MERCEDITAS GOMEZ MARTINE,4938,6546,7911,217,8225,91,6,3259,11484
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 9 BUENOS AIRES,100117,01001091703,I.E. MANUEL JOSE CAICEDO,4329,5052,5161,134,5350,53,2,4031,9381
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 9 BUENOS AIRES,100117,01001091704,I.E. LA MILAGROSA,8371,10638,12747,311,13211,141,12,5798,19009
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 9 BUENOS AIRES,100117,01001091705,COLEGIO EUCARISTICO,1875,2391,3231,75,3337,31,0,929,4266
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 9 BUENOS AIRES,100117,01001091706,SENA SD BUENOS AIRES,663,641,889,24,921,8,0,383,1304
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 9 BUENOS AIRES,100117,01001091707,IE ARZOBISPO TULIO BOTERO SALAZAR,264,363,467,16,492,8,1,135,627
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 9 BUENOS AIRES,100117,01001091708,IE MADRE LAURA,465,536,812,23,842,6,1,159,1001
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 9 BUENOS AIRES,100118,01001091801,I.E. LORETO GABRIELA GOMEZ CA,3768,4452,5413,137,5617,63,4,2603,8220
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 9 BUENOS AIRES,100118,01001091802,INST.EDUCATIVA FEDERICO OZANA,6623,7337,8969,168,9223,83,3,4737,13960
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 9 BUENOS AIRES,100118,01001091803,ESCUELA NORMAL SUPERIOR ANT.,3810,4883,5941,120,6105,42,2,2588,8693
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 9 BUENOS AIRES,100118,01001091804,SEC. ESC. JOSE DE SAN MARTIN,4952,6060,7472,156,7699,68,3,3313,11012
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 9 BUENOS AIRES,100118,01001091805,SEC. ESC. JUAN CANCIO RESTREPO,428,563,677,8,689,3,1,302,991
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 10 LA CANDELARIA,100119,01001101901,I.E. TULIO OSPINA,5959,6139,6872,108,7030,42,8,5068,12098
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 10 LA CANDELARIA,100119,01001101902,SEC.ESC.AGUSTIN NIETO CABALLE,1275,1552,1908,42,1958,8,0,869,2827
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 10 LA CANDELARIA,100119,01001101903,COLEGIO SALESIANO EL SUFRAGIO,7196,8531,10809,218,11088,53,8,4639,15727
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 10 LA CANDELARIA,100119,01001101904,I.E. CEFA,5867,9567,10163,197,10430,62,8,5004,15434
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 10 LA CANDELARIA,100119,01001101905,I.E. HECTOR ABAD GOMEZ,6489,3417,6661,164,6872,45,2,3034,9906
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 10 LA CANDELARIA,100119,01001101906,IE JAVIER A LONDOÑO,985,1119,1589,35,1632,7,1,472,2104
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 10 LA CANDELARIA,100119,01001101907,I.T.M. (PRADO CENTRO),1157,1020,1566,35,1612,11,0,565,2177
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 10 LA CANDELARIA,100120,01001102001,CENTRO COMERCIAL SAN DIEGO,7792,9466,12701,165,12912,44,2,4346,17258
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 10 LA CANDELARIA,100120,01001102002,ALCALDIA MUNICIPAL (SOTANO),7843,5808,7073,107,7257,70,7,6394,13651
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 10 LA CANDELARIA,100120,01001102003,SENA,3750,2410,3260,54,3365,47,4,2795,6160
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 10 LA CANDELARIA,100120,01001102004,UNIVERSIDAD CLARETIANA,710,745,1166,21,1194,6,1,261,1455
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 11 LAURELES,100121,01001112101,INSTITUTO JORGE ROBLEDO,4339,5032,6904,88,7023,27,4,2348,9371
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 11 LAURELES,100121,01001112102,INST.EDUC. MATER DEI,4866,6410,8392,96,8502,12,2,2774,11276
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 11 LAURELES,100121,01001112103,I.E. MARCO FIDEL SUAREZ,5440,5285,7135,95,7279,44,5,3446,10725
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 11 LAURELES,100121,01001112104,COLEGIO CALASANZ FEMENINO,3418,4763,6728,121,6869,19,1,1312,8181
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 11 LAURELES,100121,01001112105,COL SAN IGNACIO SD MAYORES,1367,1318,2208,45,2258,4,1,427,2685
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 11 LAURELES,100121,01001112106,SEC. ESC. CARLOS OBANDO VELASC,432,535,823,15,841,2,1,126,967
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 11 LAURELES,100122,01001112201,SEC.ESC. AGRUPACION COLOMBIA,5207,6825,8912,123,9051,14,2,2981,12032
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 11 LAURELES,100122,01001112202,I.E. LUCRECIO JARAMILLO VELEZ,7330,9894,12802,133,12957,18,4,4267,17224
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 11 LAURELES,100122,01001112203,COLEGIO BETLEHEMITAS,2082,3065,4337,72,4410,1,0,737,5147
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 11 LAURELES,100122,01001112204,COL.SAN IGNACIO (SEC.INFANTIL),1523,1743,2631,56,2694,6,1,572,3266
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 11 LAURELES,100122,01001112205,UNIVERSIDAD ADVENTISTA,1594,1937,2989,74,3068,5,0,463,3531
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 11 LAURELES,100122,01001112206,UNIVERSIDAD PONTIFICIA BOLIVAR,3645,4434,6812,138,6957,7,0,1122,8079
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 12 LA AMERICA,100123,01001122301,SEC. ESC. SANTA LUCIA,4892,6684,8180,153,8378,41,4,3198,11576
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 12 LA AMERICA,100123,01001122302,I.E. CONCEJO DE MEDELLIN,9076,11119,14887,231,15176,54,4,5019,20195
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 12 LA AMERICA,100123,01001122303,INST EDUC. LA PIEDAD,4193,5739,6509,157,6739,69,4,3193,9932
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 12 LA AMERICA,100123,01001122304,I.E.SANTA ROSA DE LIMA,1778,2314,3259,76,3345,10,0,747,4092
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 12 LA AMERICA,100123,01001122305,IE LOLA GONZALEZ,1064,1488,2055,54,2121,12,0,431,2552
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 12 LA AMERICA,100123,01001122306,INST FERRINI CALASANZ,1069,1261,2030,40,2072,2,0,258,2330
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 12 LA AMERICA,100124,01001122401,I.E. RAFAEL URIBE URIBE,4335,5792,7251,113,7398,32,2,2729,10127
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 12 LA AMERICA,100124,01001122402,SEC.ESC.RAFAEL URIBE URIBE,2072,2134,2739,70,2812,3,0,1394,4206
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 12 LA AMERICA,100124,01001122403,SEC. ESC. PEDRO DE CASTRO,6070,7634,10032,148,10214,30,4,3490,13704
