Código Departamento,Departamento,Código Municipio,Municipio,Comuna,Zona,Código Puesto,Puesto,Censo Mujeres,Censo Hombres,Voto por candidato o lista,Voto blanco,Voto total,Voto nulo,Voto no marcado,Total abstenciones,Total censo
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 6 DOCE DE OCTUBRE,100111,01001061103,SEC. ESC. LEON DE GREIFF,3098,4310,4086,171,4405,140,8,3003,7408
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 6 DOCE DE OCTUBRE,100111,01001061104,I.E. DOCE DE OCTUBRE,3166,4458,4618,168,4894,104,4,2730,7624
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 6 DOCE DE OCTUBRE,100111,01001061105,SE. ESC. PEDREGAL,906,1030,1230,40,1290,20,0,646,1936
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 6 DOCE DE OCTUBRE,100111,01001061106,I.E. EL TRIUNFO SANTA TERESA,1051,1326,1438,65,1542,35,4,835,2377
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 6 DOCE DE OCTUBRE,100111,01001061107,IE SANTA JUANA DE LESTONACC,3435,3852,4016,205,4309,88,0,2978,7287
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 6 DOCE DE OCTUBRE,100111,01001061108,IE JESUS MARIA VALLE JARAMILLO,1309,1574,1793,91,1922,33,5,961,2883
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 6 DOCE DE OCTUBRE,100112,01001061201,I.E.MAESTRO FERNANDO BOTERO,4917,6185,6998,265,7396,127,6,3706,11102
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 6 DOCE DE OCTUBRE,100112,01001061202,I.E.ALFREDO COCK ARANGO,4602,5667,5978,247,6358,124,9,3911,10269
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 6 DOCE DE OCTUBRE,100112,01001061203,SEC.ESC.SAN MARTIN DE PORRES,2858,3881,3929,154,4186,99,4,2553,6739
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 6 DOCE DE OCTUBRE,100112,01001061204,I.E. KENNEDY,4762,6878,6902,237,7361,205,17,4279,11640
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 6 DOCE DE OCTUBRE,100112,01001061205,SEC.CONCENTRACION EDUC.KENNEDY,3430,3782,4112,173,4411,122,4,2801,7212
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 6 DOCE DE OCTUBRE,100112,01001061206,I.E.JORGE ELIECER GAITAN(PPAL),970,1482,1686,72,1804,43,3,648,2452
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 6 DOCE DE OCTUBRE,100112,01001061207,I.E.LA ESPERANZA,2014,2147,2274,85,2392,33,0,1769,4161
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 6 DOCE DE OCTUBRE,100112,01001061208,I.E.LA ESPERANZA,990,1437,1666,77,1785,40,2,642,2427
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 7 ROBLEDO,100113,01001071301,I.E. SAN VICENTE DE PAUL,4650,5691,6696,235,7011,78,2,3330,10341
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 7 ROBLEDO,100113,01001071302,SEC.ESC. EL DIAMANTE,4241,5947,6352,248,6723,118,5,3465,10188
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 7 ROBLEDO,100113,01001071303,I.E.EL DIAMANTE (SEDE BTO),3609,3861,4412,190,4685,82,1,2785,7470
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 7 ROBLEDO,100113,01001071304,I.E.FE Y ALEGRIA VILLA DE LA C,5566,7209,7180,298,7657,169,10,5118,12775
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 7 ROBLEDO,100113,01001071305,I.E.FE Y ALEGRIA SAN JOSE,1761,2660,2842,113,3032,69,8,1389,4421
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 7 ROBLEDO,100113,01001071306,TECNOLOGICO DE ANTIOQUIA,3763,4785,6277,246,6601,74,4,1947,8548
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 7 ROBLEDO,100113,01001071307,IE JESUS REY,1562,2070,2560,105,2720,53,2,912,3632
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 7 ROBLEDO,100113,01001071308,IE AURES,1127,1450,1558,67,1678,52,1,899,2577
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 7 ROBLEDO,100114,01001071401,I.E.MON. GERARDO VALENCIA CAN,1911,2640,3151,111,3295,32,1,1256,4551
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 7 ROBLEDO,100114,01001071402,I.E. JORGE ROBLEDO,5835,7072,7485,262,7864,115,2,5043,12907
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 7 ROBLEDO,100114,01001071403,I.E.MARISCAL ROBLEDO,3827,3468,3635,168,3862,59,0,3433,7295
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 7 ROBLEDO,100114,01001071404,SEC.ESC. SANTA MARGARITA,3108,4178,3766,184,4093,135,8,3193,7286
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 7 ROBLEDO,100114,01001071405,COLEGIO FERRINI,4731,5680,6826,270,7179,81,2,3232,10411
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 7 ROBLEDO,100114,01001071406,I.E.CAMILO MORA CARRASQUILLA,1393,1636,1776,73,1888,38,1,1141,3029
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 7 ROBLEDO,100114,01001071407,COL MAYOR DE ANTIOQUIA,1795,2110,2925,104,3043,14,0,862,3905
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 7 ROBLEDO,100114,01001071408,IE BARRIO OLAYA HERRERA,540,819,691,38,751,21,1,608,1359
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 8 VILLA HERMOSA,100115,01001081501,I.E. JUAN DE DIOS CARVAJAL,4963,5560,6520,231,6850,94,5,3673,10523
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 8 VILLA HERMOSA,100115,01001081502,I.E. JUAN DE LA CRUZ POSADA,2444,3150,3729,131,3904,40,4,1690,5594
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 8 VILLA HERMOSA,100115,01001081503,I.E.JOSE CELESTINO MUTIS,1577,1945,2488,81,2608,36,3,914,3522
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 8 VILLA HERMOSA,100115,01001081504,INST.METROPOLITANO (I.T.M),942,965,1271,40,1323,11,1,584,1907
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 8 VILLA HERMOSA,100115,01001081505,SEC.ESC.JULIA AGUDELO,9375,12271,11479,440,12241,297,25,9405,21646
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 8 VILLA HERMOSA,100115,01001081506,SEC.ESC.NIÑO JESUS DE PRAGA,1231,1864,1940,87,2095,63,5,1000,3095
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 8 VILLA HERMOSA,100115,01001081507,I.E.SOL DEL ORIENTE,1532,1856,1752,84,1884,46,2,1504,3388
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 8 VILLA HERMOSA,100115,01001081508,IE LUIS CARLOS GALAN SARMIENTO,1257,1398,1457,32,1516,26,1,1139,2655
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 8 VILLA HERMOSA,100115,01001081509,IE ESC NORMAL SUPERIOR DE MEDELLIN,377,489,622,22,655,11,0,211,866
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 8 VILLA HERMOSA,100116,01001081601,I.E. VILLA TURBAY,1842,2490,2032,81,2206,87,6,2126,4332
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 8 VILLA HERMOSA,100116,01001081602,SEC.ESCUELA LAS ESTANCIAS,1319,1737,1582,67,1687,35,3,1369,3056
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 8 VILLA HERMOSA,100116,01001081603,SEC.ESC.SOR MARIA LUISA COURB,3619,4790,4340,196,4676,131,9,3733,8409
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 8 VILLA HERMOSA,100116,01001081604,I.E. SAN FRANCISCO DE ASIS,3255,3944,3565,154,3827,101,7,3372,7199
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 8 VILLA HERMOSA,100116,01001081605,ESC. REPUBLICA DEL PERU,3044,3667,3875,144,4125,99,7,2586,6711
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 8 VILLA HERMOSA,100116,01001081606,IE GABRIEL GARCIA MARQUEZ,103,167,180,6,194,8,0,76,270
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 9 BUENOS AIRES,100117,01001091701,I.E.GUADALUPANO LA SALLE,5725,7246,8147,278,8575,142,8,4396,12971
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 9 BUENOS AIRES,100117,01001091702,I.E. MERCEDITAS GOMEZ MARTINE,4938,6546,7581,309,8030,137,3,3454,11484
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 9 BUENOS AIRES,100117,01001091703,I.E. MANUEL JOSE CAICEDO,4329,5052,4948,190,5211,72,1,4170,9381
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 9 BUENOS AIRES,100117,01001091704,I.E. LA MILAGROSA,8371,10638,12310,452,12956,184,10,6053,19009
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 9 BUENOS AIRES,100117,01001091705,COLEGIO EUCARISTICO,1875,2391,3112,108,3251,27,4,1015,4266
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 9 BUENOS AIRES,100117,01001091706,SENA SD BUENOS AIRES,663,641,865,25,899,8,1,405,1304
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 9 BUENOS AIRES,100117,01001091707,IE ARZOBISPO TULIO BOTERO SALAZAR,264,363,453,15,475,7,0,152,627
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 9 BUENOS AIRES,100117,01001091708,IE MADRE LAURA,465,536,776,26,807,4,1,194,1001
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 9 BUENOS AIRES,100118,01001091801,I.E. LORETO GABRIELA GOMEZ CA,3768,4452,5114,179,5386,91,2,2834,8220
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 9 BUENOS AIRES,100118,01001091802,INST.EDUCATIVA FEDERICO OZANA,6623,7337,8659,296,9082,125,2,4878,13960
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 9 BUENOS AIRES,100118,01001091803,ESCUELA NORMAL SUPERIOR ANT.,3810,4883,5657,181,5889,50,1,2804,8693
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 9 BUENOS AIRES,100118,01001091804,SEC. ESC. JOSE DE SAN MARTIN,4952,6060,7175,263,7523,81,4,3489,11012
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 9 BUENOS AIRES,100118,01001091805,SEC. ESC. JUAN CANCIO RESTREPO,428,563,650,26,686,10,0,305,991
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 10 LA CANDELARIA,100119,01001101901,I.E. TULIO OSPINA,5959,6139,6708,169,6953,70,6,5145,12098
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 10 LA CANDELARIA,100119,01001101902,SEC.ESC.AGUSTIN NIETO CABALLE,1275,1552,1872,59,1943,12,0,884,2827
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 10 LA CANDELARIA,100119,01001101903,COLEGIO SALESIANO EL SUFRAGIO,7196,8531,10455,365,10919,95,4,4808,15727
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 10 LA CANDELARIA,100119,01001101904,I.E. CEFA,5867,9567,9791,293,10188,96,8,5246,15434
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 10 LA CANDELARIA,100119,01001101905,I.E. HECTOR ABAD GOMEZ,6489,3417,6409,226,6707,65,7,3199,9906
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 10 LA CANDELARIA,100119,01001101906,IE JAVIER A LONDOÑO,985,1119,1557,45,1616,13,1,488,2104
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 10 LA CANDELARIA,100119,01001101907,I.T.M. (PRADO CENTRO),1157,1020,1483,37,1536,16,0,641,2177
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 10 LA CANDELARIA,100120,01001102001,CENTRO COMERCIAL SAN DIEGO,7792,9466,12205,348,12621,67,1,4637,17258
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 10 LA CANDELARIA,100120,01001102002,ALCALDIA MUNICIPAL (SOTANO),7843,5808,6850,157,7107,92,8,6544,13651
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 10 LA CANDELARIA,100120,01001102003,SENA,3750,2410,3241,82,3366,40,3,2794,6160
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 10 LA CANDELARIA,100120,01001102004,UNIVERSIDAD CLARETIANA,710,745,1120,25,1158,13,0,297,1455
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 11 LAURELES,100121,01001112101,INSTITUTO JORGE ROBLEDO,4339,5032,6705,201,6944,33,5,2427,9371
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 11 LAURELES,100121,01001112102,INST.EDUC. MATER DEI,4866,6410,8044,241,8308,21,2,2968,11276
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 11 LAURELES,100121,01001112103,I.E. MARCO FIDEL SUAREZ,5440,5285,6988,194,7243,57,4,3482,10725
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 11 LAURELES,100121,01001112104,COLEGIO CALASANZ FEMENINO,3418,4763,6383,219,6630,28,0,1551,8181
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 11 LAURELES,100121,01001112105,COL SAN IGNACIO SD MAYORES,1367,1318,2122,55,2188,11,0,497,2685
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 11 LAURELES,100121,01001112106,SEC. ESC. CARLOS OBANDO VELASC,432,535,788,30,820,2,0,147,967
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 11 LAURELES,100122,01001112201,SEC.ESC. AGRUPACION COLOMBIA,5207,6825,8735,211,8980,30,4,3052,12032
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 11 LAURELES,100122,01001112202,I.E. LUCRECIO JARAMILLO VELEZ,7330,9894,12485,288,12795,20,2,4429,17224
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 11 LAURELES,100122,01001112203,COLEGIO BETLEHEMITAS,2082,3065,4101,149,4256,5,1,891,5147
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 11 LAURELES,100122,01001112204,COL.SAN IGNACIO (SEC.INFANTIL),1523,1743,2520,91,2619,8,0,647,3266
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 11 LAURELES,100122,01001112205,UNIVERSIDAD ADVENTISTA,1594,1937,2818,105,2935,11,1,596,3531
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 11 LAURELES,100122,01001112206,UNIVERSIDAD PONTIFICIA BOLIVAR,3645,4434,6307,212,6540,21,0,1539,8079
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 12 LA AMERICA,100123,01001122301,SEC. ESC. SANTA LUCIA,4892,6684,7869,298,8237,67,3,3339,11576
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 12 LA AMERICA,100123,01001122302,I.E. CONCEJO DE MEDELLIN,9076,11119,14386,449,14909,69,5,5286,20195
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 12 LA AMERICA,100123,01001122303,INST EDUC. LA PIEDAD,4193,5739,6221,244,6559,89,5,3373,9932
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 12 LA AMERICA,100123,01001122304,I.E.SANTA ROSA DE LIMA,1778,2314,3117,107,3254,30,0,838,4092
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 12 LA AMERICA,100123,01001122305,IE LOLA GONZALEZ,1064,1488,1962,73,2053,17,1,499,2552
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 12 LA AMERICA,100123,01001122306,INST FERRINI CALASANZ,1069,1261,1886,64,1959,8,1,371,2330
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 12 LA AMERICA,100124,01001122401,I.E. RAFAEL URIBE URIBE,4335,5792,7045,194,7283,39,5,2844,10127
1,ANTIOQUIA,1001,MEDELLIN,COMUNA 12 LA AMERICA,100124,01001122402,SEC.ESC.RAFAEL URIBE URIBE,2072,2134,2614,124,2758,19,1,1448,4206
