Código Departamento,Departamento,Código Municipio,Municipio,Comuna,Zona,Código Puesto,Puesto,Censo Mujeres,Censo Hombres,Voto por candidato o lista,Voto blanco,Voto total,Voto nulo,Voto no marcado,Total abstenciones,Total censo
3,ATLANTICO,3001,BARRANQUILLA,LOCALIDAD NO.3 SUR ORIENTE,300118,03001031803,I.E.D.LOS LAURELES,1221,1318,1439,34,1482,8,1,1057,2539
3,ATLANTICO,3001,BARRANQUILLA,LOCALIDAD NO.3 SUR ORIENTE,300118,03001031804,I.E.D.MARCO FIDEL SUAREZ,5006,7291,7333,108,7483,40,2,4814,12297
3,ATLANTICO,3001,BARRANQUILLA,LOCALIDAD NO.3 SUR ORIENTE,300119,03001031901,I.E.D.NTRA.SRA. DE LAS NIEVES,2697,3379,3064,36,3120,18,2,2956,6076
3,ATLANTICO,3001,BARRANQUILLA,LOCALIDAD NO.3 SUR ORIENTE,300119,03001031902,COLEGIO SANTA TERESITA,5092,4243,5204,66,5297,25,2,4038,9335
3,ATLANTICO,3001,BARRANQUILLA,LOCALIDAD NO.3 SUR ORIENTE,300119,03001031903,I.E.D.CALIXTO ALVAREZ,5093,4702,4714,51,4800,30,5,4995,9795
3,ATLANTICO,3001,BARRANQUILLA,LOCALIDAD NO.3 SUR ORIENTE,300119,03001031904,I.E.D JOSE MARTI,6213,4880,5082,64,5183,29,8,5910,11093
3,ATLANTICO,3001,BARRANQUILLA,LOCALIDAD NO.3 SUR ORIENTE,300120,03001032001,INT.DTAL.CASTILLO LA ALBORAYA,5963,6545,6403,92,6530,33,2,5978,12508
3,ATLANTICO,3001,BARRANQUILLA,LOCALIDAD NO.3 SUR ORIENTE,300120,03001032002,COL.DTAL.BUENOS AIRES"CODIBA",704,805,906,19,929,4,0,580,1509
3,ATLANTICO,3001,BARRANQUILLA,LOCALIDAD NO.3 SUR ORIENTE,300120,03001032003,COL.DTAL.MARIA AUXILIADORA,4600,4774,5532,81,5635,19,3,3739,9374
3,ATLANTICO,3001,BARRANQUILLA,LOCALIDAD NO.3 SUR ORIENTE,300120,03001032004,COLEGIO DE COMFAMILIAR,4416,4178,4878,79,4976,18,1,3618,8594
3,ATLANTICO,3001,BARRANQUILLA,LOCALIDAD NO.3 SUR ORIENTE,300121,03001032101,INST.ELENA DE CHAUVIN,3585,5112,3920,50,3997,26,1,4700,8697
3,ATLANTICO,3001,BARRANQUILLA,LOCALIDAD NO.3 SUR ORIENTE,300121,03001032102,I.E.D.LAS NIEVES,3076,5185,4219,56,4312,32,5,3949,8261
3,ATLANTICO,3001,BARRANQUILLA,LOCALIDAD NO.3 SUR ORIENTE,300121,03001032103,COL.LAS NIEVES SEDE 2,2762,5229,3575,63,3656,16,2,4335,7991
3,ATLANTICO,3001,BARRANQUILLA,LOCALIDAD NO.3 SUR ORIENTE,300121,03001032104,IED SAN MIGUEL ARCANGEL,4621,5216,4151,66,4268,47,4,5569,9837
3,ATLANTICO,3001,BARRANQUILLA,LOCALIDAD NO.3 SUR ORIENTE,300122,03001032201,I.E.D.BARRIO SIMON BOLIVAR.BTO,3390,6295,5002,69,5103,28,4,4582,9685
3,ATLANTICO,3001,BARRANQUILLA,LOCALIDAD NO.3 SUR ORIENTE,300122,03001032202,I.E.D.LUZ DEL CARIBE,3079,2528,2599,36,2646,11,0,2961,5607
3,ATLANTICO,3001,BARRANQUILLA,LOCALIDAD NO.3 SUR ORIENTE,300122,03001032203,COL.DISTRITAL JORGE ISAAC,3739,3515,3863,56,3943,24,0,3311,7254
3,ATLANTICO,3001,BARRANQUILLA,LOCALIDAD NO.3 SUR ORIENTE,300122,03001032204,I.DIST.SIMON BOLIVAR PRIMARIA,3091,3953,3058,47,3127,19,3,3917,7044
3,ATLANTICO,3001,BARRANQUILLA,LOCALIDAD NO.4 NORTE CENTRO HI,300123,03001042301,COL.MAYOR.BQUILLA Y DEL CARIBE,4269,6126,4007,53,4095,35,0,6300,10395
3,ATLANTICO,3001,BARRANQUILLA,LOCALIDAD NO.4 NORTE CENTRO HI,300123,03001042302,I.E.D.VILLANUEVA,1780,1720,1179,19,1210,12,0,2290,3500
3,ATLANTICO,3001,BARRANQUILLA,LOCALIDAD NO.4 NORTE CENTRO HI,300123,03001042303,E.NOR.SUPERIOR DEL DTO BQUILLA,3559,1197,1792,28,1834,12,2,2922,4756
3,ATLANTICO,3001,BARRANQUILLA,LOCALIDAD NO.4 NORTE CENTRO HI,300123,03001042304,INST.LA SALLE,4413,5507,3821,72,3908,13,2,6012,9920
3,ATLANTICO,3001,BARRANQUILLA,LOCALIDAD NO.4 NORTE CENTRO HI,300124,03001042401,INST. TEC.DE COMERCIO DE BARRA,2045,655,954,24,983,5,0,1717,2700
3,ATLANTICO,3001,BARRANQUILLA,LOCALIDAD NO.4 NORTE CENTRO HI,300124,03001042402,IT DE COMERCIO DE BQUILLA SD 2,131,116,130,2,133,1,0,114,247
3,ATLANTICO,3001,BARRANQUILLA,LOCALIDAD NO.4 NORTE CENTRO HI,300124,03001042403,I.E.D. NUESTRA SEÑORA DEL ROSA,4537,4025,3620,45,3686,18,3,4876,8562
3,ATLANTICO,3001,BARRANQUILLA,LOCALIDAD NO.4 NORTE CENTRO HI,300124,03001042404,COLEGIO COLON,7219,8174,8561,174,8764,26,3,6629,15393
3,ATLANTICO,3001,BARRANQUILLA,LOCALIDAD NO.4 NORTE CENTRO HI,300125,03001042501,IU ITSA SEDE BQUILLA,3983,4191,3891,79,3977,7,0,4197,8174
3,ATLANTICO,3001,BARRANQUILLA,LOCALIDAD NO.4 NORTE CENTRO HI,300125,03001042502,INST. TEC. NACIONAL DE COMERCI,4013,4411,4395,93,4514,26,0,3910,8424
3,ATLANTICO,3001,BARRANQUILLA,LOCALIDAD NO.4 NORTE CENTRO HI,300125,03001042503,ANTONIO JOSE DE SUCRE SEDE 2,3222,3884,3798,60,3869,9,2,3237,7106
3,ATLANTICO,3001,BARRANQUILLA,LOCALIDAD NO.4 NORTE CENTRO HI,300125,03001042504,INDEPORTES,392,436,476,13,490,1,0,338,828
3,ATLANTICO,3001,BARRANQUILLA,LOCALIDAD NO.4 NORTE CENTRO HI,300126,03001042601,I.E.D.PESTALOZZI,3481,2949,3590,50,3646,5,1,2784,6430
3,ATLANTICO,3001,BARRANQUILLA,LOCALIDAD NO.4 NORTE CENTRO HI,300126,03001042602,NUEVO COLEGIO DEL PRADO,6035,7266,8354,189,8558,15,0,4743,13301
3,ATLANTICO,3001,BARRANQUILLA,LOCALIDAD NO.4 NORTE CENTRO HI,300126,03001042603,IED LA CONCEPCION,407,449,552,11,563,0,0,293,856
3,ATLANTICO,3001,BARRANQUILLA,LOCALIDAD NO.4 NORTE CENTRO HI,300126,03001042604,UN CATOLICA DE OCCIDENTE,2000,1725,2136,29,2169,4,0,1556,3725
3,ATLANTICO,3001,BARRANQUILLA,LOCALIDAD NO.4 NORTE CENTRO HI,300126,03001042605,IED PARAISO,1520,2656,2597,72,2672,3,0,1504,4176
3,ATLANTICO,3001,BARRANQUILLA,LOCALIDAD NO.4 NORTE CENTRO HI,300127,03001042701,COL.NTRA.SEÑORA DE NAZARETH,2822,3521,3848,68,3924,7,1,2419,6343
3,ATLANTICO,3001,BARRANQUILLA,LOCALIDAD NO.4 NORTE CENTRO HI,300127,03001042702,COL.NTRA.SEÑORA DE LOURDES,3528,4661,4487,98,4595,10,0,3594,8189
3,ATLANTICO,3001,BARRANQUILLA,LOCALIDAD NO.4 NORTE CENTRO HI,300127,03001042703,COL.BARRANQUILLA CODEBA,5716,6485,6725,149,6893,18,1,5308,12201
3,ATLANTICO,3001,BARRANQUILLA,LOCALIDAD NO.4 NORTE CENTRO HI,300127,03001042704,COL.DISTRITAL BOSTON,1600,1811,2055,52,2113,5,1,1298,3411
3,ATLANTICO,3001,BARRANQUILLA,LOCALIDAD NO.4 NORTE CENTRO HI,300128,03001042801,COL.SAGRADA FAMILIA,3774,4252,4587,88,4685,8,2,3341,8026
3,ATLANTICO,3001,BARRANQUILLA,LOCALIDAD NO.4 NORTE CENTRO HI,300128,03001042802,COL.MILITAR ACOLSURE,5662,6634,6816,151,6986,17,2,5310,12296
3,ATLANTICO,3001,BARRANQUILLA,LOCALIDAD NO.4 NORTE CENTRO HI,300128,03001042803,SEM.CONCILIAR SAN LUIS BELTRAN,4015,4696,4986,123,5119,10,0,3592,8711
3,ATLANTICO,3001,BARRANQUILLA,LOCALIDAD NO.4 NORTE CENTRO HI,300129,03001042901,COL.INST.ARIANO,791,963,1310,24,1337,2,1,417,1754
3,ATLANTICO,3001,BARRANQUILLA,LOCALIDAD NO.4 NORTE CENTRO HI,300129,03001042902,COL.JORGE ISAAC,2380,2736,3218,86,3312,7,1,1804,5116
3,ATLANTICO,3001,BARRANQUILLA,LOCALIDAD NO.4 NORTE CENTRO HI,300129,03001042903,COL.HEBREO UNION,7461,9719,10895,205,11117,11,6,6063,17180
3,ATLANTICO,3001,BARRANQUILLA,LOCALIDAD NO.4 NORTE CENTRO HI,300129,03001042904,REMINGTHON,847,967,1034,19,1056,2,1,758,1814
3,ATLANTICO,3001,BARRANQUILLA,LOCALIDAD NO.5 RIOMAR,300130,03001053001,COL.LICEO CERVANTES,7038,9161,10315,192,10520,11,2,5679,16199
3,ATLANTICO,3001,BARRANQUILLA,LOCALIDAD NO.5 RIOMAR,300130,03001053002,COL.EL BUEN CONCEJO,3969,4155,4791,66,4858,1,0,3266,8124
3,ATLANTICO,3001,BARRANQUILLA,LOCALIDAD NO.5 RIOMAR,300130,03001053003,COL.LINDON B JOHNSON SCHOOL,5268,6395,8132,159,8299,6,2,3364,11663
3,ATLANTICO,3001,BARRANQUILLA,LOCALIDAD NO.5 RIOMAR,300130,03001053004,UNIVERSIDAD AUTONOMA DEL CARIB,912,1003,1020,25,1047,2,0,868,1915
3,ATLANTICO,3001,BARRANQUILLA,LOCALIDAD NO.5 RIOMAR,300130,03001053005,CENTRO COMERCIAL MALL PLAZA BUENAVISTA,3057,3748,5563,96,5668,8,1,1137,6805
3,ATLANTICO,3001,BARRANQUILLA,LOCALIDAD NO.5 RIOMAR,300131,03001053101,IE DISTRITAL EL PARAISO,2743,3942,3809,81,3905,13,2,2780,6685
3,ATLANTICO,3001,BARRANQUILLA,LOCALIDAD NO.5 RIOMAR,300131,03001053102,I.E.D.SAN SALVADOR (INEDISSA),2704,2079,2555,48,2615,10,2,2168,4783
3,ATLANTICO,3001,BARRANQUILLA,LOCALIDAD NO.5 RIOMAR,300131,03001053103,C.E.D.LIBERTADOR SIMON BOLIVAR,4270,4184,3902,56,3988,24,6,4466,8454
3,ATLANTICO,3001,BARRANQUILLA,LOCALIDAD NO.5 RIOMAR,300132,03001053201,COL.LA MEDALLA MILAGROSA,2876,3384,4196,70,4272,6,0,1988,6260
3,ATLANTICO,3001,BARRANQUILLA,LOCALIDAD NO.5 RIOMAR,300132,03001053202,COL.BIFI LA SALLE,8127,9080,11825,157,12001,18,1,5206,17207
3,ATLANTICO,3001,BARRANQUILLA,LOCALIDAD NO.5 RIOMAR,300132,03001053203,COL.LA ENSEÑANZA,4119,5752,6277,111,6392,4,0,3479,9871
3,ATLANTICO,3001,BARRANQUILLA,LOCALIDAD NO.5 RIOMAR,300199,03001059910,LA PLAYA,6611,7214,7406,147,7600,41,6,6225,13825
3,ATLANTICO,3004,BARANOA,SIN COMUNA,300401,03004000101,I.E.NUESTRA SRA.DE SANTA ANA,3241,2688,3315,34,3373,21,3,2556,5929
3,ATLANTICO,3004,BARANOA,SIN COMUNA,300401,03004000102,INS.ED.JULIO PANTOJA MALDONAD,3244,3434,3850,64,3942,25,3,2736,6678
3,ATLANTICO,3004,BARANOA,SIN COMUNA,300401,03004000103,I.E.D. EL CAMPESINO,3431,2817,3605,50,3676,19,2,2572,6248
3,ATLANTICO,3004,BARANOA,SIN COMUNA,300401,03004000104,IE JULIO PANTOJA MALDONADO SD,4427,2238,3866,54,3938,17,1,2727,6665
3,ATLANTICO,3004,BARANOA,SIN COMUNA,300401,03004000105,IE ANTONIA SANTOS,238,247,334,6,342,0,2,143,485
3,ATLANTICO,3004,BARANOA,SIN COMUNA,300402,03004000201,I.E.GUILLERMO LEON VALENCI,1718,3063,2716,42,2784,23,3,1997,4781
3,ATLANTICO,3004,BARANOA,SIN COMUNA,300402,03004000202,I.E. JUAN JOSE NIETO,2717,5256,4680,71,4799,40,8,3174,7973
3,ATLANTICO,3004,BARANOA,SIN COMUNA,300402,03004000203,IE JULIO PANTOJA SEDE 3,1672,1470,1873,26,1910,8,3,1232,3142
3,ATLANTICO,3004,BARANOA,SIN COMUNA,300402,03004000204,FUNDACION NUEVA ESPERANZA,849,930,908,20,934,6,0,845,1779
3,ATLANTICO,3004,BARANOA,SIN COMUNA,300499,03004009901,CAMPECHE,1963,1884,1994,44,2048,8,2,1799,3847
3,ATLANTICO,3004,BARANOA,SIN COMUNA,300499,03004009905,PITAL,929,826,958,16,983,6,3,772,1755
3,ATLANTICO,3004,BARANOA,SIN COMUNA,300499,03004009909,SIBARCO,517,492,539,7,550,4,0,459,1009
3,ATLANTICO,3007,CAMPO DE LA CRUZ,SIN COMUNA,300701,03007000101,IE PANFILO CM SD EL CARMEN,4840,47,2224,19,2260,15,2,2627,4887
3,ATLANTICO,3007,CAMPO DE LA CRUZ,SIN COMUNA,300701,03007000102,IE CAMPO DE LA CRUZ,603,4597,2276,18,2311,11,6,2889,5200
3,ATLANTICO,3007,CAMPO DE LA CRUZ,SIN COMUNA,300702,03007000201,IE LA INMACULADA,2413,3262,2007,41,2057,9,0,3618,5675
3,ATLANTICO,3007,CAMPO DE LA CRUZ,SIN COMUNA,300702,03007000202,IE PANFILO CANTILLO MENDOZA,2631,2574,1476,48,1537,12,1,3668,5205
3,ATLANTICO,3007,CAMPO DE LA CRUZ,SIN COMUNA,300799,03007009905,BOHORQUEZ,885,858,902,9,929,15,3,814,1743
3,ATLANTICO,3010,CANDELARIA,SIN COMUNA,301000,03010000000,PUESTO CABECERA MUNICIPAL,5251,5093,4654,71,4758,28,5,5586,10344
3,ATLANTICO,3010,CANDELARIA,SIN COMUNA,301099,03010009901,CARRETO,695,687,549,4,560,5,2,822,1382
3,ATLANTICO,3010,CANDELARIA,SIN COMUNA,301099,03010009905,LEÑA,1033,994,839,20,863,2,2,1164,2027
3,ATLANTICO,3013,GALAPA,SIN COMUNA,301301,03013000101,COL.FCO DE PAULA SDR.PETRONIT,2995,1188,1956,27,1997,13,1,2186,4183
3,ATLANTICO,3013,GALAPA,SIN COMUNA,301301,03013000102,COL.FCO.PAULA SANTANDER PPAL,6503,5511,5217,75,5346,50,4,6668,12014
3,ATLANTICO,3013,GALAPA,SIN COMUNA,301302,03013000201,I.E.MARIA AUXILIADORA SEDE 2,3522,3001,3574,51,3649,23,1,2874,6523
3,ATLANTICO,3013,GALAPA,SIN COMUNA,301302,03013000202,COLEGIO MARIA AUX. SED PRINCI,2452,5130,3892,47,3971,26,6,3611,7582
3,ATLANTICO,3013,GALAPA,SIN COMUNA,301302,03013000203,I.E. ROQUE MARIANO ACOSTA,840,987,900,12,922,10,0,905,1827
3,ATLANTICO,3013,GALAPA,SIN COMUNA,301303,03013000301,IE MEGACOLEGIO MUNDO FELIZ,1978,2188,1878,28,1930,16,8,2236,4166
3,ATLANTICO,3013,GALAPA,SIN COMUNA,301303,03013000302,IE MEGACOLEGIO VILLA OLIMPICA,2260,2573,2630,48,2700,22,0,2133,4833
3,ATLANTICO,3013,GALAPA,SIN COMUNA,301399,03013009901,PALUATO,280,233,257,4,263,2,0,250,513
3,ATLANTICO,3016,JUAN DE ACOSTA,SIN COMUNA,301600,03016000001,KZ EL PEZ QUE BEBE,4762,4694,4816,53,4893,21,3,4563,9456
3,ATLANTICO,3016,JUAN DE ACOSTA,SIN COMUNA,301600,03016000002,ESCUELA DE NIÑAS SD 3,1462,1415,1310,21,1345,14,0,1532,2877
3,ATLANTICO,3016,JUAN DE ACOSTA,SIN COMUNA,301699,03016009905,BOCATOCINO,106,70,55,1,56,0,0,120,176
3,ATLANTICO,3016,JUAN DE ACOSTA,SIN COMUNA,301699,03016009909,CHORRERA,652,560,602,8,612,0,2,600,1212
3,ATLANTICO,3016,JUAN DE ACOSTA,SIN COMUNA,301699,03016009913,SAN JOSÉ DE SACO,1425,1376,1233,14,1248,0,1,1553,2801
3,ATLANTICO,3016,JUAN DE ACOSTA,SIN COMUNA,301699,03016009921,SANTA VERONICA,1001,776,650,6,657,1,0,1120,1777
3,ATLANTICO,3019,LURUACO,SIN COMUNA,301900,03019000000,PUESTO CABECERA MUNICIPAL,6737,6640,5638,83,5767,36,10,7610,13377
3,ATLANTICO,3019,LURUACO,SIN COMUNA,301999,03019009901,ARROYO DE PIEDRA,1640,1564,1160,10,1191,16,5,2013,3204
3,ATLANTICO,3019,LURUACO,SIN COMUNA,301999,03019009905,PENDALES,1079,1013,769,18,794,6,1,1298,2092
3,ATLANTICO,3019,LURUACO,SIN COMUNA,301999,03019009909,PALMAR DE CANDELARIA,1034,956,828,6,837,2,1,1153,1990
3,ATLANTICO,3019,LURUACO,SIN COMUNA,301999,03019009913,SANTA CRUZ,1944,1869,1605,32,1651,9,5,2162,3813
3,ATLANTICO,3019,LURUACO,SIN COMUNA,301999,03019009917,SAN JUAN DE TOCAGUAS,444,402,431,10,447,5,1,399,846
3,ATLANTICO,3022,MALAMBO,SIN COMUNA,302201,03022000101,ESCUELA PUBLICA EL CONCOR,5708,6136,6286,106,6434,36,6,5410,11844
3,ATLANTICO,3022,MALAMBO,SIN COMUNA,302201,03022000102,COLEGIO MARIA AUXILIADORA,1363,1656,1834,26,1862,2,0,1157,3019
3,ATLANTICO,3022,MALAMBO,SIN COMUNA,302201,03022000103,MESOLANDIA,2116,1545,1507,22,1533,4,0,2128,3661
3,ATLANTICO,3022,MALAMBO,SIN COMUNA,302201,03022000104,IE SAN SEBASTIAN,638,817,646,11,662,4,1,793,1455
3,ATLANTICO,3022,MALAMBO,SIN COMUNA,302202,03022000201,ESCUELA SIMON BOLIVAR,2503,3009,3015,38,3066,12,1,2446,5512
3,ATLANTICO,3022,MALAMBO,SIN COMUNA,302202,03022000202,COLEGIO LA CANDELARIA,7555,4769,6269,73,6377,33,2,5947,12324
3,ATLANTICO,3022,MALAMBO,SIN COMUNA,302202,03022000203,IE BELLAVISTA,1157,1244,1373,26,1407,6,2,994,2401
3,ATLANTICO,3022,MALAMBO,SIN COMUNA,302203,03022000301,COLEGIO LA CANDELARIA,4976,8224,6677,87,6829,57,8,6371,13200
3,ATLANTICO,3022,MALAMBO,SIN COMUNA,302203,03022000302,IE BELLAVISTA,1184,1286,1127,19,1154,3,5,1316,2470
3,ATLANTICO,3022,MALAMBO,SIN COMUNA,302203,03022000303,COL ROBERTO MENDOZA,4218,4463,4057,63,4148,27,1,4533,8681
3,ATLANTICO,3022,MALAMBO,SIN COMUNA,302203,03022000304,COL JUAN XXIII,5152,5433,4829,58,4918,29,2,5667,10585
3,ATLANTICO,3022,MALAMBO,SIN COMUNA,302290,03022009001,COLEGIO ALBERTO PUMAREJO,4055,4103,3166,33,3220,19,2,4938,8158
3,ATLANTICO,3022,MALAMBO,SIN COMUNA,302299,03022009901,JUAN DOMINGUEZ ROMERO(CARACOL,2105,2014,2021,27,2059,9,2,2060,4119
3,ATLANTICO,3025,MANATI,SIN COMUNA,302500,03025000000,PUESTO CABECERA MUNICIPAL,8180,7953,6487,110,6643,31,15,9490,16133
3,ATLANTICO,3028,PALMAR DE VARELA,SIN COMUNA,302801,03028000101,I.E. TECNICA COMERCIAL E IND.,4928,764,3308,39,3359,9,3,2333,5692
3,ATLANTICO,3028,PALMAR DE VARELA,SIN COMUNA,302801,03028000102,I.E. TECN. COM E IND. SD AUGUS,738,4256,2614,40,2681,22,5,2313,4994
3,ATLANTICO,3028,PALMAR DE VARELA,SIN COMUNA,302802,03028000201,I.E. TEC COM AGROP SD JHON F.,2243,3250,2805,35,2860,19,1,2633,5493
3,ATLANTICO,3028,PALMAR DE VARELA,SIN COMUNA,302802,03028000202,I.E. TECNICA AGROPECUARIA DE P,2881,2999,2808,35,2861,14,4,3019,5880
3,ATLANTICO,3028,PALMAR DE VARELA,SIN COMUNA,302899,03028009901,BURRUSCO,134,97,104,0,104,0,0,127,231
3,ATLANTICO,3031,PIOJO,SIN COMUNA,303100,03031000000,PUESTO CABECERA MUNICIPAL,1692,1537,1486,16,1505,1,2,1724,3229
3,ATLANTICO,3031,PIOJO,SIN COMUNA,303199,03031009901,AGUASVIVAS,271,207,272,3,281,4,2,197,478
3,ATLANTICO,3031,PIOJO,SIN COMUNA,303199,03031009905,EL CERRITO,199,171,133,2,135,0,0,235,370
3,ATLANTICO,3031,PIOJO,SIN COMUNA,303199,03031009909,NIÑO JESUS DE PRAGA,831,744,854,3,863,4,2,712,1575
3,ATLANTICO,3034,POLONUEVO,SIN COMUNA,303400,03034000001,IE MADRE BERNARDA,4278,4201,5097,65,5213,46,5,3266,8479
3,ATLANTICO,3034,POLONUEVO,SIN COMUNA,303400,03034000002,IE MARIA EMMA,2084,2220,2352,36,2405,13,4,1899,4304
3,ATLANTICO,3034,POLONUEVO,SIN COMUNA,303499,03034009901,PITALITO,674,556,655,4,661,2,0,569,1230
3,ATLANTICO,3035,PONEDERA,SIN COMUNA,303500,03035000000,PUESTO CABECERA MUNICIPAL,6218,6127,5182,99,5323,36,6,7022,12345
3,ATLANTICO,3035,PONEDERA,SIN COMUNA,303599,03035009920,LA RETIRADA,421,405,410,7,422,3,2,404,826
3,ATLANTICO,3035,PONEDERA,SIN COMUNA,303599,03035009928,MARTILLO,708,639,617,10,634,4,3,713,1347
3,ATLANTICO,3035,PONEDERA,SIN COMUNA,303599,03035009935,PUERTO GIRALDO,2326,2313,2153,15,2180,10,2,2459,4639
3,ATLANTICO,3035,PONEDERA,SIN COMUNA,303599,03035009943,SANTA RITA,337,297,254,1,258,3,0,376,634
3,ATLANTICO,3037,PUERTO COLOMBIA,SIN COMUNA,303701,03037000101,C.BACH.TURISTICO SIMON BOLIVAR,4425,2080,3825,35,3879,14,5,2626,6505
3,ATLANTICO,3037,PUERTO COLOMBIA,SIN COMUNA,303701,03037000102,I.E.SAN NICOLAS DE TOLENTINO,1542,1388,1587,39,1635,8,1,1295,2930
3,ATLANTICO,3037,PUERTO COLOMBIA,SIN COMUNA,303701,03037000103,UNIVERSIDAD DEL ATLANTICO,1170,1324,1721,45,1769,3,0,725,2494
3,ATLANTICO,3037,PUERTO COLOMBIA,SIN COMUNA,303702,03037000201,I.E.T.C.FCO.JAVIER CISNEROS,3931,6098,5242,70,5345,29,4,4684,10029
3,ATLANTICO,3037,PUERTO COLOMBIA,SIN COMUNA,303702,03037000202,I.E.MARIA MANCILLA SANCHEZ,4264,5058,4983,57,5069,26,3,4253,9322
3,ATLANTICO,3037,PUERTO COLOMBIA,SIN COMUNA,303799,03037009905,SALGAR,1646,1605,1621,30,1658,6,1,1593,3251
3,ATLANTICO,3037,PUERTO COLOMBIA,SIN COMUNA,303799,03037009908,LICEO CAMPESTRE,1216,1119,1139,14,1153,0,0,1182,2335
3,ATLANTICO,3040,REPELON,SIN COMUNA,304000,03040000000,PUESTO CABECERA MUNICIPAL,7790,7806,6922,119,7121,68,12,8475,15596
3,ATLANTICO,3040,REPELON,SIN COMUNA,304099,03040009901,ARROYO NEGRO,253,211,238,4,245,2,1,219,464
3,ATLANTICO,3040,REPELON,SIN COMUNA,304099,03040009905,CIEN PESOS,226,187,187,1,190,1,1,223,413
3,ATLANTICO,3040,REPELON,SIN COMUNA,304099,03040009909,LAS TABLAS,337,258,230,5,237,2,0,358,595
3,ATLANTICO,3040,REPELON,SIN COMUNA,304099,03040009913,ROTINET,883,820,604,8,616,3,1,1087,1703
3,ATLANTICO,3040,REPELON,SIN COMUNA,304099,03040009917,VILLA ROSA,1128,1074,1322,14,1345,7,2,857,2202
3,ATLANTICO,3043,SABANAGRANDE,SIN COMUNA,304301,03043000101,I.E.ESC.NORMAL SUPERIOR SRA FA,3707,3275,3716,55,3818,41,6,3164,6982
3,ATLANTICO,3043,SABANAGRANDE,SIN COMUNA,304301,03043000102,I.E. SANTA RITA,622,4099,2610,40,2693,37,6,2028,4721
3,ATLANTICO,3043,SABANAGRANDE,SIN COMUNA,304302,03043000201,I.E.SAN JUAN BOSCO SEDE NO.1,5060,2058,3766,62,3867,35,4,3251,7118
3,ATLANTICO,3043,SABANAGRANDE,SIN COMUNA,304302,03043000202,I.E. SIMON BOLIVAR,1712,1629,1766,29,1804,9,0,1537,3341
3,ATLANTICO,3043,SABANAGRANDE,SIN COMUNA,304302,03043000203,SENA SAN JOSE,1470,1622,1579,36,1626,10,1,1466,3092
3,ATLANTICO,3046,SABANALARGA,SIN COMUNA,304601,03046000101,COL. BTO. MASCULINO,4227,4114,4606,74,4709,27,2,3632,8341
3,ATLANTICO,3046,SABANALARGA,SIN COMUNA,304601,03046000102,CENTRO DESARROLLOVECINAL,4181,4749,5147,73,5266,42,4,3664,8930
3,ATLANTICO,3046,SABANALARGA,SIN COMUNA,304601,03046000103,UPA,3440,4193,3911,56,3999,28,4,3634,7633
3,ATLANTICO,3046,SABANALARGA,SIN COMUNA,304602,03046000201,COL. MARCO FIDEL SUAREZ,5846,4029,5727,76,5854,45,6,4021,9875
3,ATLANTICO,3046,SABANALARGA,SIN COMUNA,304602,03046000202,ANEXA SANTA TERESITA,2713,4416,3987,88,4129,51,3,3000,7129
3,ATLANTICO,3046,SABANALARGA,SIN COMUNA,304602,03046000203,COLEGIO DE BACHILLERATO FEMEN,6038,6588,7020,100,7191,66,5,5435,12626
3,ATLANTICO,3046,SABANALARGA,SIN COMUNA,304690,03046009001,IE INDUSTRIAL SD JOSE EUSEBIO,1243,1221,1063,18,1090,8,1,1374,2464
3,ATLANTICO,3046,SABANALARGA,SIN COMUNA,304699,03046009901,AGUADA DE PABLO,1710,1568,1717,15,1743,9,2,1535,3278
3,ATLANTICO,3046,SABANALARGA,SIN COMUNA,304699,03046009905,CASCAJAL,1099,1099,1044,10,1058,3,1,1140,2198
3,ATLANTICO,3046,SABANALARGA,SIN COMUNA,304699,03046009909,COLOMBIA,771,725,596,10,609,3,0,887,1496
3,ATLANTICO,3046,SABANALARGA,SIN COMUNA,304699,03046009911,GALLEGO,636,613,565,9,578,2,2,671,1249
3,ATLANTICO,3046,SABANALARGA,SIN COMUNA,304699,03046009913,ISABEL LOPEZ,1169,1123,1188,12,1204,4,0,1088,2292
3,ATLANTICO,3046,SABANALARGA,SIN COMUNA,304699,03046009917,LA PEÑA (GUAJARO),2083,1907,1329,15,1355,11,0,2635,3990
3,ATLANTICO,3046,SABANALARGA,SIN COMUNA,304699,03046009925,MOLINERO,883,863,802,11,823,10,0,923,1746
3,ATLANTICO,3047,SANTA LUCIA,SIN COMUNA,304700,03047000000,PUESTO CABECERA MUNICIPAL,5746,5644,5154,39,5229,24,12,6161,11390
3,ATLANTICO,3047,SANTA LUCIA,SIN COMUNA,304799,03047009901,ALGODONAL,579,579,565,11,580,2,2,578,1158
3,ATLANTICO,3049,SANTO TOMAS,SIN COMUNA,304901,03049000101,INST. EDUC. DIVERS. ORIENTAL,4393,3145,3734,58,3817,21,4,3721,7538
3,ATLANTICO,3049,SANTO TOMAS,SIN COMUNA,304901,03049000102,INST. EDU. DIV. ORIENTAL SED4,2822,3031,3423,55,3494,16,0,2359,5853
3,ATLANTICO,3049,SANTO TOMAS,SIN COMUNA,304902,03049000201,INST. EDUC. TECN. COMERCIAL,3133,4716,3994,65,4083,20,4,3766,7849
3,ATLANTICO,3049,SANTO TOMAS,SIN COMUNA,304902,03049000202,I. E. TECN. COMERCIAL SEDE 3,2605,1122,1875,26,1911,8,2,1816,3727
