"","annoh","corp","codcirc","coddepto","codmpio","nommun","nomdepto","codparti","nomparti","eleccion","votos","censo","color","partido"
"60",2022,13,0,1,"05044","Anza","Antioquia",998,"VOTOS NO MARCADOS","Presidencia 2da vuelta",7,3788,"#dddddd","OTROS"
"61",2022,13,0,1,"05045","Apartadó","Antioquia",1235,"COALICION PACTO HISTORICO","Presidencia 2da vuelta",33897,8262,"#1b3383","COALICION PACTO HISTORICO"
"62",2022,13,0,1,"05045","Apartadó","Antioquia",1076,"LIGA DE GOBERNANTES ANTICORRUPCION","Presidencia 2da vuelta",16812,8262,"#f07605","LIGA DE GOBERNANTES ANTICORRUPCION"
"63",2022,13,0,1,"05045","Apartadó","Antioquia",996,"VOTOS EN BLANCO","Presidencia 2da vuelta",1401,8262,"#dddddd","OTROS"
"64",2022,13,0,1,"05045","Apartadó","Antioquia",997,"VOTOS NULOS","Presidencia 2da vuelta",556,8262,"#808080","VOTOS NULOS"
"65",2022,13,0,1,"05045","Apartadó","Antioquia",998,"VOTOS NO MARCADOS","Presidencia 2da vuelta",61,8262,"#dddddd","OTROS"
"66",2022,13,0,1,"05051","Arboletes","Antioquia",1076,"LIGA DE GOBERNANTES ANTICORRUPCION","Presidencia 2da vuelta",6586,12955,"#f07605","LIGA DE GOBERNANTES ANTICORRUPCION"
"67",2022,13,0,1,"05051","Arboletes","Antioquia",1235,"COALICION PACTO HISTORICO","Presidencia 2da vuelta",5115,12955,"#1b3383","COALICION PACTO HISTORICO"
"68",2022,13,0,1,"05051","Arboletes","Antioquia",996,"VOTOS EN BLANCO","Presidencia 2da vuelta",145,12955,"#dddddd","OTROS"
"69",2022,13,0,1,"05051","Arboletes","Antioquia",997,"VOTOS NULOS","Presidencia 2da vuelta",69,12955,"#808080","VOTOS NULOS"
"70",2022,13,0,1,"05051","Arboletes","Antioquia",998,"VOTOS NO MARCADOS","Presidencia 2da vuelta",22,12955,"#dddddd","OTROS"
"71",2022,13,0,1,"05055","Argelia","Antioquia",1076,"LIGA DE GOBERNANTES ANTICORRUPCION","Presidencia 2da vuelta",2856,5894,"#f07605","LIGA DE GOBERNANTES ANTICORRUPCION"
"72",2022,13,0,1,"05055","Argelia","Antioquia",1235,"COALICION PACTO HISTORICO","Presidencia 2da vuelta",359,5894,"#1b3383","COALICION PACTO HISTORICO"
"73",2022,13,0,1,"05055","Argelia","Antioquia",996,"VOTOS EN BLANCO","Presidencia 2da vuelta",54,5894,"#dddddd","OTROS"
"74",2022,13,0,1,"05055","Argelia","Antioquia",997,"VOTOS NULOS","Presidencia 2da vuelta",19,5894,"#808080","VOTOS NULOS"
"75",2022,13,0,1,"05055","Argelia","Antioquia",998,"VOTOS NO MARCADOS","Presidencia 2da vuelta",8,5894,"#dddddd","OTROS"
"76",2022,13,0,1,"05059","Armenia","Antioquia",1076,"LIGA DE GOBERNANTES ANTICORRUPCION","Presidencia 2da vuelta",1655,4020,"#f07605","LIGA DE GOBERNANTES ANTICORRUPCION"
"77",2022,13,0,1,"05059","Armenia","Antioquia",1235,"COALICION PACTO HISTORICO","Presidencia 2da vuelta",344,4020,"#1b3383","COALICION PACTO HISTORICO"
"78",2022,13,0,1,"05059","Armenia","Antioquia",996,"VOTOS EN BLANCO","Presidencia 2da vuelta",39,4020,"#dddddd","OTROS"
"79",2022,13,0,1,"05059","Armenia","Antioquia",997,"VOTOS NULOS","Presidencia 2da vuelta",27,4020,"#808080","VOTOS NULOS"
"80",2022,13,0,1,"05059","Armenia","Antioquia",998,"VOTOS NO MARCADOS","Presidencia 2da vuelta",9,4020,"#dddddd","OTROS"
"81",2022,13,0,1,"05079","Barbosa","Antioquia",1076,"LIGA DE GOBERNANTES ANTICORRUPCION","Presidencia 2da vuelta",13537,6890,"#f07605","LIGA DE GOBERNANTES ANTICORRUPCION"
"82",2022,13,0,1,"05079","Barbosa","Antioquia",1235,"COALICION PACTO HISTORICO","Presidencia 2da vuelta",7640,6890,"#1b3383","COALICION PACTO HISTORICO"
"83",2022,13,0,1,"05079","Barbosa","Antioquia",996,"VOTOS EN BLANCO","Presidencia 2da vuelta",810,6890,"#dddddd","OTROS"
"84",2022,13,0,1,"05079","Barbosa","Antioquia",997,"VOTOS NULOS","Presidencia 2da vuelta",569,6890,"#808080","VOTOS NULOS"
"85",2022,13,0,1,"05079","Barbosa","Antioquia",998,"VOTOS NO MARCADOS","Presidencia 2da vuelta",47,6890,"#dddddd","OTROS"
"86",2022,13,0,1,"05086","Belmira","Antioquia",1076,"LIGA DE GOBERNANTES ANTICORRUPCION","Presidencia 2da vuelta",2212,3204,"#f07605","LIGA DE GOBERNANTES ANTICORRUPCION"
"87",2022,13,0,1,"05086","Belmira","Antioquia",1235,"COALICION PACTO HISTORICO","Presidencia 2da vuelta",391,3204,"#1b3383","COALICION PACTO HISTORICO"
"88",2022,13,0,1,"05086","Belmira","Antioquia",996,"VOTOS EN BLANCO","Presidencia 2da vuelta",88,3204,"#dddddd","OTROS"
"89",2022,13,0,1,"05086","Belmira","Antioquia",997,"VOTOS NULOS","Presidencia 2da vuelta",33,3204,"#808080","VOTOS NULOS"
"90",2022,13,0,1,"05086","Belmira","Antioquia",998,"VOTOS NO MARCADOS","Presidencia 2da vuelta",8,3204,"#dddddd","OTROS"
"91",2022,13,0,1,"05088","Bello","Antioquia",1076,"LIGA DE GOBERNANTES ANTICORRUPCION","Presidencia 2da vuelta",112305,5413,"#f07605","LIGA DE GOBERNANTES ANTICORRUPCION"
"92",2022,13,0,1,"05088","Bello","Antioquia",1235,"COALICION PACTO HISTORICO","Presidencia 2da vuelta",69666,5413,"#1b3383","COALICION PACTO HISTORICO"
"93",2022,13,0,1,"05088","Bello","Antioquia",996,"VOTOS EN BLANCO","Presidencia 2da vuelta",6341,5413,"#dddddd","OTROS"
"94",2022,13,0,1,"05088","Bello","Antioquia",997,"VOTOS NULOS","Presidencia 2da vuelta",3409,5413,"#808080","VOTOS NULOS"
"95",2022,13,0,1,"05088","Bello","Antioquia",998,"VOTOS NO MARCADOS","Presidencia 2da vuelta",140,5413,"#dddddd","OTROS"
"96",2022,13,0,1,"05091","Betania","Antioquia",1076,"LIGA DE GOBERNANTES ANTICORRUPCION","Presidencia 2da vuelta",2954,7968,"#f07605","LIGA DE GOBERNANTES ANTICORRUPCION"
"97",2022,13,0,1,"05091","Betania","Antioquia",1235,"COALICION PACTO HISTORICO","Presidencia 2da vuelta",596,7968,"#1b3383","COALICION PACTO HISTORICO"
"98",2022,13,0,1,"05091","Betania","Antioquia",996,"VOTOS EN BLANCO","Presidencia 2da vuelta",58,7968,"#dddddd","OTROS"
"99",2022,13,0,1,"05091","Betania","Antioquia",997,"VOTOS NULOS","Presidencia 2da vuelta",10,7968,"#808080","VOTOS NULOS"
"100",2022,13,0,1,"05091","Betania","Antioquia",998,"VOTOS NO MARCADOS","Presidencia 2da vuelta",5,7968,"#dddddd","OTROS"
"101",2022,13,0,1,"05093","Betulia","Antioquia",1076,"LIGA DE GOBERNANTES ANTICORRUPCION","Presidencia 2da vuelta",4987,5215,"#f07605","LIGA DE GOBERNANTES ANTICORRUPCION"
"102",2022,13,0,1,"05093","Betulia","Antioquia",1235,"COALICION PACTO HISTORICO","Presidencia 2da vuelta",673,5215,"#1b3383","COALICION PACTO HISTORICO"
"103",2022,13,0,1,"05093","Betulia","Antioquia",996,"VOTOS EN BLANCO","Presidencia 2da vuelta",115,5215,"#dddddd","OTROS"
"104",2022,13,0,1,"05093","Betulia","Antioquia",997,"VOTOS NULOS","Presidencia 2da vuelta",38,5215,"#808080","VOTOS NULOS"
"105",2022,13,0,1,"05093","Betulia","Antioquia",998,"VOTOS NO MARCADOS","Presidencia 2da vuelta",16,5215,"#dddddd","OTROS"
"106",2022,13,0,1,"05101","Ciudad Bolívar","Antioquia",1076,"LIGA DE GOBERNANTES ANTICORRUPCION","Presidencia 2da vuelta",9324,4529,"#f07605","LIGA DE GOBERNANTES ANTICORRUPCION"
"107",2022,13,0,1,"05101","Ciudad Bolívar","Antioquia",1235,"COALICION PACTO HISTORICO","Presidencia 2da vuelta",2124,4529,"#1b3383","COALICION PACTO HISTORICO"
"108",2022,13,0,1,"05101","Ciudad Bolívar","Antioquia",996,"VOTOS EN BLANCO","Presidencia 2da vuelta",257,4529,"#dddddd","OTROS"
"109",2022,13,0,1,"05101","Ciudad Bolívar","Antioquia",997,"VOTOS NULOS","Presidencia 2da vuelta",108,4529,"#808080","VOTOS NULOS"
"110",2022,13,0,1,"05101","Ciudad Bolívar","Antioquia",998,"VOTOS NO MARCADOS","Presidencia 2da vuelta",14,4529,"#dddddd","OTROS"
"111",2022,13,0,1,"05107","Briceño","Antioquia",1076,"LIGA DE GOBERNANTES ANTICORRUPCION","Presidencia 2da vuelta",1763,4553,"#f07605","LIGA DE GOBERNANTES ANTICORRUPCION"
"112",2022,13,0,1,"05107","Briceño","Antioquia",1235,"COALICION PACTO HISTORICO","Presidencia 2da vuelta",980,4553,"#1b3383","COALICION PACTO HISTORICO"
"113",2022,13,0,1,"05107","Briceño","Antioquia",996,"VOTOS EN BLANCO","Presidencia 2da vuelta",39,4553,"#dddddd","OTROS"
"114",2022,13,0,1,"05107","Briceño","Antioquia",997,"VOTOS NULOS","Presidencia 2da vuelta",31,4553,"#808080","VOTOS NULOS"
"115",2022,13,0,1,"05107","Briceño","Antioquia",998,"VOTOS NO MARCADOS","Presidencia 2da vuelta",15,4553,"#dddddd","OTROS"
"116",2022,13,0,1,"05113","Buriticá","Antioquia",1076,"LIGA DE GOBERNANTES ANTICORRUPCION","Presidencia 2da vuelta",1723,5427,"#f07605","LIGA DE GOBERNANTES ANTICORRUPCION"
"117",2022,13,0,1,"05113","Buriticá","Antioquia",1235,"COALICION PACTO HISTORICO","Presidencia 2da vuelta",953,5427,"#1b3383","COALICION PACTO HISTORICO"
"118",2022,13,0,1,"05113","Buriticá","Antioquia",996,"VOTOS EN BLANCO","Presidencia 2da vuelta",104,5427,"#dddddd","OTROS"
"119",2022,13,0,1,"05113","Buriticá","Antioquia",997,"VOTOS NULOS","Presidencia 2da vuelta",39,5427,"#808080","VOTOS NULOS"
"120",2022,13,0,1,"05113","Buriticá","Antioquia",998,"VOTOS NO MARCADOS","Presidencia 2da vuelta",11,5427,"#dddddd","OTROS"
"121",2022,13,0,1,"05120","Cáceres","Antioquia",1235,"COALICION PACTO HISTORICO","Presidencia 2da vuelta",3931,7978,"#1b3383","COALICION PACTO HISTORICO"
"122",2022,13,0,1,"05120","Cáceres","Antioquia",1076,"LIGA DE GOBERNANTES ANTICORRUPCION","Presidencia 2da vuelta",2770,7978,"#f07605","LIGA DE GOBERNANTES ANTICORRUPCION"
"123",2022,13,0,1,"05120","Cáceres","Antioquia",996,"VOTOS EN BLANCO","Presidencia 2da vuelta",155,7978,"#dddddd","OTROS"
"124",2022,13,0,1,"05120","Cáceres","Antioquia",997,"VOTOS NULOS","Presidencia 2da vuelta",58,7978,"#808080","VOTOS NULOS"
"125",2022,13,0,1,"05120","Cáceres","Antioquia",998,"VOTOS NO MARCADOS","Presidencia 2da vuelta",17,7978,"#dddddd","OTROS"
"126",2022,13,0,1,"05125","Caicedo","Antioquia",1076,"LIGA DE GOBERNANTES ANTICORRUPCION","Presidencia 2da vuelta",2558,6575,"#f07605","LIGA DE GOBERNANTES ANTICORRUPCION"
"127",2022,13,0,1,"05125","Caicedo","Antioquia",1235,"COALICION PACTO HISTORICO","Presidencia 2da vuelta",607,6575,"#1b3383","COALICION PACTO HISTORICO"
"128",2022,13,0,1,"05125","Caicedo","Antioquia",996,"VOTOS EN BLANCO","Presidencia 2da vuelta",87,6575,"#dddddd","OTROS"
"129",2022,13,0,1,"05125","Caicedo","Antioquia",997,"VOTOS NULOS","Presidencia 2da vuelta",43,6575,"#808080","VOTOS NULOS"
"130",2022,13,0,1,"05125","Caicedo","Antioquia",998,"VOTOS NO MARCADOS","Presidencia 2da vuelta",9,6575,"#dddddd","OTROS"
"131",2022,13,0,1,"05129","Caldas","Antioquia",1076,"LIGA DE GOBERNANTES ANTICORRUPCION","Presidencia 2da vuelta",24410,7494,"#f07605","LIGA DE GOBERNANTES ANTICORRUPCION"
"132",2022,13,0,1,"05129","Caldas","Antioquia",1235,"COALICION PACTO HISTORICO","Presidencia 2da vuelta",14901,7494,"#1b3383","COALICION PACTO HISTORICO"
"133",2022,13,0,1,"05129","Caldas","Antioquia",996,"VOTOS EN BLANCO","Presidencia 2da vuelta",1503,7494,"#dddddd","OTROS"
"134",2022,13,0,1,"05129","Caldas","Antioquia",997,"VOTOS NULOS","Presidencia 2da vuelta",1122,7494,"#808080","VOTOS NULOS"
"135",2022,13,0,1,"05129","Caldas","Antioquia",998,"VOTOS NO MARCADOS","Presidencia 2da vuelta",52,7494,"#dddddd","OTROS"
"136",2022,13,0,1,"05134","Campamento","Antioquia",1076,"LIGA DE GOBERNANTES ANTICORRUPCION","Presidencia 2da vuelta",1540,6322,"#f07605","LIGA DE GOBERNANTES ANTICORRUPCION"
"137",2022,13,0,1,"05134","Campamento","Antioquia",1235,"COALICION PACTO HISTORICO","Presidencia 2da vuelta",683,6322,"#1b3383","COALICION PACTO HISTORICO"
"138",2022,13,0,1,"05134","Campamento","Antioquia",996,"VOTOS EN BLANCO","Presidencia 2da vuelta",104,6322,"#dddddd","OTROS"
"139",2022,13,0,1,"05134","Campamento","Antioquia",997,"VOTOS NULOS","Presidencia 2da vuelta",28,6322,"#808080","VOTOS NULOS"
"140",2022,13,0,1,"05134","Campamento","Antioquia",998,"VOTOS NO MARCADOS","Presidencia 2da vuelta",17,6322,"#dddddd","OTROS"
"141",2022,13,0,1,"05138","Cañasgordas","Antioquia",1076,"LIGA DE GOBERNANTES ANTICORRUPCION","Presidencia 2da vuelta",5752,11064,"#f07605","LIGA DE GOBERNANTES ANTICORRUPCION"
"142",2022,13,0,1,"05138","Cañasgordas","Antioquia",1235,"COALICION PACTO HISTORICO","Presidencia 2da vuelta",1046,11064,"#1b3383","COALICION PACTO HISTORICO"
"143",2022,13,0,1,"05138","Cañasgordas","Antioquia",996,"VOTOS EN BLANCO","Presidencia 2da vuelta",150,11064,"#dddddd","OTROS"
"144",2022,13,0,1,"05138","Cañasgordas","Antioquia",997,"VOTOS NULOS","Presidencia 2da vuelta",82,11064,"#808080","VOTOS NULOS"
"145",2022,13,0,1,"05138","Cañasgordas","Antioquia",998,"VOTOS NO MARCADOS","Presidencia 2da vuelta",14,11064,"#dddddd","OTROS"
"146",2022,13,0,1,"05142","Caracolí","Antioquia",1076,"LIGA DE GOBERNANTES ANTICORRUPCION","Presidencia 2da vuelta",1540,4498,"#f07605","LIGA DE GOBERNANTES ANTICORRUPCION"
"147",2022,13,0,1,"05142","Caracolí","Antioquia",1235,"COALICION PACTO HISTORICO","Presidencia 2da vuelta",510,4498,"#1b3383","COALICION PACTO HISTORICO"
"148",2022,13,0,1,"05142","Caracolí","Antioquia",996,"VOTOS EN BLANCO","Presidencia 2da vuelta",51,4498,"#dddddd","OTROS"
"149",2022,13,0,1,"05142","Caracolí","Antioquia",997,"VOTOS NULOS","Presidencia 2da vuelta",35,4498,"#808080","VOTOS NULOS"
"150",2022,13,0,1,"05142","Caracolí","Antioquia",998,"VOTOS NO MARCADOS","Presidencia 2da vuelta",7,4498,"#dddddd","OTROS"
"151",2022,13,0,1,"05145","Caramanta","Antioquia",1076,"LIGA DE GOBERNANTES ANTICORRUPCION","Presidencia 2da vuelta",1822,3949,"#f07605","LIGA DE GOBERNANTES ANTICORRUPCION"
"152",2022,13,0,1,"05145","Caramanta","Antioquia",1235,"COALICION PACTO HISTORICO","Presidencia 2da vuelta",477,3949,"#1b3383","COALICION PACTO HISTORICO"
"153",2022,13,0,1,"05145","Caramanta","Antioquia",996,"VOTOS EN BLANCO","Presidencia 2da vuelta",51,3949,"#dddddd","OTROS"
"154",2022,13,0,1,"05145","Caramanta","Antioquia",997,"VOTOS NULOS","Presidencia 2da vuelta",29,3949,"#808080","VOTOS NULOS"
"155",2022,13,0,1,"05145","Caramanta","Antioquia",998,"VOTOS NO MARCADOS","Presidencia 2da vuelta",8,3949,"#dddddd","OTROS"
"156",2022,13,0,1,"05147","Carepa","Antioquia",1235,"COALICION PACTO HISTORICO","Presidencia 2da vuelta",12605,6056,"#1b3383","COALICION PACTO HISTORICO"
"157",2022,13,0,1,"05147","Carepa","Antioquia",1076,"LIGA DE GOBERNANTES ANTICORRUPCION","Presidencia 2da vuelta",8113,6056,"#f07605","LIGA DE GOBERNANTES ANTICORRUPCION"
"158",2022,13,0,1,"05147","Carepa","Antioquia",996,"VOTOS EN BLANCO","Presidencia 2da vuelta",585,6056,"#dddddd","OTROS"
"159",2022,13,0,1,"05147","Carepa","Antioquia",997,"VOTOS NULOS","Presidencia 2da vuelta",261,6056,"#808080","VOTOS NULOS"
"160",2022,13,0,1,"05147","Carepa","Antioquia",998,"VOTOS NO MARCADOS","Presidencia 2da vuelta",32,6056,"#dddddd","OTROS"
"161",2022,13,0,1,"05148","El Carmen de Viboral","Antioquia",1076,"LIGA DE GOBERNANTES ANTICORRUPCION","Presidencia 2da vuelta",19123,10931,"#f07605","LIGA DE GOBERNANTES ANTICORRUPCION"
"162",2022,13,0,1,"05148","El Carmen de Viboral","Antioquia",1235,"COALICION PACTO HISTORICO","Presidencia 2da vuelta",8583,10931,"#1b3383","COALICION PACTO HISTORICO"
"163",2022,13,0,1,"05148","El Carmen de Viboral","Antioquia",996,"VOTOS EN BLANCO","Presidencia 2da vuelta",720,10931,"#dddddd","OTROS"
"164",2022,13,0,1,"05148","El Carmen de Viboral","Antioquia",997,"VOTOS NULOS","Presidencia 2da vuelta",467,10931,"#808080","VOTOS NULOS"
