REGION,CÓDIGO DANE DEL DEPARTAMENTO,departamento,codigo_municipio,nombre_municipio_x,comuna_nombre_x,region,vote_share_2002_r1_BEDOYA,vote_share_2002_r1_CARDONA,vote_share_2002_r1_CRISTANCHO,vote_share_2002_r1_LORA,vote_share_2002_r1_RINCON,vote_share_2002_r1_TARJETAS NO MARCADAS,vote_share_2002_r1_TOVAR,vote_share_2002_r1_VOTOS EN BLANCO,vote_share_2002_r1_VOTOS NULOS,vote_share_2002_r1_alvaro_uribe,vote_share_2002_r1_horacio_serpa,vote_share_2002_r1_ingrid_betancourt,vote_share_2002_r1_luis_eduardo_garzon,vote_share_2002_r1_noemi_sanin,vote_share_2006_r1_LEYVA,vote_share_2006_r1_PAREJO,vote_share_2006_r1_RINCON,vote_share_2006_r1_TARJETAS NO MARCADAS,vote_share_2006_r1_VOTOS EN BLANCO,vote_share_2006_r1_VOTOS NULOS,vote_share_2006_r1_alvaro_uribe,vote_share_2006_r1_antanas_mockus,vote_share_2006_r1_carlos_gaviria,vote_share_2006_r1_horacio_serpa,vote_share_2010_r1_ARAUJO,vote_share_2010_r1_CALDERON,vote_share_2010_r1_DEVIA,vote_share_2010_r1_PARDO,vote_share_2010_r1_TARJETAS NO MARCADAS,vote_share_2010_r1_VARGAS,vote_share_2010_r1_VOTOS EN BLANCO,vote_share_2010_r1_VOTOS NULOS,vote_share_2010_r1_antanas_mockus,vote_share_2010_r1_gustavo_petro,vote_share_2010_r1_juan_manuel_santos,vote_share_2010_r1_noemi_sanin,vote_share_2010_r2_TARJETAS NO MARCADAS,vote_share_2010_r2_VOTOS EN BLANCO,vote_share_2010_r2_VOTOS NULOS,vote_share_2010_r2_antanas_mockus,vote_share_2010_r2_juan_manuel_santos,vote_share_2014_r1_LOPEZ,vote_share_2014_r1_RAMIREZ,vote_share_2014_r1_TARJETAS NO  MARCADAS,vote_share_2014_r1_VOTOS EN BLANCO,vote_share_2014_r1_VOTOS NULOS,vote_share_2014_r1_enrique_penalosa,vote_share_2014_r1_juan_manuel_santos,vote_share_2014_r1_oscar_ivan_zuluaga,vote_share_2014_r2_TARJETAS NO MARCADAS,vote_share_2014_r2_VOTOS EN BLANCO,vote_share_2014_r2_VOTOS NULOS,vote_share_2014_r2_juan_manuel_santos,vote_share_2014_r2_oscar_ivan_zuluaga,vote_share_2018_r1_DE LA CALLE,vote_share_2018_r1_MORALES,vote_share_2018_r1_TARJETAS NO MARCADAS,vote_share_2018_r1_TRUJILLO,vote_share_2018_r1_VARGAS,vote_share_2018_r1_VOTOS EN BLANCO,vote_share_2018_r1_VOTOS NULOS,vote_share_2018_r1_gustavo_petro,vote_share_2018_r1_ivan_duque,vote_share_2018_r1_sergio_fajardo,vote_share_2018_r2_TARJETAS NO MARCADAS,vote_share_2018_r2_VOTOS EN BLANCO,vote_share_2018_r2_VOTOS NULOS,vote_share_2018_r2_gustavo_petro,vote_share_2018_r2_ivan_duque,vote_share_2022_r1_ENRIQUE GÓMEZ MARTÍNEZ,vote_share_2022_r1_FEDERICO GUTIÉRREZ,vote_share_2022_r1_GUSTAVO PETRO,vote_share_2022_r1_INGRID BETANCOURT,vote_share_2022_r1_JOHN MILTON RODRÍGUEZ,vote_share_2022_r1_LUIS PÉREZ,vote_share_2022_r1_RODOLFO HERNÁNDEZ,vote_share_2022_r1_SERGIO FAJARDO,vote_share_2022_r1_VOTOS EN BLANCO .,vote_share_2022_r1_VOTOS NO MARCADOS .,vote_share_2022_r1_VOTOS NULOS .,vote_share_2022_r1_federico_gutierrez,vote_share_2022_r1_gustavo_petro,vote_share_2022_r1_ingrid_betancourt,vote_share_2022_r1_rodolfo_hernandez,vote_share_2022_r1_sergio_fajardo,vote_share_2022_r2_GUSTAVO PETRO,vote_share_2022_r2_RODOLFO HERNÁNDEZ,vote_share_2022_r2_VOTOS EN BLANCO .,vote_share_2022_r2_VOTOS NO MARCADOS .,vote_share_2022_r2_VOTOS NULOS .,vote_share_2022_r2_gustavo_petro,vote_share_2022_r2_rodolfo_hernandez,nbi_rate_x,nbi_urban,nbi_rural,ipm_2018,ipm_2018_imputed,ipm_2022,ipm_2022_imputed,nombre_municipio_y,poblacion_total_x,poblacion_afrocolombiana_x,poblacion_indigena_x,poblacion_rural_dispersa_x,anos_escolaridad,hogares_con_internet,hogares_totales,pct_afro_colombian_x,pct_indigenous_x,pct_rural_disperso_x,years_schooling,internet_access_rate_x,ipm_score,nbi_rate_y,proyeccion_2022,population_2022,moe_risk_2007,moe_high_risk_2007,moe_risk_2010,moe_high_risk_2010,moe_risk_2011,moe_high_risk_2011,moe_risk_2014,moe_high_risk_2014,moe_risk_2015,moe_high_risk_2015,moe_risk_2016,moe_high_risk_2016,moe_risk_2018,moe_high_risk_2018,moe_risk_2019,moe_high_risk_2019,moe_risk_2022,moe_high_risk_2022,moe_risk_2023,moe_high_risk_2023,armed_group_presence,is_pdet,coca_hectares,risk_level,high_risk_flag,poblacion_total_y,poblacion_afrocolombiana_y,poblacion_indigena_y,poblacion_rural_dispersa_y,pct_afro_colombian_y,pct_indigenous_y,pct_rural_disperso_y,years_schooling_promedio,pct_school_attendance,internet_access_rate_y,labor_force_participation_rate,pct_female,rooms_per_household,persons_per_household,pct_age_18_29,pct_age_30_54,pct_age_55_plus,pop_2018,pop_2019,pop_2020,pop_2021,pop_2022,pop_2023,pop_2024,pop_2025,pop_2026,comuna_nombre_y,pct_ingresos_propios,gastos_totales_per_capita,transferencias_per_capita,ingresos_tributarios_per_capita
Región Eje Cafetero - Antioquia,17,Caldas,17042,Anserma,,,0.0035314891112419,0.0005150088287227,0.0017657445556209,0.0015450264861683,0.0012507357268981,0.011183048852266,0.001912889935256,0.024131842260153,0.0342848734549735,0.6634785167745733,0.1576662742789876,0.0039729252501471,0.0239846968805179,0.0707769276044732,0.0023914505642328,0.0041103056572752,0.0017188550930423,0.0112846573499738,0.0295194679022494,0.0337792392197892,0.724908452283088,0.0054554965996562,0.0980494731335475,0.0887826021971452,0.0008956252152945,0.00199793317258,0.0016534619359283,0.0510506372717878,0.0084050981743024,0.0544264553909748,0.0232173613503272,0.0276954874267998,0.0898380985187736,0.0201860144677919,0.6259042369962108,0.0947295900792283,0.0063046281702249,0.0330276543917466,0.0270096002292592,0.1159908296317524,0.8176672875770168,0.0625841184387617,0.1751158965156273,0.0050844922984896,0.0429938687004635,0.0394048153132944,0.0299087782264094,0.0955585464333782,0.5493494840735756,0.0043186799020239,0.0347428129431481,0.0316488333118473,0.1608224829186541,0.7684671909243264,0.0158451847522566,0.0030521462432625,0.0064939281771543,0.0024676927073186,0.0513020325995194,0.0164296382882005,0.0220144165205532,0.0568218715501006,0.6103643093707384,0.2133255406195207,0.003176216490916,0.0398932791259052,0.0236310506924151,0.1706898742218269,0.7626095794689366,0.0025006411900487,,,,0.0051295203898435,,,,0.0184021543985637,0.0053218774044626,0.0296870992562195,0.3463708643241857,0.2034496024621697,,0.3540010259040779,0.0351372146704283,,,0.0262478485370051,0.0024588148512417,0.0296287189574625,0.3037251044996312,0.6379395131546595,0.1066543673261658,0.0876683824334684,0.1329690346083788,0.1694528733883225,True,0.1694528733883225,True,,,,,,,,,,,,,,,,,,low,0.0,low,0.0,low,0.0,low,0.0,low,0.0,low,0.0,low,0.0,low,0.0,low,0.0,low,0.0,0.0,0.0,0.0,low,0.0,36129.0,347.0,2727.0,9779.0,0.0096,0.0755,0.2707,9.8604,0.851,0.5678,0.655,0.5049,3.3924,2.6586,0.2918,0.3392,0.369,36129.0,36669.0,37170.0,37368.0,37438.0,37397.0,37428.0,37421.0,37352.0,,0.8734922243746556,770108.96,22218.661428571428,138514.95142857142
Región Pacífico,76,Valle del Cauca,76041,Ansermanuevo,,,0.0042706964520367,0.0013140604467805,0.0009855453350854,0.0021353482260183,0.0004927726675427,0.0062417871222076,0.0021353482260183,0.0159329829172141,0.0146189224704336,0.7886005256241787,0.0438567674113009,0.0041064388961892,0.0297306176084099,0.0855781865965834,0.0015718327569946,0.002043382584093,0.0003143665513989,0.0047154982709839,0.0165042439484438,0.0077019805092738,0.7651681861049985,0.0022005658597925,0.1864193649795661,0.0133605784344545,0.0009827319949459,0.0009827319949459,0.0030885862698301,0.0102484908044363,0.005054050259722,0.052927137442089,0.0150217604941738,0.0120735645093359,0.098834760634564,0.0338340586831391,0.653235996069072,0.1137161308437456,0.003826704933716,0.029110291102911,0.014486811534782,0.1153478201448681,0.8372283722837228,0.0874614140820226,0.3298544759664853,0.0036748493311774,0.0338086138468322,0.0220490959870645,0.0295457886226664,0.1247978832867852,0.368807878876966,0.0058919393255609,0.0440015043249341,0.0255735238811583,0.244578162216372,0.6799548702519744,0.0066707095209217,0.0023044269254093,0.0032747119466343,0.0014554275318374,0.0721649484536082,0.0144329896907216,0.0154032747119466,0.0693753790175864,0.6201334141904185,0.1924802910855063,0.0026676367163817,0.0312841033102946,0.0140657208681944,0.1633321207711895,0.7886504183339396,0.0021357380161366,,,,0.0055766492643569,0.0007119126720455,,,0.0175605125771238,0.0029663028001898,0.0153061224489795,0.2936639772187945,0.2333887043189368,0.0005932605600379,0.4087565258661604,0.0193402942572377,,,0.019175233914751,0.0020792422317199,0.0185976666281621,0.3385699433984059,0.6215779138269608,0.1275956807871701,0.1139724373805452,0.1513134851138353,0.1590938131982256,True,0.1590938131982256,True,,,,,,,,,,,,,,,,,,medium,0.0,extreme,1.0,low,0.0,medium,0.0,low,0.0,low,0.0,low,0.0,low,0.0,low,0.0,low,0.0,0.0,0.0,0.0,low,0.0,17442.0,1020.0,1412.0,2726.0,0.0585,0.081,0.1563,10.7998,0.8437,0.5804,0.6193,0.4962,3.6588,3.5783,0.2377,0.3627,0.3996,17442.0,17644.0,17850.0,17923.0,17915.0,17884.0,17894.0,17879.0,17825.0,,0.7519473481512432,935255.74,51595.24714285714,155343.35285714286
Región Eje Cafetero - Antioquia,5,Antioquia,05044,Anza,,,0.014336917562724,0.003584229390681,0.0017921146953405,0.0053763440860215,,0.0197132616487455,0.007168458781362,0.043010752688172,0.0268817204301075,0.2921146953405018,0.4516129032258064,0.0053763440860215,0.021505376344086,0.1075268817204301,0.0033898305084745,0.0101694915254237,0.0033898305084745,0.0144067796610169,0.0211864406779661,0.0101694915254237,0.8423728813559322,0.0016949152542372,0.0449152542372881,0.0483050847457627,0.0029112081513828,0.0021834061135371,0.0021834061135371,0.074235807860262,0.0050946142649199,0.056768558951965,0.0181950509461426,0.0181950509461426,0.0487627365356623,0.0094614264919941,0.7096069868995634,0.0524017467248908,0.0066066066066066,0.027027027027027,0.012012012012012,0.069069069069069,0.8852852852852853,0.0496613995485327,0.0840857787810383,0.0129796839729119,0.0496613995485327,0.0220090293453724,0.0237020316027088,0.2127539503386004,0.5451467268623025,0.0096774193548387,0.032258064516129,0.0153225806451612,0.2314516129032258,0.7112903225806452,0.0185259766411598,0.0024164317358034,0.0092629883205799,0.004430124848973,0.0463149416028997,0.0157068062827225,0.0153040676600886,0.0245670559806685,0.7539267015706806,0.1083366894885219,0.0037697052775873,0.0253598355037697,0.0078821110349554,0.068882796435915,0.8941055517477724,0.0042372881355932,,,,0.0016949152542372,0.0012711864406779,,,0.0228813559322033,0.0038135593220338,0.0122881355932203,0.4822033898305085,0.0966101694915254,,0.3322033898305084,0.0427966101694915,,,0.0192442267319804,0.0024492652204338,0.0097970608817354,0.1333100069979006,0.8351994401679497,0.1633260256811775,0.0661016949152542,0.1853630426431041,0.1588426984159165,True,0.1588426984159165,True,,,,,,,,,,,,,,,,,,low,0.0,low,0.0,medium,0.0,extreme,1.0,low,0.0,low,0.0,extreme,1.0,medium,0.0,low,0.0,low,0.0,0.0,0.0,0.0,low,0.0,7013.0,730.0,648.0,1325.0,0.1041,0.0923,0.1889,10.0438,0.836,0.5259,0.6781,0.4995,2.6641,3.6264,0.2603,0.348,0.3918,7013.0,7162.0,7340.0,7421.0,7473.0,7543.0,7628.0,7681.0,7737.0,,0.5627999624634994,1593836.137142857,145978.76428571428,136741.75714285715
Región Centro Sur,73,Tolima,73043,Anzoátegui,,,0.0074836295603367,0.0018709073900841,0.000935453695042,0.0037418147801683,0.0028063610851262,0.0130963517305893,0.000935453695042,0.0308699719363891,0.0477081384471468,0.5257249766136576,0.1487371375116931,0.0112254443405051,0.0963517305893358,0.108512628624883,0.0040369088811995,0.0063437139561707,0.0017301038062283,0.0132641291810842,0.0328719723183391,0.0178777393310265,0.7525951557093425,0.0040369088811995,0.1355247981545559,0.0317185697808535,0.000800961153384,0.0020024028834601,0.0016019223067681,0.0180216259511413,0.0052062474969963,0.0236283540248297,0.0152182619142971,0.014417300760913,0.1081297557068482,0.0364437324789747,0.7172607128554265,0.0572687224669603,0.0055533518445061,0.0218167393891313,0.0103133677112257,0.1102737009123363,0.8520428401428005,0.0586666666666666,0.0643809523809523,0.0072380952380952,0.030095238095238,0.0201904761904761,0.022095238095238,0.1146666666666666,0.6826666666666666,0.0063510392609699,0.0161662817551963,0.0190531177829099,0.1452078521939953,0.8132217090069284,0.0073884626314293,0.0031258880363739,0.0053992611537368,0.0031258880363739,0.0287013356067064,0.0116510372264847,0.0102301790281329,0.1298664393293549,0.7075873827791986,0.0920716112531969,0.0030927835051546,0.0195876288659793,0.0077319587628865,0.1662371134020618,0.8033505154639176,0.0015826958586125,,,,0.0110788710102875,0.0007913479293062,,,0.0105513057240833,0.0015826958586125,0.0071221313637562,0.1390134529147982,0.1886045898179899,0.0005275652862041,0.6222632550778159,0.0168820891585333,,,0.0116722248689852,0.0016674606955693,0.0071462601238685,0.233206288708909,0.746307765602668,0.2090633645106046,0.0869224745497259,0.2337662337662337,0.1846202682881172,True,0.1846202682881172,True,,,,,,,,,,,,,,,,,,medium,0.0,high,1.0,low,0.0,low,0.0,low,0.0,low,0.0,low,0.0,low,0.0,low,0.0,low,0.0,0.0,0.0,0.0,low,0.0,10219.0,1047.0,538.0,3060.0,0.1025,0.0526,0.2994,10.2389,0.8313,0.555,0.6536,0.4991,3.2313,3.191,0.2723,0.319,0.4087,10219.0,10314.0,10425.0,10477.0,10495.0,10537.0,10590.0,10635.0,10643.0,,0.3790005248871927,1272716.5299999998,152344.57428571428,51941.298571428575
Región Eje Cafetero - Antioquia,5,Antioquia,05045,Apartadó,,,0.0031711932893458,0.000255741394302,0.0006649276251854,0.0005114827886041,0.000255741394302,0.0031200450104853,0.0004603345097437,0.0172369699759603,0.0067004245307145,0.4614597718786762,0.4639148892639763,0.0026597105007416,0.0131962559459874,0.0263925118919748,0.0012941074971961,0.0053921145716504,0.0002588214994392,0.0047450608230523,0.0236821671986886,0.0062117159865412,0.4426710378742127,0.003839185575015,0.0888620481407989,0.4230437408334052,0.0008201892744479,0.0008832807570977,0.0005993690851735,0.0572555205047318,0.0030599369085173,0.0402208201892744,0.0315457413249211,0.009968454258675,0.167981072555205,0.1050157728706624,0.5327129337539432,0.0499369085173501,0.0043447269271239,0.0444995078239027,0.0077729880180577,0.2098367333084416,0.7335460439224738,0.0706832053553849,0.1133425214937323,0.0038065235938833,0.0745553586664041,0.0169652818796351,0.0482378420949005,0.3997506070748835,0.2726586598411761,0.0032295331617917,0.0436118258677729,0.013679567295069,0.592081079661818,0.3473979940135482,0.0153432094221567,0.0022083179977916,0.0039105631210894,0.0046006624953993,0.0321586308428413,0.0339298859035701,0.0149291497975708,0.3856965403018034,0.3517896577107103,0.1530640412219359,0.0019532147617077,0.0443264855921687,0.0134427133599889,0.4934969437933728,0.4467806424927616,0.0016534591575423,,,,0.0175831266509386,0.0004436109934869,,,0.0236323674712156,0.002016413606759,0.011070110701107,0.1680075817151614,0.5275744560724296,0.000342790313149,0.2249309378339685,0.0227451454842417,,,0.0265708270904849,0.0011569025357027,0.0105448821287006,0.6428774631592922,0.3188499250858194,0.146740097512367,0.1090689080027471,0.3139608032905879,0.1588426984159165,True,0.1588426984159165,True,,,,,,,,,,,,,,,,,,medium,0.0,low,0.0,extreme,1.0,medium,0.0,low,0.0,extreme,1.0,extreme,1.0,low,0.0,high,1.0,low,0.0,0.0,0.0,0.0,low,0.0,121014.0,6583.0,7987.0,30815.0,0.0544,0.066,0.2546,9.7838,0.8113,0.5531,0.6511,0.4983,3.0542,4.1113,0.2119,0.3334,0.4547,121014.0,121255.0,121664.0,122772.0,123578.0,124339.0,124423.0,125203.0,125881.0,,0.984696492940156,1326382.97,3709.788571428572,221165.14285714287
Región Eje Cafetero - Antioquia,66,Risaralda,66045,Apía,,,0.0043334183023196,0.0010196278358399,0.0020392556716798,0.0030588835075197,0.0015294417537598,0.0079021157277593,0.0035686974254397,0.0178434871271985,0.0277848585266377,0.7705837369360183,0.061687484068315,0.0025490695895997,0.0303339281162375,0.0657659954116747,0.000808244089715,0.0034350373812891,0.0020206102242877,0.008890684986866,0.0157607597494443,0.0163669428167306,0.8197615679935341,0.0036370984037179,0.0992119620125277,0.0301070923418872,0.0009523809523809,0.0011428571428571,0.0041904761904761,0.0291428571428571,0.0043809523809523,0.0601904761904761,0.0161904761904761,0.0219047619047619,0.1059047619047619,0.0241904761904761,0.5584761904761905,0.1733333333333333,0.0041757804732551,0.0222708291906939,0.0174985086498309,0.1364088287930006,0.8196460528932193,0.0637898686679174,0.2789243277048155,0.0072962268084219,0.0412757973733583,0.0304356889722743,0.029810298102981,0.150093808630394,0.3983739837398374,0.0081358330385567,0.0366112486735054,0.0309515387336399,0.2536257516802264,0.6706756278740714,0.0071123755334281,0.0019559032716927,0.0056899004267425,0.0012446657183499,0.0371621621621621,0.0131578947368421,0.0224039829302987,0.0552987197724039,0.6130867709815079,0.2414651493598862,0.0032906130931763,0.0372358850017319,0.0223415310010391,0.1705923103567717,0.766539660547281,0.0023074192403265,,,,0.0081647142350017,0.0003549875754348,,,0.0241391551295704,0.002484913028044,0.0248491302804401,0.2522186723464679,0.2108626198083067,0.0017749378771742,0.4389421370252041,0.0339013134540291,,,0.029466871061148,0.00340657468915,0.0238460228240504,0.2973939703628002,0.6458865610628512,0.0956668542487338,0.0614306328592042,0.1242471175357081,0.169324647624077,True,0.169324647624077,True,,,,,,,,,,,,,,,,,,medium,0.0,low,0.0,low,0.0,low,0.0,low,0.0,low,0.0,low,0.0,low,0.0,low,0.0,low,0.0,0.0,0.0,0.0,low,0.0,12399.0,689.0,184.0,2566.0,0.0556,0.0149,0.207,9.5012,0.8921,0.6017,0.6257,0.4869,3.4725,3.4635,0.307,0.3847,0.3083,12399.0,12572.0,12740.0,12801.0,12809.0,12760.0,12754.0,12753.0,12698.0,,0.6432808977012269,1007892.7785714286,70218.60857142857,110233.94428571429
Región Centro Oriente,25,Cundinamarca,25599,Apulo,,,0.0077429345722028,0.0003871467286101,0.0003871467286101,0.0015485869144405,0.0003871467286101,0.0069686411149825,0.0015485869144405,0.0112272551296941,0.0158730158730158,0.2992644212156407,0.5718157181571816,0.0050329074719318,0.040650406504065,0.0371660859465737,0.0023109937273027,0.0029712776493892,0.0019808517662594,0.0033014196104324,0.0092439749092109,0.0066028392208649,0.7230108946847145,0.0026411356883459,0.1300759326510399,0.1178606800924397,0.0008344923504867,0.0013908205841446,0.0011126564673157,0.0472878998609179,0.0025034770514603,0.0425591098748261,0.0066759388038942,0.0086230876216968,0.0826147426981919,0.0461752433936022,0.737413073713491,0.0228094575799721,0.0043731778425655,0.0212827988338192,0.0090379008746355,0.1032069970845481,0.8620991253644315,0.0760469011725293,0.0894472361809045,0.0046901172529313,0.0301507537688442,0.016750418760469,0.0180904522613065,0.3437185929648241,0.421105527638191,0.0030588835075197,0.011980627071119,0.0130002549069589,0.4519500382360438,0.5200101962783584,0.0556492411467116,0.0019272464466393,0.0043363045049385,0.0019272464466393,0.1144302577692122,0.0105998554565165,0.0086726090098771,0.0985304745844374,0.563478679836184,0.1385208383522043,0.0019583843329253,0.0215422276621787,0.011015911872705,0.1924112607099143,0.7730722154222767,0.0009363295880149,,,,0.0079588014981273,0.0004681647940074,,,0.0093632958801498,0.0021067415730337,0.0084269662921348,0.1645599250936329,0.2111423220973782,0.0004681647940074,0.5674157303370787,0.0271535580524344,,,0.0128428384849804,0.0013060513713539,0.0069656073138876,0.2766652154984763,0.7022202873313017,0.1840637450199203,0.082004555808656,0.2732702837232454,0.1589957001992672,True,0.1589957001992672,True,,,,,,,,,,,,,,,,,,low,0.0,low,0.0,low,0.0,low,0.0,low,0.0,low,0.0,low,0.0,low,0.0,low,0.0,low,0.0,0.0,0.0,0.0,low,0.0,8196.0,489.0,506.0,2362.0,0.0597,0.0618,0.2882,9.7614,0.8215,0.5864,0.6482,0.5018,3.3061,3.619,0.2629,0.3178,0.4193,8196.0,8289.0,8396.0,8461.0,8520.0,8557.0,8624.0,8666.0,8689.0,,0.7323345649978619,1266053.0242857144,107461.62,229708.64571428573
Región Centro Oriente,15,Boyacá,15047,Aquitania,,,0.0042575838211814,0.0026609898882384,0.0010643959552953,0.0017739932588256,0.0005321979776476,0.0046123824729466,0.0042575838211814,0.0097569629235408,0.0209331204541422,0.7420613801667554,0.0789427000177399,0.0033705871917686,0.0356572645023948,0.0901188575483413,0.0047163069887094,0.0040017150207231,0.0028583678719451,0.006717164499071,0.0097184507646134,0.0102901243390024,0.8919536944404745,0.001143347148778,0.0503072745462341,0.0182935543804487,0.0012122844827586,0.0009428879310344,0.0005387931034482,0.0082165948275862,0.0022898706896551,0.0315193965517241,0.0060614224137931,0.0057920258620689,0.0618265086206896,0.0125269396551724,0.8542564655172413,0.0148168103448275,0.0024499207378584,0.007926214151895,0.0048998414757169,0.067733102752558,0.9169909208819714,0.073511437052558,0.2039462196612537,0.0061114021302601,0.0144927536231884,0.0220010476689366,0.0221756591583726,0.0523834468308014,0.605378033874629,0.0051933064050779,0.0170225043277553,0.0200519330640507,0.1239180611656087,0.8338141950375072,0.0063078216989066,0.0023829548640313,0.0033641715727502,0.0022427810485001,0.031959629941127,0.0117746005046257,0.0133165124754695,0.092654892066162,0.7067563779086067,0.127838519764508,0.0011662563172217,0.0165867565115977,0.0093300505377737,0.1570558507191914,0.8158610859142154,0.0056194458964976,,,,0.001829587036069,0.0005227391531625,,,0.010585467851542,0.001437532671197,0.0100627286983795,0.0700470465237846,0.1466283324621014,0.0006534239414532,0.7296131730266597,0.0230005227391531,,,0.0148681612266233,0.0006969450574979,0.0095249157858055,0.2024625392031595,0.7724474387269137,0.13001443001443,0.0988896599583622,0.1521739130434782,0.1811504657502856,True,0.1811504657502856,True,,,,,,,,,,,,,,,,,,high,1.0,low,0.0,low,0.0,high,1.0,low,0.0,low,0.0,low,0.0,low,0.0,low,0.0,low,0.0,0.0,0.0,0.0,low,0.0,15339.0,1407.0,723.0,3935.0,0.0917,0.0472,0.2566,10.265,0.8397,0.529,0.6432,0.5088,3.2177,3.5702,0.2398,0.3429,0.4174,15339.0,15378.0,15528.0,15506.0,15497.0,15450.0,15405.0,15363.0,15292.0,,0.7095026756586398,1157528.6542857145,68302.46857142857,122977.50714285714
Región Caribe,47,Magdalena,47053,Aracataca,,,0.0071533382245047,0.0003668378576669,0.0003668378576669,0.0012839325018341,0.0003668378576669,0.002017608217168,0.002017608217168,0.0154071900220102,0.0097212032281731,0.1564563462949376,0.7123991195891416,0.0033015407190022,0.0262289068231841,0.0629126925898752,0.0015308075009567,0.0029340477101671,0.0002551345834927,0.0025513458349279,0.0080367393800229,0.0088021431305013,0.6408980737338946,0.0008929710422247,0.2328103074371731,0.1012884296466386,0.0010300782859497,0.0010300782859497,0.0016481252575195,0.0170992995467655,0.0012360939431396,0.026576019777503,0.0090646889163576,0.0098887515451174,0.0642768850432632,0.2116810877626699,0.6437989287185826,0.0126699629171817,0.0029781601588352,0.0328700639752923,0.0089344804765056,0.1201191264063534,0.8350981689830135,0.1022794552989934,0.0636471284783895,0.0032563647128478,0.0344878626406157,0.0109532267613972,0.0288632326820603,0.4949674363528715,0.2615452930728241,0.0031435243398598,0.0138315070953835,0.0183222561523262,0.7034309322795043,0.2612717801329262,0.0141894925909295,0.0017063313875168,0.002334979793444,0.0037718904355635,0.1576111360574764,0.0132016165244723,0.0157162101481814,0.3592276605298608,0.4012572968118545,0.0303547373147732,0.001076522831255,0.0159684219969498,0.007804790526599,0.4864986094913429,0.488651655153853,0.002008200150615,,,,0.0142247510668563,8.367500627562547e-05,,,0.0158982511923688,0.0016735001255125,0.0110451008283825,0.1917831143837335,0.5796167684712576,0.000669400050205,0.1701112877583465,0.0128859509664463,,,0.0157737878898015,0.000799592934506,0.0104673984153521,0.6933197644835356,0.2796394562768045,0.294150641025641,0.1923042862203329,0.448976844372644,0.2264530921208074,True,0.2264530921208074,True,,,,,,,,,,,,,,,,,,medium,0.0,low,0.0,medium,0.0,low,0.0,low,0.0,low,0.0,low,0.0,low,0.0,low,0.0,low,0.0,0.0,0.0,0.0,low,0.0,39855.0,4508.0,5764.0,15047.0,0.1131,0.1446,0.3776,9.0856,0.8593,0.4498,0.5835,0.4968,3.3647,3.8457,0.2583,0.3511,0.3906,39855.0,41046.0,42443.0,43160.0,43624.0,44032.0,44403.0,44719.0,44885.0,,0.6803105553149703,947102.1842857144,32222.894285714287,63813.48857142858
Región Eje Cafetero - Antioquia,17,Caldas,17050,Aranzazu,,,0.0028305028305028,0.0003330003330003,0.0009990009990009,0.0011655011655011,0.0004995004995004,0.0119880119880119,0.0023310023310023,0.0158175158175158,0.0208125208125208,0.786047286047286,0.0622710622710622,0.0041625041625041,0.0264735264735264,0.0642690642690642,0.001008912056499,0.0050445602824953,0.0011770640659155,0.0087439044896586,0.0255591054313099,0.020682697158231,0.8231040860938288,0.0053808643013284,0.0718009080208508,0.0374978980998822,0.0018031013342949,0.0030652722683014,0.0016227912008654,0.0171294626758023,0.0077533357374684,0.1125135232600072,0.0178507032095203,0.0210962856112513,0.0908763072484673,0.0088351965380454,0.5030652722683014,0.214388748647674,0.0076234038498189,0.0306842004955212,0.017724413950829,0.1162569087097389,0.8277110729940919,0.0413658536585365,0.2298536585365853,0.009170731707317,0.0429268292682926,0.0376585365853658,0.0378536585365853,0.1276097560975609,0.4735609756097561,0.0053356282271944,0.0287435456110154,0.0289156626506024,0.1672977624784853,0.7697074010327022,0.0103609048523571,0.0018994992229321,0.0060438611638749,0.0027629079606285,0.1412536694871352,0.0120877223277499,0.0138145398031428,0.020031082714557,0.5992056639613192,0.1915040580210671,0.0025113008538422,0.0321446509291813,0.0160723254645906,0.0894023103967855,0.8598694123556002,0.0038635981857886,,,,0.0045355283050562,,,,0.018142113220225,0.0050394758945069,0.0199899210482109,0.4204602721316983,0.1185956660507307,0.0011758777087182,0.3453720813035444,0.0628254661515202,,,0.0204688015846814,0.0026411356883459,0.0211290855067679,0.2033674480026411,0.7523935292175635,0.0983357012380759,0.0625592417061611,0.1625993189557321,0.1694528733883225,True,0.1694528733883225,True,,,,,,,,,,,,,,,,,,low,0.0,low,0.0,low,0.0,low,0.0,low,0.0,low,0.0,low,0.0,low,0.0,low,0.0,low,0.0,0.0,0.0,0.0,low,0.0,10561.0,980.0,462.0,1710.0,0.0928,0.0438,0.1619,10.7221,0.8685,0.5231,0.6991,0.4876,3.7164,3.886,0.2751,0.376,0.3489,10561.0,10659.0,10788.0,10813.0,10827.0,10801.0,10820.0,10797.0,10781.0,,0.6019581214632707,1187765.872857143,106155.7657142857,115208.76714285716
