REGION,CÓDIGO DANE DEL DEPARTAMENTO,departamento,codigo_municipio,nombre_municipio_x,comuna_nombre_x,region,vote_share_2002_r1_BEDOYA,vote_share_2002_r1_CARDONA,vote_share_2002_r1_CRISTANCHO,vote_share_2002_r1_LORA,vote_share_2002_r1_RINCON,vote_share_2002_r1_TARJETAS NO MARCADAS,vote_share_2002_r1_TOVAR,vote_share_2002_r1_VOTOS EN BLANCO,vote_share_2002_r1_VOTOS NULOS,vote_share_2002_r1_alvaro_uribe,vote_share_2002_r1_horacio_serpa,vote_share_2002_r1_ingrid_betancourt,vote_share_2002_r1_luis_eduardo_garzon,vote_share_2002_r1_noemi_sanin,vote_share_2006_r1_LEYVA,vote_share_2006_r1_PAREJO,vote_share_2006_r1_RINCON,vote_share_2006_r1_TARJETAS NO MARCADAS,vote_share_2006_r1_VOTOS EN BLANCO,vote_share_2006_r1_VOTOS NULOS,vote_share_2006_r1_alvaro_uribe,vote_share_2006_r1_antanas_mockus,vote_share_2006_r1_carlos_gaviria,vote_share_2006_r1_horacio_serpa,vote_share_2010_r1_ARAUJO,vote_share_2010_r1_CALDERON,vote_share_2010_r1_DEVIA,vote_share_2010_r1_PARDO,vote_share_2010_r1_TARJETAS NO MARCADAS,vote_share_2010_r1_VARGAS,vote_share_2010_r1_VOTOS EN BLANCO,vote_share_2010_r1_VOTOS NULOS,vote_share_2010_r1_antanas_mockus,vote_share_2010_r1_gustavo_petro,vote_share_2010_r1_juan_manuel_santos,vote_share_2010_r1_noemi_sanin,vote_share_2010_r2_TARJETAS NO MARCADAS,vote_share_2010_r2_VOTOS EN BLANCO,vote_share_2010_r2_VOTOS NULOS,vote_share_2010_r2_antanas_mockus,vote_share_2010_r2_juan_manuel_santos,vote_share_2014_r1_LOPEZ,vote_share_2014_r1_RAMIREZ,vote_share_2014_r1_TARJETAS NO  MARCADAS,vote_share_2014_r1_VOTOS EN BLANCO,vote_share_2014_r1_VOTOS NULOS,vote_share_2014_r1_enrique_penalosa,vote_share_2014_r1_juan_manuel_santos,vote_share_2014_r1_oscar_ivan_zuluaga,vote_share_2014_r2_TARJETAS NO MARCADAS,vote_share_2014_r2_VOTOS EN BLANCO,vote_share_2014_r2_VOTOS NULOS,vote_share_2014_r2_juan_manuel_santos,vote_share_2014_r2_oscar_ivan_zuluaga,vote_share_2018_r1_DE LA CALLE,vote_share_2018_r1_MORALES,vote_share_2018_r1_TARJETAS NO MARCADAS,vote_share_2018_r1_TRUJILLO,vote_share_2018_r1_VARGAS,vote_share_2018_r1_VOTOS EN BLANCO,vote_share_2018_r1_VOTOS NULOS,vote_share_2018_r1_gustavo_petro,vote_share_2018_r1_ivan_duque,vote_share_2018_r1_sergio_fajardo,vote_share_2018_r2_TARJETAS NO MARCADAS,vote_share_2018_r2_VOTOS EN BLANCO,vote_share_2018_r2_VOTOS NULOS,vote_share_2018_r2_gustavo_petro,vote_share_2018_r2_ivan_duque,vote_share_2022_r1_ENRIQUE GÓMEZ MARTÍNEZ,vote_share_2022_r1_FEDERICO GUTIÉRREZ,vote_share_2022_r1_GUSTAVO PETRO,vote_share_2022_r1_INGRID BETANCOURT,vote_share_2022_r1_JOHN MILTON RODRÍGUEZ,vote_share_2022_r1_LUIS PÉREZ,vote_share_2022_r1_RODOLFO HERNÁNDEZ,vote_share_2022_r1_SERGIO FAJARDO,vote_share_2022_r1_VOTOS EN BLANCO .,vote_share_2022_r1_VOTOS NO MARCADOS .,vote_share_2022_r1_VOTOS NULOS .,vote_share_2022_r1_federico_gutierrez,vote_share_2022_r1_gustavo_petro,vote_share_2022_r1_ingrid_betancourt,vote_share_2022_r1_rodolfo_hernandez,vote_share_2022_r1_sergio_fajardo,vote_share_2022_r2_GUSTAVO PETRO,vote_share_2022_r2_RODOLFO HERNÁNDEZ,vote_share_2022_r2_VOTOS EN BLANCO .,vote_share_2022_r2_VOTOS NO MARCADOS .,vote_share_2022_r2_VOTOS NULOS .,vote_share_2022_r2_gustavo_petro,vote_share_2022_r2_rodolfo_hernandez,nbi_rate_x,nbi_urban,nbi_rural,ipm_2018,ipm_2018_imputed,ipm_2022,ipm_2022_imputed,nombre_municipio_y,poblacion_total_x,poblacion_afrocolombiana_x,poblacion_indigena_x,poblacion_rural_dispersa_x,anos_escolaridad,hogares_con_internet,hogares_totales,pct_afro_colombian_x,pct_indigenous_x,pct_rural_disperso_x,years_schooling,internet_access_rate_x,ipm_score,nbi_rate_y,proyeccion_2022,population_2022,moe_risk_2007,moe_high_risk_2007,moe_risk_2010,moe_high_risk_2010,moe_risk_2011,moe_high_risk_2011,moe_risk_2014,moe_high_risk_2014,moe_risk_2015,moe_high_risk_2015,moe_risk_2016,moe_high_risk_2016,moe_risk_2018,moe_high_risk_2018,moe_risk_2019,moe_high_risk_2019,moe_risk_2022,moe_high_risk_2022,moe_risk_2023,moe_high_risk_2023,armed_group_presence,is_pdet,coca_hectares,risk_level,high_risk_flag,poblacion_total_y,poblacion_afrocolombiana_y,poblacion_indigena_y,poblacion_rural_dispersa_y,pct_afro_colombian_y,pct_indigenous_y,pct_rural_disperso_y,years_schooling_promedio,pct_school_attendance,internet_access_rate_y,labor_force_participation_rate,pct_female,rooms_per_household,persons_per_household,pct_age_18_29,pct_age_30_54,pct_age_55_plus,pop_2018,pop_2019,pop_2020,pop_2021,pop_2022,pop_2023,pop_2024,pop_2025,pop_2026,comuna_nombre_y,pct_ingresos_propios,gastos_totales_per_capita,transferencias_per_capita,ingresos_tributarios_per_capita
Región Centro Sur,73,Tolima,73585,Purificación,,,0.0038712114059106,0.0009441979038806,0.0014162968558209,0.0013218770654329,0.0014162968558209,0.0065149655367765,0.0021716551789255,0.0190727976583892,0.0149183268813143,0.3785289396657539,0.4903219714852233,0.0039656311962987,0.0340855443300915,0.0414502879803606,0.002065404475043,0.0072289156626506,0.0005737234652897,0.0075731497418244,0.0182444061962134,0.0088353413654618,0.4705679862306368,0.0043602983362019,0.272403901319564,0.2081468732071141,0.0009777082518576,0.0017598748533437,0.0010754790770434,0.1163472819710598,0.0055729370355885,0.0629644114196323,0.0178920610089949,0.0107547907704341,0.1569221744231521,0.0616933906922174,0.4780015643332029,0.0860383261634728,0.0052319146795452,0.0279706207867994,0.0159975852701479,0.2314116108260388,0.7193882684374685,0.1302298173246906,0.2391278727165586,0.0040070713022981,0.0333529758397171,0.0280494991160872,0.0284030642309958,0.2755450795521508,0.2612846199175014,0.0036720829890755,0.0237767373542642,0.0250619664004406,0.4920591205361241,0.4554300927200955,0.0216660440791931,0.0019611505416511,0.0045760179305192,0.0036421367202091,0.1021666044079193,0.0155024280911468,0.0135412775494957,0.2804445274561076,0.3769144564811356,0.1765035487485991,0.0024210820374336,0.0270974951112766,0.0181581152807524,0.4276003352267436,0.5247229723437936,0.0013860013860013,,,,0.0036382536382536,0.0002598752598752,,,0.0148995148995149,0.0027720027720027,0.0174982674982674,0.1945599445599445,0.3623527373527374,0.0006930006930006,0.3819300069300069,0.020010395010395,,,0.0163842710997442,0.0021579283887468,0.014945652173913,0.441656010230179,0.5248561381074168,0.151239926984551,0.1156834760545512,0.1967712458117575,0.1846202682881172,True,0.1846202682881172,True,,,,,,,,,,,,,,,,,,low,0.0,low,0.0,low,0.0,low,0.0,low,0.0,low,0.0,low,0.0,low,0.0,low,0.0,low,0.0,0.0,0.0,0.0,low,0.0,23521.0,1762.0,2804.0,6953.0,0.0749,0.1192,0.2956,10.0199,0.8747,0.55,0.6252,0.4985,3.2468,3.3037,0.2378,0.377,0.3852,23521.0,23682.0,23840.0,23892.0,23947.0,23997.0,24074.0,24120.0,24149.0,,0.8406271921508148,1128186.4485714284,42994.88428571429,210094.3
Región Caribe,23,Córdoba,23586,Purísima,,,0.0064026559165283,0.0009485416172634,0.0011856770215793,0.0026084894474745,0.0004742708086317,0.0085368745553711,0.0028456248517903,0.0064026559165283,0.0094854161726345,0.5015413801280532,0.3500118567702158,0.0030827602561062,0.0666350486127578,0.0398387479250652,0.0025241901556583,0.0067311737484223,0.0023138409760201,0.0056794278502313,0.0048380311316785,0.0031552376945729,0.6459823306689104,0.0014724442574673,0.1442995372318048,0.1830037862852334,0.0014668133480014,0.0011001100110011,0.0012834616795012,0.0804913824715805,0.0034836817015034,0.0359369270260359,0.0055005500550055,0.0069673634030069,0.0533553355335533,0.0748074807480748,0.6422808947561423,0.0933259992665933,0.0046611688777339,0.0247400501972033,0.005736823234134,0.1027249910362137,0.862136966654715,0.0536692223439211,0.1126323475721066,0.0036509675063891,0.0188024826579043,0.0118656443957648,0.0197152245345016,0.5622489959839357,0.2174151150054764,0.0048250904704463,0.01192869588527,0.0080418174507438,0.6324889425010052,0.3427154536925345,0.0115246846285625,0.0017131287961376,0.0054508643513471,0.0031147796293412,0.2538545397913098,0.0118361625914966,0.0070082541660177,0.3063385765457094,0.3734620775580127,0.0250739760161968,0.0026866515837104,0.0121606334841628,0.004524886877828,0.346012443438914,0.6346153846153846,0.0031220730565095,,,,0.0131127068373399,0.0001561036528254,,,0.0117077739619107,0.0018732438339057,0.0074929753356228,0.35576022478926,0.392132375897596,0.0001561036528254,0.2015298157976896,0.0129566031845145,,,0.0113001365950577,0.0016143052278653,0.0063330435862411,0.4665342108530982,0.5142183037377375,0.3608352605087743,0.290656954755568,0.4270792013751157,0.2397809521843081,True,0.2397809521843081,True,,,,,,,,,,,,,,,,,,low,0.0,low,0.0,low,0.0,high,1.0,low,0.0,low,0.0,low,0.0,low,0.0,low,0.0,low,0.0,0.0,0.0,0.0,low,0.0,17190.0,938.0,2034.0,5413.0,0.0546,0.1183,0.3149,9.0731,0.7717,0.3775,0.6161,0.494,3.3639,3.4412,0.262,0.3211,0.4169,17190.0,17607.0,18019.0,18336.0,18605.0,18835.0,19091.0,19309.0,19500.0,,0.4708216615716662,1012857.3828571428,83613.92142857143,77157.44142857143
Región Centro Oriente,25,Cundinamarca,25592,Quebradanegra,,,0.0,0.0016025641025641,0.0032051282051282,0.0032051282051282,0.0016025641025641,0.0096153846153846,0.0048076923076923,0.0272435897435897,0.0272435897435897,0.6666666666666666,0.0256410256410256,0.0096153846153846,0.0737179487179487,0.1458333333333333,0.0032679738562091,0.0046685340802987,0.0009337068160597,0.0042016806722689,0.0102707749766573,0.0116713352007469,0.911297852474323,0.0018674136321195,0.0452847805788982,0.0065359477124183,0.0004257130693912,0.0025542784163473,0.0004257130693912,0.0021285653469561,0.0029799914857386,0.0323541932737335,0.0097914005959982,0.0055342699020859,0.0464027245636441,0.0153256704980842,0.8382290336313325,0.0438484461472967,0.0035195776506819,0.0233172019357677,0.007479102507699,0.049714034315882,0.9159700835899692,0.0378378378378378,0.1302702702702702,0.0043243243243243,0.0421621621621621,0.0167567567567567,0.0167567567567567,0.1324324324324324,0.6194594594594595,0.0042680324370465,0.0174989329918907,0.0145113102859581,0.195049082373026,0.7686726419120785,0.0015243902439024,0.0022865853658536,0.0026676829268292,0.0003810975609756,0.0804115853658536,0.0099085365853658,0.0045731707317073,0.0438262195121951,0.758765243902439,0.0952743902439024,0.000365898280278,0.0175631174533479,0.0065861690450054,0.0911086717892425,0.8843761434321259,0.0014609203798392,,,,0.0175310445580715,,,,0.0094959824689554,0.0018261504747991,0.004017531044558,0.2238860482103725,0.1059167275383491,,0.6176040905770636,0.0182615047479912,,,0.0132607956477388,,0.0071404284257055,0.1370282216933016,0.842570554233254,0.1122104789745895,0.0317460317460317,0.1196854263946915,0.1589957001992672,True,0.1589957001992672,True,,,,,,,,,,,,,,,,,,medium,0.0,low,0.0,low,0.0,low,0.0,low,0.0,low,0.0,low,0.0,low,0.0,low,0.0,low,0.0,0.0,0.0,0.0,low,0.0,4669.0,423.0,470.0,976.0,0.0906,0.1006,0.2091,9.6397,0.851,0.6018,0.6743,0.4921,3.6678,3.3226,0.2333,0.3822,0.3844,4669.0,4738.0,4831.0,4860.0,4884.0,4906.0,4922.0,4939.0,4957.0,,0.625692092221559,1750877.9085714284,212951.7228571429,205023.35428571427
Región Centro Oriente,25,Cundinamarca,25594,Quetame,,,0.008504252126063,0.0030015007503751,0.0045022511255627,0.0035017508754377,0.0015007503751875,0.0145072536268134,0.0055027513756878,0.017008504252126,0.0310155077538769,0.4442221110555278,0.1860930465232616,0.008504252126063,0.1470735367683842,0.1250625312656328,0.003457216940363,0.0082108902333621,0.0008643042350907,0.0082108902333621,0.0142610198789974,0.0095073465859982,0.6983578219533275,0.0012964563526361,0.2139152981849611,0.0419187554019014,0.002053388090349,0.0017111567419575,0.000684462696783,0.0126625598904859,0.002053388090349,0.0657084188911704,0.0082135523613963,0.0088980150581793,0.0807665982203969,0.042094455852156,0.6457905544147844,0.1293634496919918,0.0021119324181626,0.0313269975360788,0.0140795494544174,0.102428722280887,0.8500527983104541,0.1239636794315041,0.231741018555073,0.0035530990919857,0.0481642321358073,0.0185550730359257,0.0221081721279115,0.0935649427556257,0.4583497828661666,0.0036460059661915,0.0311567782565462,0.025522041763341,0.2250580046403712,0.7146171693735499,0.0064516129032258,0.0005865102639296,0.0023460410557184,0.0011730205278592,0.1117302052785923,0.0161290322580645,0.0082111436950146,0.2043988269794721,0.4967741935483871,0.1501466275659824,0.0026223776223776,0.030011655011655,0.011072261072261,0.2951631701631702,0.6611305361305362,0.0023677979479084,,,,0.0044725072349381,0.0007892659826361,,,0.0113128124177847,0.0010523546435148,0.0094711917916337,0.0968166272033675,0.271507498026835,,0.5893186003683242,0.012891344383057,,,0.0162013958125623,0.0004985044865403,0.0102193419740777,0.3444666001994018,0.6286141575274178,0.0971996753246753,0.0628525382755842,0.1087605098996474,0.1589957001992672,True,0.1589957001992672,True,,,,,,,,,,,,,,,,,,low,0.0,low,0.0,low,0.0,extreme,1.0,low,0.0,low,0.0,low,0.0,low,0.0,low,0.0,low,0.0,0.0,0.0,0.0,low,0.0,5030.0,330.0,193.0,940.0,0.0655,0.0383,0.1869,9.8299,0.8351,0.6184,0.6742,0.4979,3.3173,2.9883,0.2547,0.3763,0.369,5030.0,5080.0,5145.0,5174.0,5177.0,5179.0,5182.0,5201.0,5191.0,,0.6716295807498242,1773246.0085714285,164904.06857142856,197980.57142857145
Región Pacífico,27,Chocó,27001,Quibdó,,,0.0057732964709708,0.000406570174012,0.000813140348024,0.0049601561229468,0.000203285087006,0.0039437306879167,0.0019515368352577,0.0144332411774272,0.0139453569686127,0.2383314360058546,0.6832818344446251,0.0015856236786469,0.0194747113351764,0.0108960806635225,0.0046533958710344,0.0069062303800273,0.0013664733907005,0.0080511134911548,0.0279942386527311,0.0259629944233113,0.4184732429737415,0.0028068102079255,0.1788972190419913,0.3248882815673819,0.0017931664058424,0.001858372456964,0.0013041210224308,0.0594027125717266,0.0063575899843505,0.0305164319248826,0.031461919666145,0.0272235263432446,0.3447769953051643,0.0390910276473656,0.408320292123109,0.0478938445487741,0.0046945162607157,0.0415702816709756,0.0276908422914682,0.3376309702000272,0.5884133895768132,0.0941403269207598,0.0961886019518856,0.0065062853929876,0.0681151853488091,0.0607654925900638,0.0471103257158922,0.3962809751395638,0.2308928069400377,0.006074461136512,0.040365774003919,0.0432070542129327,0.5569888961463096,0.3533638145003265,0.0424237302459224,0.0024507732612186,0.0043099805628327,0.0042818107552325,0.1553846587227809,0.0227048649257725,0.0341699766190596,0.4574495056198766,0.2367954026873996,0.0378602214146877,0.0028880663974876,0.0231606101390758,0.0267496635262449,0.6184387617765814,0.3287628981606101,0.0025713296741334,,,,0.0090985511546259,0.0008159026850615,,,0.0195816644414775,0.0030163675023488,0.0293230480146368,0.1429313158285121,0.7014043415912575,0.0008406270088513,0.0600059338377095,0.0304109182613855,,,0.0177707048604203,0.0015914064054107,0.0203125345357292,0.8176955551134982,0.1426297990849413,0.7280990282973862,0.7376925372021035,0.6439610761305095,0.2805305637460625,True,0.2805305637460625,True,,,,,,,,,,,,,,,,,,medium,0.0,low,0.0,high,1.0,low,0.0,extreme,1.0,extreme,1.0,low,0.0,extreme,1.0,extreme,1.0,extreme,1.0,0.0,0.0,0.0,extreme,1.0,129217.0,20888.0,31545.0,80696.0,0.1616,0.2441,0.6245,7.4171,0.6523,0.2763,0.5869,0.5172,2.9516,3.909,0.2599,0.3059,0.4342,129217.0,131208.0,133199.0,134979.0,136696.0,138336.0,140076.0,141778.0,143332.0,,0.895510796316011,1499284.6857142858,16166.11,205121.82
Región Eje Cafetero - Antioquia,63,Quindío,63594,Quimbaya,,,0.003453947368421,0.0008223684210526,0.0004111842105263,0.0016447368421052,0.000328947368421,0.0063322368421052,0.0013980263157894,0.0174342105263157,0.0223684210526315,0.5849506578947369,0.2434210526315789,0.0058388157894736,0.0506578947368421,0.0609375,0.0020356234096692,0.0019508057675996,0.0011874469889737,0.0083121289228159,0.0267175572519083,0.0125530110262934,0.6675996607294318,0.0047497879558948,0.1753180661577608,0.0995759117896522,0.0008758484782132,0.0018246843296109,0.0012407853441354,0.0910882417341799,0.005328078242464,0.0880227720604335,0.0189767170279541,0.020947376103934,0.170717465878403,0.0542296182760382,0.4741259762061163,0.0726224363185168,0.0057807864912147,0.0327831444435993,0.0235795238457442,0.237316498060394,0.7005400471590477,0.1206026058631921,0.1682410423452768,0.0052931596091205,0.0556188925081433,0.0384364820846905,0.0640879478827361,0.2915309446254072,0.2561889250814332,0.0049362951103995,0.0374224534720832,0.0347541858448402,0.488092855713428,0.4347942098592489,0.0205426852681428,0.0019198771278638,0.0062076027134263,0.0021758607449123,0.0606681172404966,0.0193907589914245,0.0223345705874824,0.138359145014719,0.4281325995136311,0.298284909765775,0.0029694661416306,0.0475760118778645,0.0240139435801433,0.2985604544574269,0.6268801239429346,0.0033637979182533,,,,0.0058390454430058,0.0003173394262503,,,0.0232292460015232,0.0036811373445036,0.0225945671490225,0.2684691546077685,0.3148641787255649,0.001078954049251,0.3177202335618177,0.0388423457730388,,,0.0287823336021338,0.002729359220892,0.0266732832950809,0.42621425469884,0.5156007691830532,0.0760445778559845,0.0711144616157808,0.0990990990990991,0.1602930224570084,True,0.1602930224570084,True,,,,,,,,,,,,,,,,,,low,0.0,low,0.0,low,0.0,low,0.0,low,0.0,low,0.0,low,0.0,low,0.0,low,0.0,low,0.0,0.0,0.0,0.0,low,0.0,30756.0,1617.0,0.0,7202.0,0.0526,0.0,0.2342,10.1982,0.9171,0.6188,0.6241,0.4997,2.9833,3.1902,0.2568,0.352,0.3912,30756.0,30970.0,31188.0,31329.0,31394.0,31368.0,31400.0,31408.0,31350.0,,0.8809307277256622,902313.4057142856,30476.932857142856,199264.8757142857
Región Eje Cafetero - Antioquia,66,Risaralda,66594,Quinchía,,,0.0035946593632317,0.0005135227661759,0.0011982197877439,0.0011982197877439,0.0008558712769599,0.0080451900034234,0.0029099623416638,0.0241355700102704,0.0265320095857583,0.2081478945566587,0.6223895926052722,0.0085587127695994,0.0491270112975008,0.0427935638479972,0.0022211253701875,0.0159180651530108,0.0022211253701875,0.0098716683119447,0.0257897334649555,0.0259131293188548,0.3675962487660414,0.0033316880552813,0.2213721618953603,0.3257650542941757,0.000403918004645,0.0032313440371604,0.0024235080278703,0.2161971119862668,0.0108048066242552,0.0341310713925073,0.0288801373321215,0.0266585883065737,0.1324851055235787,0.0752297283651418,0.4365343835201454,0.0330202968797334,0.0126526082130965,0.0442841287458379,0.0319644839067702,0.2203107658157602,0.690788013318535,0.1978994571630871,0.0726929431201321,0.0134529147982062,0.0606561246164739,0.0561718196837384,0.0481472740146329,0.2843993391550625,0.2665801274486665,0.0088243404724698,0.0372276863682323,0.0469712289732512,0.4726537365566688,0.4343230076293777,0.0353617632965979,0.0034499281264973,0.012266411116435,0.0054623862002874,0.073981792045999,0.0254911356013416,0.0392908481073311,0.1557259223766171,0.4001916626736942,0.2465740297077144,0.0082847778587035,0.0464311726147123,0.0341405680990531,0.3445010924981792,0.5666423889293518,0.0034314146006691,,,,0.0077206828515055,0.0008578536501672,,,0.0309685167710388,0.0089216779617397,0.0369734923222098,0.1822939006605473,0.3904091961911298,0.0017157073003345,0.2890108947413571,0.0476966629493008,,,0.0299792960662525,0.005631469979296,0.036687370600414,0.5383022774327122,0.389399585921325,0.164164879675959,0.091393867575174,0.1908198144430579,0.169324647624077,True,0.169324647624077,True,,,,,,,,,,,,,,,,,,medium,0.0,low,0.0,low,0.0,low,0.0,low,0.0,low,0.0,low,0.0,low,0.0,low,0.0,low,0.0,0.0,0.0,0.0,low,0.0,27308.0,1114.0,3328.0,5200.0,0.0408,0.1219,0.1904,10.7402,0.8624,0.505,0.6332,0.5117,3.2538,2.8629,0.282,0.3416,0.3764,27308.0,27784.0,28305.0,28357.0,28341.0,28256.0,28224.0,28154.0,28053.0,,0.7832078411602582,829877.6157142856,27653.461428571427,92636.42571428572
Región Centro Oriente,15,Boyacá,15580,Quípama,,,0.0035756853396901,0.0015891934843067,0.0003972983710766,0.0047675804529201,0.0,0.0067540723083035,0.0055621771950735,0.0174811283273738,0.0154946364719904,0.8037346046881207,0.0675407230830353,0.0031783869686134,0.0325784664282876,0.0373460468812077,0.0088207985143918,0.0148560817084493,0.0027855153203342,0.0162488393686165,0.0264623955431754,0.0208913649025069,0.7479108635097493,0.0032497678737233,0.1220984215413184,0.0366759517177344,0.000418410041841,0.002510460251046,0.002510460251046,0.0154811715481171,0.001673640167364,0.0297071129707112,0.0158995815899581,0.0171548117154811,0.0723849372384937,0.0200836820083682,0.7506276150627615,0.0715481171548117,0.0051457975986277,0.0278730703259005,0.0111492281303602,0.088336192109777,0.8674957118353345,0.0556974961676034,0.1272355646397547,0.0097087378640776,0.0204394481349003,0.0306591722023505,0.0194174757281553,0.1854879918242207,0.5513541134389371,0.0106067034365719,0.0148493848112006,0.016970725498515,0.2227407721680102,0.7348324140857022,0.0036376864314296,0.0036376864314296,0.0094579847217169,0.0021826118588577,0.036740632957439,0.0109130592942888,0.0189159694434339,0.093124772644598,0.7486358675882139,0.0720261913423063,0.0028399006034788,0.0191693290734824,0.0102946396876109,0.1423500177493787,0.825346112886049,0.0020153164046755,,,,0.0072551390568319,0.0008061265618702,,,0.0052398226521563,0.0032245062474808,0.0092704554615074,0.1140669085046352,0.1261588069326884,0.0012091898428053,0.7166465135026199,0.0141072148327287,,,0.0101046553590761,0.0036088054853843,0.0079393720678455,0.1479610249007578,0.8303861421869361,0.4046256556986171,0.2605633802816902,0.4677640603566529,0.1811504657502856,True,0.1811504657502856,True,,,,,,,,,,,,,,,,,,low,0.0,low,0.0,low,0.0,low,0.0,low,0.0,low,0.0,low,0.0,low,0.0,low,0.0,low,0.0,0.0,0.0,0.0,low,0.0,4868.0,756.0,688.0,2108.0,0.1552,0.1414,0.433,8.3315,0.8042,0.444,0.5828,0.492,2.9493,3.77,0.2803,0.3156,0.4041,4868.0,4899.0,4951.0,4971.0,4972.0,4975.0,5005.0,5002.0,5012.0,,0.4016935009183816,2032955.5342857144,290015.5742857143,139770.47714285713
Región Centro Oriente,25,Cundinamarca,25596,Quipile,,,0.0150659133709981,0.0018832391713747,0.0009416195856873,0.0047080979284369,0.0028248587570621,0.0131826741996233,0.0094161958568738,0.032015065913371,0.0338983050847457,0.4350282485875706,0.2871939736346516,0.0056497175141242,0.0668549905838041,0.091337099811676,0.0018201674554058,0.0025482344375682,0.0003640334910811,0.0040043684018929,0.0083727702948671,0.0134692391700036,0.8907899526756462,0.0010921004732435,0.062977793957044,0.0145613396432471,0.0009505703422053,0.0028517110266159,0.0009505703422053,0.0114068441064638,0.0041191381495564,0.0186945500633713,0.006020278833967,0.0066539923954372,0.038339670468948,0.0253485424588086,0.8444233206590621,0.0402408111533586,0.0023271276595744,0.0116356382978723,0.0069813829787234,0.0498670212765957,0.929188829787234,0.0538133952768099,0.0754936120789779,0.0092915214866434,0.0224545102593883,0.0209059233449477,0.0150987224157955,0.1633759194734804,0.6395663956639567,0.0050298648223828,0.0147752279157497,0.0141464948129519,0.2593524049041182,0.7066960075447972,0.0090198436560432,0.0027059530968129,0.0057125676488274,0.0030066145520144,0.1106434155141311,0.0096211665664461,0.0063138905592303,0.0772699939867709,0.7131689717378232,0.0622369212266987,0.0026493965263467,0.01913453046806,0.0070650574035914,0.1262879010891963,0.8448631145128054,0.0037071362372567,,,,0.0151374729687982,0.0006178560395427,,,0.0105035526722273,0.0027803521779425,0.0067964164349706,0.228606734630831,0.1479765214704973,0.0006178560395427,0.5603954278653074,0.0228606734630831,,,0.0082895827576678,0.0019342359767891,0.0033158331030671,0.1685548494059132,0.8179054987565626,0.185924713584288,0.1487341772151899,0.1902154070828769,0.1589957001992672,True,0.1589957001992672,True,,,,,,,,,,,,,,,,,,medium,0.0,low,0.0,low,0.0,low,0.0,low,0.0,low,0.0,low,0.0,low,0.0,low,0.0,low,0.0,0.0,0.0,0.0,low,0.0,6242.0,347.0,297.0,2455.0,0.0556,0.0475,0.3933,10.9658,0.8707,0.5213,0.6188,0.5033,3.2602,3.7951,0.2621,0.3462,0.3917,6242.0,6184.0,6167.0,6077.0,5981.0,5874.0,5777.0,5675.0,5561.0,,0.492348659994176,1421093.1271428573,132481.7942857143,99247.73142857142
Región Centro Oriente,54,Norte de Santander,54599,Ragonvalia,,,0.007532956685499,0.0031387319522912,0.002510985561833,0.005021971123666,0.0006277463904582,0.0169491525423728,0.0056497175141242,0.0182046453232893,0.0232266164469554,0.6691776522284997,0.1148775894538606,0.0037664783427495,0.0489642184557438,0.0803515379786566,0.0039392234102419,0.0067529544175576,0.0045019696117051,0.0067529544175576,0.0112549240292628,0.016319639842431,0.8643781654473832,0.0016882386043894,0.0596510973550928,0.0247608328643781,0.0047619047619047,0.0021164021164021,0.0037037037037037,0.0121693121693121,0.0031746031746031,0.0232804232804232,0.0063492063492063,0.01005291005291,0.0656084656084656,0.0174603174603174,0.7968253968253968,0.0544973544973544,0.0042417815482502,0.0159066808059384,0.0068928950159066,0.0726405090137857,0.9003181336161188,0.0338983050847457,0.1905495634309193,0.0046224961479198,0.0349255264509501,0.0195172059578839,0.0251669234720082,0.2953261427837699,0.3959938366718027,0.0076957899502037,0.0248981439565414,0.0176550475328202,0.3662290629244001,0.5835219556360344,0.004033509152963,0.0012410797393732,0.0027924294135898,0.0055848588271796,0.0909090909090909,0.004964318957493,0.0074464784362395,0.0322680732237046,0.8020477815699659,0.0487123797704002,0.0002996703626011,0.0146838477674557,0.0059934072520227,0.0506442912795924,0.9283787833383278,0.0020697811945594,,,,0.0085748078060319,,,,0.0109402720283855,0.002956830277942,0.0068007096392667,0.3267297457125961,0.0532229450029568,,0.57806031933767,0.0106445890005913,,,0.0082304526748971,0.0018993352326685,0.0034821145932257,0.0579297245963912,0.9284583729028172,0.1962460509199033,0.1670787707523843,0.2286274509803921,0.2076902500365385,True,0.2076902500365385,True,,,,,,,,,,,,,,,,,,low,0.0,low,0.0,low,0.0,low,0.0,low,0.0,low,0.0,low,0.0,low,0.0,low,0.0,low,0.0,0.0,0.0,0.0,low,0.0,5897.0,538.0,245.0,1303.0,0.0912,0.0415,0.221,9.6457,0.885,0.4962,0.6245,0.5029,3.1089,3.247,0.3163,0.3746,0.3091,5897.0,6076.0,6288.0,6394.0,6487.0,6562.0,6653.0,6736.0,6793.0,,0.4307562323414859,1494435.2042857143,164861.21,75996.79714285713
